"gene","lens","max_to_lens","mean_to_lens","nearest_lens_member","pct_uniform_background","pct_depth_matched_background","depth_band","n_background_in_band","band_saturated","counted","n_terms","is_lens_member"
"2010003K11Rik","HSR_core",1,0.442996246268487,"Hspa12a",0.91105527638191,0.824226804123711,"(0,3]",970,TRUE,FALSE,1,FALSE
"AA467197","HSR_core",1,0.236193743669225,"St13",0.91105527638191,0.824226804123711,"(0,3]",970,TRUE,FALSE,1,FALSE
"Actbl2","HSR_core",0.388901241964944,0.202535887920251,"Hspa12b",0.319095477386935,0.295876288659794,"(0,3]",970,TRUE,FALSE,2,FALSE
"Adam8","HSR_core",0.45128814218257,0.302004939899981,"Hspb1",0.496984924623116,0.264705882352941,"(32,50]",34,FALSE,TRUE,36,FALSE
"Adcy4","HSR_core",0.359979634144309,0.247315072213234,"Hspb1",0.221105527638191,0.348958333333333,"(3,6]",384,FALSE,TRUE,4,FALSE
"Adm","HSR_core",0.418718152277678,0.27178157833971,"Dnaja3",0.404020100502513,0.169811320754717,"(22,32]",53,FALSE,TRUE,30,FALSE
"Adora2a","HSR_core",0.400163525322955,0.268591017891553,"Dnaja3",0.347236180904523,0.117647058823529,"(32,50]",34,FALSE,TRUE,41,FALSE
"Adora2b","HSR_core",0.405046688955354,0.239806316700591,"Hspb1",0.360301507537688,0.247706422018349,"(15,22]",109,FALSE,TRUE,22,FALSE
"Ak4","HSR_core",0.440715442018399,0.198418427770808,"Hsbp1l1",0.474623115577889,0.692708333333333,"(3,6]",384,FALSE,TRUE,5,FALSE
"Aldh1a2","HSR_core",0.49373589100809,0.276150883586946,"Htra2",0.601507537688442,0.411764705882353,"(32,50]",34,FALSE,TRUE,40,FALSE
"Ankrd33b","HSR_core",1,0.442996246268487,"Hspa12a",0.91105527638191,0.824226804123711,"(0,3]",970,TRUE,FALSE,1,FALSE
"Ano1","HSR_core",0.866052293184741,0.30102970837991,"Hsbp1l1",0.80678391959799,0.985294117647059,"(10,15]",136,FALSE,TRUE,13,FALSE
"Anxa2","HSR_core",0.507042253521127,0.307663516389128,"Dnajc7",0.628643216080402,0.830275229357798,"(15,22]",109,FALSE,TRUE,22,FALSE
"Anxa3","HSR_core",0.372756557754257,0.250468892077132,"Dnajc7",0.261809045226131,0.42578125,"(3,6]",384,FALSE,TRUE,6,FALSE
"Aplp1","HSR_core",0.372235323884716,0.246959130124542,"Htra2",0.259798994974874,0.284090909090909,"(6,10]",264,FALSE,TRUE,8,FALSE
"Areg","HSR_core",0.406968359910597,0.266830995669637,"Htra2",0.365829145728643,0.279411764705882,"(10,15]",136,FALSE,TRUE,14,FALSE
"Arhgef25","HSR_core",0.704226143231518,0.231666448723534,"Ubb",0.778894472361809,0.572164948453608,"(0,3]",970,TRUE,FALSE,1,FALSE
"Asb2","HSR_core",0.451582967497724,0.263576129836229,"Ubb",0.497989949748744,0.610294117647059,"(10,15]",136,FALSE,TRUE,14,FALSE
"Atf3","HSR_core",0.550621273750488,0.318324111434718,"Hsbp1l1",0.691206030150754,0.878676470588235,"(10,15]",136,FALSE,TRUE,15,FALSE
"Atp2b4","HSR_core",0.387641842614572,0.247929714490167,"Hsf1",0.315577889447236,0.0754716981132075,"(22,32]",53,FALSE,TRUE,25,FALSE
"Avpr1a","HSR_core",0.360665530759224,0.252180800120234,"Hsf1",0.222613065326633,0.036697247706422,"(15,22]",109,FALSE,TRUE,22,FALSE
"B3gnt5","HSR_core",0.307464857161973,0.16697880482302,"Ubb",0.103517587939698,0.142268041237113,"(0,3]",970,TRUE,FALSE,3,FALSE
"Batf3","HSR_core",0.515280441019907,0.231324229287085,"Dnajb4",0.644221105527638,0.861979166666667,"(3,6]",384,FALSE,TRUE,5,FALSE
"Bcam","HSR_core",0.545086179458408,0.254216667081007,"Hspa12b",0.67286432160804,0.471134020618557,"(0,3]",970,TRUE,FALSE,3,FALSE
"Bcl6b","HSR_core",0.441632379238899,0.28202720876997,"Dnajb1",0.476884422110553,0.674242424242424,"(6,10]",264,FALSE,TRUE,7,FALSE
"Bicd1","HSR_core",0.395354921573144,0.256151791555511,"Hsph1",0.335678391959799,0.397727272727273,"(6,10]",264,FALSE,TRUE,9,FALSE
"C3","HSR_core",0.480712166172107,0.265008340235839,"Dnajc7",0.568844221105528,0.411764705882353,"(32,50]",34,FALSE,TRUE,34,FALSE
"Calca","HSR_core",0.633806386213888,0.295940362628008,"Hsbp1l1",0.757788944723618,0.970588235294118,"(32,50]",34,FALSE,TRUE,38,FALSE
"Camk2n1","HSR_core",0.229679495457102,0.150334800671447,"Hsp90aa1",0.0150753768844221,0.015625,"(3,6]",384,FALSE,TRUE,4,FALSE
"Casz1","HSR_core",0.516000332737756,0.238748924541191,"Bag1",0.64572864321608,0.882575757575758,"(6,10]",264,FALSE,TRUE,10,FALSE
"Ccl20","HSR_core",0.430379746835443,0.252294911396892,"Dnajc7",0.453517587939698,0.626893939393939,"(6,10]",264,FALSE,TRUE,9,FALSE
"Ccl22","HSR_core",0.430379746835443,0.252837778611175,"Dnajc7",0.453517587939698,0.673177083333333,"(3,6]",384,FALSE,TRUE,6,FALSE
"Ccl3","HSR_core",0.590163934426229,0.296108930652815,"Dnajc7",0.731407035175879,0.941176470588235,"(32,50]",34,FALSE,TRUE,46,FALSE
"Ccl4","HSR_core",0.438556368876964,0.246443053831403,"Hspb1",0.468844221105528,0.65530303030303,"(6,10]",264,FALSE,TRUE,9,FALSE
"Ccn1","HSR_core",0.519521106050327,0.322039613582175,"Hspb1",0.649748743718593,0.617647058823529,"(32,50]",34,FALSE,TRUE,35,FALSE
"Cd200","HSR_core",0.434175008072443,0.28560580583763,"Dnaja3",0.461306532663317,0.458715596330275,"(15,22]",109,FALSE,TRUE,16,FALSE
"Cd40lg","HSR_core",0.503947513855356,0.302441520105763,"Dnaja3",0.621105527638191,0.622641509433962,"(22,32]",53,FALSE,TRUE,26,FALSE
"Cd53","HSR_core",0.2627907608214,0.20365744433552,"Bag1",0.0407035175879397,0.0577319587628866,"(0,3]",970,TRUE,FALSE,3,FALSE
"Cd70","HSR_core",0.336030461684912,0.202676003437927,"Dnajc7",0.160804020100503,0.147727272727273,"(6,10]",264,FALSE,TRUE,8,FALSE
"Cd80","HSR_core",0.419545797552567,0.232399346190086,"Dnaja3",0.406030150753769,0.541666666666667,"(6,10]",264,FALSE,TRUE,9,FALSE
"Cd83","HSR_core",0.384051889681588,0.143628526118618,"Dnaja4",0.310050251256281,0.486979166666667,"(3,6]",384,FALSE,TRUE,4,FALSE
"Cdkn1a","HSR_core",0.550621273750488,0.325787132867313,"Hsbp1l1",0.691206030150754,0.838235294117647,"(32,50]",34,FALSE,TRUE,41,FALSE
"Cldn4","HSR_core",0.507042253521127,0.238631923089883,"Dnajc7",0.628643216080402,0.856060606060606,"(6,10]",264,FALSE,TRUE,9,FALSE
"Clu","HSR_core",1,0.382883061552437,"Dnajc7",0.91105527638191,0.985294117647059,"(32,50]",34,FALSE,TRUE,44,FALSE
"Cpm","HSR_core",0.283063266194187,0.164164598018824,"Bag2",0.0595477386934673,0.0819587628865979,"(0,3]",970,TRUE,FALSE,2,FALSE
"Cpne6","HSR_core",0.290226995584638,0.197544551145707,"Zfand1",0.0723618090452261,0.102061855670103,"(0,3]",970,TRUE,FALSE,3,FALSE
"Crabp2","HSR_core",0.240274164175552,0.15237030305235,"Hikeshi",0.0221105527638191,0.0286458333333333,"(3,6]",384,FALSE,TRUE,4,FALSE
"Csf2","HSR_core",0.490868656344407,0.308806837057761,"Hspa1a",0.593969849246231,0.60377358490566,"(22,32]",53,FALSE,TRUE,25,FALSE
"Cth","HSR_core",0.484880661403211,0.296482465100915,"Hspa1a",0.583417085427136,0.73394495412844,"(15,22]",109,FALSE,TRUE,16,FALSE
"Dab2","HSR_core",0.502538917200362,0.313245496227661,"Hspa1a",0.618090452261307,0.5,"(32,50]",34,FALSE,TRUE,44,FALSE
"Dagla","HSR_core",0.33401465949229,0.207807839105698,"Ptges3",0.15427135678392,0.136363636363636,"(6,10]",264,FALSE,TRUE,8,FALSE
"Dennd3","HSR_core",0.350473928204218,0.212933022673687,"Vcp",0.192964824120603,0.219587628865979,"(0,3]",970,TRUE,FALSE,3,FALSE
"Dnah7a","HSR_core",0.366616989567809,0.195770197578257,"Dnajc7",0.243718592964824,0.252577319587629,"(0,3]",970,TRUE,FALSE,3,FALSE
"Ebf1","HSR_core",0.648419738394262,0.177768080242276,"Dnajc2",0.762814070351759,0.958333333333333,"(3,6]",384,FALSE,TRUE,4,FALSE
"Egfr","HSR_core",0.494704956336912,0.313347472081691,"Hsf1",0.603517587939698,0.475,"(50,Inf]",40,FALSE,TRUE,69,FALSE
"Egr1","HSR_core",0.518516258031265,0.298352420800907,"Hsf1",0.648241206030151,0.588235294117647,"(32,50]",34,FALSE,TRUE,42,FALSE
"Egr2","HSR_core",0.449225405002267,0.268472695350992,"Bag1",0.492462311557789,0.320754716981132,"(22,32]",53,FALSE,TRUE,25,FALSE
"Egr3","HSR_core",0.4667000749292,0.279680003332238,"Bag1",0.531658291457286,0.632352941176471,"(10,15]",136,FALSE,TRUE,12,FALSE
"Ehd2","HSR_core",0.372756557754257,0.248153304931221,"Dnajc7",0.261809045226131,0.285984848484849,"(6,10]",264,FALSE,TRUE,8,FALSE
"Emilin2","HSR_core",0.429708222811671,0.272931495814959,"Dnajc7",0.446733668341709,0.615530303030303,"(6,10]",264,FALSE,TRUE,9,FALSE
"Eomes","HSR_core",0.469582121403764,0.284304313971161,"Bag1",0.536683417085427,0.415094339622642,"(22,32]",53,FALSE,TRUE,31,FALSE
"Epcam","HSR_core",0.496367735362301,0.310691581625104,"Bag1",0.607035175879397,0.837121212121212,"(6,10]",264,FALSE,TRUE,10,FALSE
"Epha2","HSR_core",0.457623759920721,0.282575271072371,"Hspb1",0.506532663316583,0.323529411764706,"(32,50]",34,FALSE,TRUE,45,FALSE
"Epn2","HSR_core",0.387556008290776,0.274877133373142,"Hspb1",0.315577889447236,0.378787878787879,"(6,10]",264,FALSE,TRUE,8,FALSE
"Esyt3","HSR_core",1,0.442996246268487,"Hspa12a",0.91105527638191,0.824226804123711,"(0,3]",970,TRUE,FALSE,1,FALSE
"F3","HSR_core",0.453249796102805,0.254845506076512,"Hspb1",0.498994974874372,0.610294117647059,"(10,15]",136,FALSE,TRUE,14,FALSE
"Fah","HSR_core",0.182785893194339,0.104032401241399,"Bag2",0.00100502512562814,0,"(3,6]",384,FALSE,TRUE,4,FALSE
"Fam110c","HSR_core",0.381566261251523,0.21344369912974,"Bag4",0.304020100502513,0.289690721649485,"(0,3]",970,TRUE,FALSE,3,FALSE
"Fam83g","HSR_core",0.587109000350104,0.285541557476898,"Bag4",0.721105527638191,0.509278350515464,"(0,3]",970,TRUE,FALSE,1,FALSE
"Fasl","HSR_core",0.509634808893748,0.300529774797668,"Dnaja3",0.636683417085427,0.834862385321101,"(15,22]",109,FALSE,TRUE,21,FALSE
"Fosl1","HSR_core",0.545686413494312,0.32502893432079,"Hsf1",0.673366834170854,0.838235294117647,"(10,15]",136,FALSE,TRUE,15,FALSE
"Fosl2","HSR_core",0.480712166172107,0.291268153045155,"Dnajc7",0.568844221105528,0.375,"(50,Inf]",40,FALSE,TRUE,57,FALSE
"Gap43","HSR_core",0.390832328106152,0.245190145385616,"Dnajc7",0.324120603015075,0.390151515151515,"(6,10]",264,FALSE,TRUE,9,FALSE
"Gatm","HSR_core",0.32139857990123,0.210861379564709,"Ptges3",0.122613065326633,0.0871212121212121,"(6,10]",264,FALSE,TRUE,10,FALSE
"Gdf6","HSR_core",0.435388888343998,0.295596647188935,"Htra2",0.464321608040201,0.477941176470588,"(10,15]",136,FALSE,TRUE,14,FALSE
"Gfi1","HSR_core",0.550621273750488,0.304664365517424,"Hsbp1l1",0.691206030150754,0.912844036697248,"(15,22]",109,FALSE,TRUE,18,FALSE
"Gfpt2","HSR_core",0.313829259335538,0.198438331874654,"Dnajc2",0.113065326633166,0.153645833333333,"(3,6]",384,FALSE,TRUE,6,FALSE
"Gja5","HSR_core",0.480712166172107,0.24140924282701,"Dnajc7",0.568844221105528,0.375,"(50,Inf]",40,FALSE,TRUE,52,FALSE
"Gm867","HSR_core",1,0.442996246268487,"Hspa12a",0.91105527638191,0.824226804123711,"(0,3]",970,TRUE,FALSE,1,FALSE
"Gpr183","HSR_core",0.361052591980798,0.240154566805246,"Dnaja3",0.223618090452261,0.0441176470588235,"(10,15]",136,FALSE,TRUE,15,FALSE
"Gprc5a","HSR_core",0.616397470702209,0.217176804612446,"Chordc1",0.750251256281407,0.527835051546392,"(0,3]",970,TRUE,FALSE,1,FALSE
"Gprin2","HSR_core",0.761329715874898,0.305063034109539,"Htra2",0.791959798994975,0.592783505154639,"(0,3]",970,TRUE,FALSE,1,FALSE
"Grp","HSR_core",0.377275165479342,0.25573383725187,"Hspb1",0.285427135678392,0.102941176470588,"(10,15]",136,FALSE,TRUE,13,FALSE
"Hbegf","HSR_core",0.413202792335531,0.273817252210288,"Hspb1",0.38643216080402,0.26605504587156,"(15,22]",109,FALSE,TRUE,17,FALSE
"Hk2","HSR_core",0.371214607178105,0.256835560191093,"Htra2",0.257286432160804,0.0825688073394495,"(15,22]",109,FALSE,TRUE,18,FALSE
"Hspa1a","HSR_core",1,0.437215225173764,"Dnaja2",0.91105527638191,0.985294117647059,"(32,50]",34,FALSE,TRUE,35,TRUE
"Hspa1b","HSR_core",1,0.441578860534732,"Dnaja2",0.91105527638191,0.990566037735849,"(22,32]",53,FALSE,TRUE,24,TRUE
"Hspg2","HSR_core",0.448936913260969,0.300081420641397,"Hsp90ab1",0.490954773869347,0.522935779816514,"(15,22]",109,FALSE,TRUE,17,FALSE
"Hsph1","HSR_core",1,0.374166442171247,"Dnajc7",0.91105527638191,0.992647058823529,"(10,15]",136,FALSE,TRUE,11,TRUE
"Idi2","HSR_core",0.293130523226973,0.142716743409628,"Dnajc2",0.0768844221105528,0.09375,"(3,6]",384,FALSE,TRUE,4,FALSE
"Ier3","HSR_core",0.550621273750488,0.291351719264139,"Hsbp1l1",0.691206030150754,0.878676470588235,"(10,15]",136,FALSE,TRUE,12,FALSE
"Igf2bp2","HSR_core",0.460701750107084,0.228660269702352,"Ubb",0.514572864321608,0.723484848484849,"(6,10]",264,FALSE,TRUE,8,FALSE
"Igkc","HSR_core",0.352483259084003,0.15553022529181,"Clpb",0.196482412060302,0.220618556701031,"(0,3]",970,TRUE,FALSE,2,FALSE
"Il17f","HSR_core",0.448340314043739,0.248529469087067,"Hspb1",0.489949748743719,0.522935779816514,"(15,22]",109,FALSE,TRUE,17,FALSE
"Il1a","HSR_core",0.866052293184741,0.309923361579548,"Hsbp1l1",0.80678391959799,0.970588235294118,"(32,50]",34,FALSE,TRUE,33,FALSE
"Il1rn","HSR_core",0.371200320595039,0.257050939470932,"Dnaja3",0.257286432160804,0.0661764705882353,"(10,15]",136,FALSE,TRUE,14,FALSE
"Il2","HSR_core",0.456352572655943,0.263248677439022,"Dnaja3",0.504522613065327,0.339622641509434,"(22,32]",53,FALSE,TRUE,27,FALSE
"Il23a","HSR_core",0.439927281568399,0.237748761732409,"Hspb1",0.471356783919598,0.30188679245283,"(22,32]",53,FALSE,TRUE,25,FALSE
"Il24","HSR_core",0.417117172144093,0.271440060759688,"Dnaja3",0.396984924623116,0.606770833333333,"(3,6]",384,FALSE,TRUE,5,FALSE
"Il3","HSR_core",0.500615058658662,0.309828749496683,"Dnaja3",0.615075376884422,0.622641509433962,"(22,32]",53,FALSE,TRUE,24,FALSE
"Il9","HSR_core",0.373379949779696,0.237826485995077,"Hspb1",0.265326633165829,0.291666666666667,"(6,10]",264,FALSE,TRUE,7,FALSE
"Ildr1","HSR_core",0.363177805800757,0.255998332415025,"Dnajc7",0.229899497487437,0.248106060606061,"(6,10]",264,FALSE,TRUE,8,FALSE
