pathway_id,pathway_name,database,nes_WT_heat,padj_WT_heat,nes_KO_heat,padj_KO_heat,nes_interaction,padj_interaction,sig_interaction,pattern,nes_temp_main,nes_geno_main
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS,Glucan Biosynthetic Process,GO_BP,-0.685251045,0.896787937,-0.598471301,0.954176327,1.01150422,0.85250746,False,shared_heat,-0.719628514,1.6459354
GOBP_GLUCAN_METABOLIC_PROCESS,Glucan Metabolic Process,GO_BP,-1.23168698,0.294351753,-1.16029653,0.385154777,0.921410384,0.917210487,False,shared_heat,-1.16642791,1.48918494
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO_BP,1.14121472,0.406752283,1.2387535,0.343793457,-0.952585693,0.896633964,False,shared_heat,1.18343565,-1.25956821
GOBP_GLUCOSE_METABOLIC_PROCESS,Glucose Metabolic Process,GO_BP,1.15328813,0.317480782,1.13507178,0.360041357,1.13990032,0.690148464,False,shared_heat,1.11751934,-1.06428186
GOBP_GLUTAMATE_METABOLIC_PROCESS,Glutamate Metabolic Process,GO_BP,-0.96694961,0.591310934,-0.934296753,0.628533597,-0.732117899,0.994346977,False,shared_heat,-0.918149213,0.671903084
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,Glutamate Receptor Signaling Pathway,GO_BP,0.806642268,0.77253456,0.923338672,0.636374666,-0.720915029,0.994909646,False,shared_heat,0.803218221,1.1713985
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,Glutamine Family Amino Acid Metabolic Process,GO_BP,1.41854194,0.156146296,1.41330351,0.179996661,-0.703508158,0.999948662,False,shared_heat,1.41607164,0.723598952
GOBP_GLUTATHIONE_METABOLIC_PROCESS,Glutathione Metabolic Process,GO_BP,-1.14166096,0.39359815,-1.00141551,0.552187885,-1.33949626,0.506063695,False,shared_heat,-1.11786681,-1.0604234
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO_BP,-1.04190236,0.485872651,-1.2603181,0.260727308,1.38443195,0.399046214,False,shared_heat,-1.11389821,0.823822491
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS,Glycerolipid Catabolic Process,GO_BP,1.12910307,0.424867391,1.00594887,0.546298148,1.36980636,0.51604703,False,shared_heat,1.06083105,1.62312809
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,Glycerolipid Metabolic Process,GO_BP,0.973098346,0.594146882,-1.15522877,0.347480969,1.3207832,0.421547374,False,shared_heat,-0.959813646,0.962019927
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Glycerophospholipid Biosynthetic Process,GO_BP,-1.03258442,0.501647643,-1.1972985,0.337794428,1.23664747,0.59360652,False,shared_heat,-1.09288961,0.84610499
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,Glycerophospholipid Metabolic Process,GO_BP,-0.942031837,0.638500063,-1.1351984,0.384851938,1.23955045,0.557954428,False,shared_heat,-0.969156204,0.971827909
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,Glycolytic Process Through Fructose 6 Phosphate,GO_BP,1.14382385,0.403786609,1.20488337,0.368730391,-0.691449832,0.999948662,False,shared_heat,1.10121624,-1.28380088
GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE,Glycolytic Process Through Glucose 6 Phosphate,GO_BP,1.09494798,0.454029837,1.22676501,0.357181472,-1.09329995,0.805496565,False,shared_heat,1.14979842,-1.15863112
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,Glycoprotein Biosynthetic Process,GO_BP,1.44580411,0.0670109212,1.16097128,0.332792569,1.56878553,0.144669479,False,shared_heat,1.30464252,1.08021333
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,Glycoprotein Metabolic Process,GO_BP,1.40538337,0.0762095904,1.09957578,0.399044346,1.60255804,0.0955873049,False,shared_heat,1.26062357,1.10289321
GOBP_GLYCOSAMINOGLYCAN_BIOSYNTHETIC_PROCESS,Glycosaminoglycan Biosynthetic Process,GO_BP,1.2160351,0.342026474,0.851052961,0.723360198,0.979155067,0.875951496,False,shared_heat,1.08280578,1.0386847
GOBP_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS,Glycosaminoglycan Metabolic Process,GO_BP,1.18915892,0.342554154,-0.84777074,0.748285372,1.16560197,0.708270237,False,shared_heat,1.11809703,-1.18453229
GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS,Glycosphingolipid Metabolic Process,GO_BP,-1.19056287,0.359214107,-1.13018051,0.4323606,0.759089551,0.989918871,False,shared_heat,-1.13158013,0.652227717
GOBP_GOLGI_ORGANIZATION,Golgi Organization,GO_BP,1.06958333,0.462745471,0.728300063,0.900515288,1.17854461,0.69963156,False,shared_heat,0.906896783,1.33817024
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,Golgi to Plasma Membrane Protein Transport,GO_BP,1.18532399,0.372520435,1.19961368,0.379537458,-1.38845837,0.495211293,False,shared_heat,1.2319119,-1.00570937
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,Golgi to Plasma Membrane Transport,GO_BP,1.26018087,0.290676802,1.27396949,0.299225531,-1.36889801,0.491687255,False,shared_heat,1.30379391,1.18864436
GOBP_GOLGI_VESICLE_TRANSPORT,Golgi Vesicle Transport,GO_BP,1.10678001,0.380528842,1.06230273,0.456639778,0.877683988,0.959690565,False,shared_heat,1.13437509,0.959997824
GOBP_GRANULOCYTE_ACTIVATION,Granulocyte Activation,GO_BP,1.14691863,0.386854568,1.17130904,0.379537458,-0.792234191,0.985926477,False,shared_heat,1.20283368,-1.18765039
GOBP_GRANULOCYTE_CHEMOTAXIS,Granulocyte Chemotaxis,GO_BP,1.75716848,0.00971105999,1.58075981,0.0494754409,0.944088191,0.907191457,False,shared_heat,1.67873776,0.839340245
GOBP_GRANULOCYTE_DIFFERENTIATION,Granulocyte Differentiation,GO_BP,1.07929239,0.464555653,1.04068767,0.511118784,-0.778000076,0.986413269,False,shared_heat,1.06432657,0.676236378
GOBP_GRANULOCYTE_MIGRATION,Granulocyte Migration,GO_BP,1.75157106,0.00801439441,1.61812483,0.0337649306,0.892506089,0.950156705,False,shared_heat,1.67189757,0.77480488
GOBP_GROWTH,Growth,GO_BP,1.84600433,6.28559338e-07,1.64244025,0.00026286258,1.28045181,0.289935786,False,shared_heat,1.71229566,1.25196034
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,G Protein Coupled Receptor Signaling Pathway,GO_BP,1.40189724,0.0346757946,1.3902746,0.043291152,0.949572947,0.921224249,False,shared_heat,1.37745343,1.44542364
GOBP_HAIR_CELL_DIFFERENTIATION,Hair Cell Differentiation,GO_BP,0.865023418,0.700417327,-0.768555281,0.81588074,1.24419762,0.662226733,False,shared_heat,0.760341496,0.714912337
GOBP_HEAD_DEVELOPMENT,Head Development,GO_BP,1.60844839,0.00143397663,1.53844325,0.00670403133,0.938486626,0.945726528,False,shared_heat,1.56986724,1.34243792
GOBP_HEART_DEVELOPMENT,Heart Development,GO_BP,1.70683912,0.00038060059,1.52173271,0.0110775965,1.10003104,0.701594507,False,shared_heat,1.63426896,1.27363103
GOBP_HEART_GROWTH,Heart Growth,GO_BP,1.30702292,0.231116225,1.17341587,0.374524426,1.29743497,0.551555915,False,shared_heat,1.18141631,0.828112104
GOBP_HEART_MORPHOGENESIS,Heart Morphogenesis,GO_BP,1.87531473,0.00078977805,1.68375691,0.0102384576,1.32798368,0.417535,False,shared_heat,1.77875092,1.36864947
GOBP_HEART_PROCESS,Heart Process,GO_BP,1.47851816,0.0533674761,1.45136716,0.0759789013,1.0598832,0.805596787,False,shared_heat,1.49038298,1.11222942
GOBP_HEART_TRABECULA_MORPHOGENESIS,Heart Trabecula Morphogenesis,GO_BP,1.61583738,0.0763858441,1.49591906,0.158546253,1.36790472,0.520142924,False,shared_heat,1.5644932,-0.824170949
GOBP_HEART_VALVE_DEVELOPMENT,Heart Valve Development,GO_BP,1.7828002,0.0154226482,1.56283815,0.0819942063,1.16336062,0.705785642,False,shared_heat,1.63540313,1.70037135
GOBP_HEART_VALVE_MORPHOGENESIS,Heart Valve Morphogenesis,GO_BP,1.6570368,0.044572897,1.46089796,0.14333963,0.794271515,0.985926477,False,shared_heat,1.51498211,1.52777723
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,Hematopoietic or Lymphoid Organ Development,GO_BP,-0.972257489,0.587787779,-1.09581571,0.44621759,1.48663385,0.332247484,False,shared_heat,-0.969087351,-0.749487203
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,Hematopoietic Progenitor Cell Differentiation,GO_BP,1.13300917,0.377462499,-1.14278755,0.390998019,1.34917475,0.459441901,False,shared_heat,-1.0275579,1.44211838
GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,Hematopoietic Stem Cell Differentiation,GO_BP,-0.946054126,0.612758789,-1.13222462,0.437756134,1.26430868,0.638193213,False,shared_heat,-1.06665822,1.16874452
GOBP_HEMOPOIESIS,Hemopoiesis,GO_BP,1.48535414,0.00164578411,1.37249059,0.0171489368,1.30386871,0.19968263,False,shared_heat,1.41670188,1.36524488
GOBP_HEMOSTASIS,Hemostasis,GO_BP,1.56275403,0.0198873205,1.52259173,0.0344103806,1.07053073,0.791459509,False,shared_heat,1.46265979,1.02152347
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,Heparan Sulfate Proteoglycan Biosynthetic Process,GO_BP,-0.912755346,0.647130552,-0.966076613,0.594192116,1.09412689,0.805596787,False,shared_heat,-0.907717512,0.97992108
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,Heparan Sulfate Proteoglycan Metabolic Process,GO_BP,-0.877727041,0.693831785,-1.08321019,0.476776632,1.37579501,0.501954357,False,shared_heat,-0.980270546,1.01649809
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO_BP,1.39089632,0.108823936,1.37283595,0.139583682,0.943048168,0.910724104,False,shared_heat,1.31807353,0.924969517
GOBP_HETEROCHROMATIN_ORGANIZATION,Heterochromatin Organization,GO_BP,1.16867265,0.328724754,1.17088783,0.346851758,0.784819125,0.994909646,False,shared_heat,1.2329512,0.980315294
GOBP_HETEROPHILIC_CELL_CELL_ADHESION,Heterophilic Cell Cell Adhesion,GO_BP,0.865324281,0.701878812,0.793228783,0.795983246,1.306466,0.584628217,False,shared_heat,0.827605581,-1.13143713
GOBP_HETEROTYPIC_CELL_CELL_ADHESION,Heterotypic Cell Cell Adhesion,GO_BP,1.54407204,0.080311863,1.42380493,0.163829222,1.01407115,0.851003543,False,shared_heat,1.50521932,-1.49934709
GOBP_HINDBRAIN_DEVELOPMENT,Hindbrain Development,GO_BP,1.11374953,0.390376563,1.01388249,0.528372301,-0.730905945,0.999948662,False,shared_heat,1.04415494,0.989268065
GOBP_HINDBRAIN_MORPHOGENESIS,Hindbrain Morphogenesis,GO_BP,1.10281024,0.44766959,1.04540073,0.511118784,-1.13069993,0.763628996,False,shared_heat,1.08424236,1.52898163
GOBP_HIPPOCAMPUS_DEVELOPMENT,Hippocampus Development,GO_BP,1.50840567,0.101722882,1.52695848,0.112497606,-0.784192848,0.989918871,False,shared_heat,1.46429785,0.968129424
GOBP_HIPPO_SIGNALING,Hippo Signaling,GO_BP,0.942279797,0.616466211,1.24326342,0.332792569,-0.910087561,0.921224249,False,shared_heat,1.05531579,1.56518046
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Homeostasis of Number of Cells,GO_BP,1.14764565,0.281117927,-1.14823395,0.314953196,0.948415908,0.917210487,False,shared_heat,-1.13313791,1.02049829
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE,Homeostasis of Number of Cells Within A Tissue,GO_BP,0.813696303,0.768839904,0.79721424,0.793794574,-1.30223646,0.567190143,False,shared_heat,0.820075448,-0.812189501
GOBP_HOMOLOGOUS_RECOMBINATION,Homologous Recombination,GO_BP,0.711118906,0.887662257,0.921996982,0.638916334,-0.78980754,0.982499693,False,shared_heat,0.846071864,1.60360574
GOBP_HOMOPHILIC_CELL_CELL_ADHESION,Homophilic Cell Cell Adhesion,GO_BP,1.17845022,0.349412332,1.2766663,0.278566804,-1.12493023,0.744596471,False,shared_heat,1.19406667,1.07104204
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,Homotypic Cell Cell Adhesion,GO_BP,1.33808286,0.182512856,1.32724045,0.213194204,-0.810267657,0.986934986,False,shared_heat,1.24735569,1.18767421
GOBP_HORMONE_BIOSYNTHETIC_PROCESS,Hormone Biosynthetic Process,GO_BP,1.36028966,0.209360474,1.26145488,0.317474021,0.992268316,0.864102527,False,shared_heat,1.26053289,-1.22905067
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,Hormone Mediated Signaling Pathway,GO_BP,1.3892184,0.10372309,1.37935921,0.128780443,1.01312245,0.849486899,False,shared_heat,1.38575515,1.02959447
GOBP_HORMONE_METABOLIC_PROCESS,Hormone Metabolic Process,GO_BP,1.78567839,0.00535715807,1.74932332,0.0108983979,0.918472099,0.939784841,False,shared_heat,1.72643496,-1.40663163
GOBP_HORMONE_TRANSPORT,Hormone Transport,GO_BP,1.40640535,0.0806736004,1.22775909,0.244963979,1.45699688,0.249532022,False,shared_heat,1.26258888,-1.2382255
GOBP_HOST_MEDIATED_ACTIVATION_OF_VIRAL_PROCESS,Host Mediated Activation of Viral Process,GO_BP,1.29955171,0.276592323,1.46707632,0.171518336,-1.16326874,0.734120911,False,shared_heat,1.4827325,-1.4845975
GOBP_HOST_MEDIATED_PERTURBATION_OF_VIRAL_PROCESS,Host Mediated Perturbation of Viral Process,GO_BP,1.28695565,0.249711645,1.27411013,0.285226092,1.23612679,0.634129589,False,shared_heat,1.2596989,1.43303214
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO_BP,1.56522346,0.0306421141,1.46627121,0.0694186155,1.44140458,0.281091695,False,shared_heat,1.50883114,1.04672704
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,Humoral Immune Response Mediated by Circulating Immunoglobulin,GO_BP,1.26151757,0.292244392,1.17642599,0.385025729,1.46355094,0.415994207,False,shared_heat,1.2164038,-0.812522837
GOBP_HYALURONAN_METABOLIC_PROCESS,Hyaluronan Metabolic Process,GO_BP,1.31058928,0.26768746,1.10135357,0.459968256,0.801565698,0.970012683,False,shared_heat,1.20033504,-0.985730266
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,Hydrogen Peroxide Metabolic Process,GO_BP,-1.08016191,0.463867943,-1.29067745,0.290752855,0.848380539,0.950156705,False,shared_heat,-1.15453479,-1.98196996
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS,Icosanoid Biosynthetic Process,GO_BP,1.4057123,0.179448623,1.57489891,0.0997937355,-0.886241069,0.944986169,False,shared_heat,1.43124185,1.00589644
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO_BP,1.36404795,0.173575362,1.5834131,0.0712785844,-0.889921702,0.950156705,False,shared_heat,1.44589842,-0.931764753
GOBP_ICOSANOID_SECRETION,Icosanoid Secretion,GO_BP,1.47334734,0.14667648,1.34784687,0.262312884,0.855490739,0.950156705,False,shared_heat,1.40221449,-0.967809736
GOBP_ICOSANOID_TRANSPORT,Icosanoid Transport,GO_BP,1.5017588,0.126195704,1.33926574,0.264098536,1.01231614,0.852313896,False,shared_heat,1.35642727,-0.790268047
GOBP_IMMUNE_EFFECTOR_PROCESS,Immune Effector Process,GO_BP,1.48070793,0.00603353423,1.41034522,0.0215800694,1.3102351,0.258542436,False,shared_heat,1.44540585,1.06097173
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO_BP,1.18731983,0.232081228,-1.21886547,0.227650197,1.52750679,0.093214835,False,shared_heat,1.16042368,-1.03886645
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,Immune Response Regulating Signaling Pathway,GO_BP,1.31799746,0.070979323,-1.23546065,0.171518336,1.84712656,0.000103078117,True,sign_reversal,1.19487135,1.77248413
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL,Immune Response to Tumor Cell,GO_BP,1.22840242,0.337312164,1.18514717,0.391903844,0.803725702,0.969233962,False,shared_heat,1.18463772,1.01376645
GOBP_IMMUNE_SYSTEM_DEVELOPMENT,Immune System Development,GO_BP,-1.1422859,0.33883018,-1.21146476,0.280080604,1.24578356,0.519728658,False,shared_heat,-1.10962861,1.40967072
GOBP_IMMUNOGLOBULIN_PRODUCTION,Immunoglobulin Production,GO_BP,-1.23620152,0.259963424,-1.163715,0.363271393,-0.647548587,0.999948662,False,shared_heat,-1.22205349,1.11450353
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,Immunoglobulin Production Involved in Immunoglobulin Mediated Immune Response,GO_BP,1.04502553,0.498050078,1.0922997,0.456633588,-0.961301526,0.89481449,False,shared_heat,1.05116326,1.12879956
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,Import Across Plasma Membrane,GO_BP,1.56774596,0.03955314,1.46730435,0.0898285912,1.30042378,0.485694848,False,shared_heat,1.55248483,1.30276065
GOBP_IMPORT_INTO_CELL,Import Into Cell,GO_BP,1.8656348,1.33063216e-06,1.73604367,4.03585827e-05,1.42232019,0.0878438006,False,shared_heat,1.80536312,0.944014117
GOBP_IMPORT_INTO_NUCLEUS,Import Into Nucleus,GO_BP,1.49144517,0.0643075578,1.38066309,0.139275051,1.23966801,0.557954428,False,shared_heat,1.37352473,1.32373056
GOBP_INCLUSION_BODY_ASSEMBLY,Inclusion Body Assembly,GO_BP,1.57321709,0.0953446386,1.71372174,0.0525655146,-0.892127607,0.935328225,False,shared_heat,1.65363538,0.979325161
GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY,Inflammasome Mediated Signaling Pathway,GO_BP,0.998097715,0.550189508,-0.851176871,0.723488594,1.65848727,0.226936837,False,shared_heat,0.776251403,1.25088817
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,Inflammatory Cell Apoptotic Process,GO_BP,1.422596,0.185150835,0.874165032,0.689310589,1.34502736,0.547178779,False,shared_heat,1.23827932,1.88813007
GOBP_INFLAMMATORY_RESPONSE,Inflammatory Response,GO_BP,1.88646718,8.42263969e-08,1.74363288,1.61698383e-05,1.44099451,0.043500072,True,cGAS_amplified,1.79566614,1.22656915
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,Inflammatory Response to Antigenic Stimulus,GO_BP,1.53969589,0.0717399307,1.42956779,0.14333963,1.35551292,0.468928058,False,shared_heat,1.47558384,0.935550473
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING,Inflammatory Response to Wounding,GO_BP,1.09945348,0.450060919,1.07549641,0.482624827,0.877430216,0.944986169,False,shared_heat,1.1413389,-1.11143374
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway,GO_BP,-0.87311578,0.719994031,-1.05862839,0.487064493,1.40028021,0.417535,False,shared_heat,-0.892019202,0.756008197
GOBP_INNER_EAR_MORPHOGENESIS,Inner Ear Morphogenesis,GO_BP,-1.00541363,0.546780173,-1.05808333,0.499159567,-1.14641907,0.739144788,False,shared_heat,-1.05139289,-0.848329557
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Inner Mitochondrial Membrane Organization,GO_BP,1.30214157,0.277750591,1.5128828,0.149740848,-0.918002045,0.912968488,False,shared_heat,1.39005641,-0.893844295
GOBP_INORGANIC_ANION_TRANSPORT,Inorganic Anion Transport,GO_BP,0.9025953,0.676984098,-1.04185459,0.509101393,1.33317678,0.507936037,False,shared_heat,-0.957954952,0.922616865
GOBP_INORGANIC_ION_HOMEOSTASIS,Inorganic Ion Homeostasis,GO_BP,-1.10058266,0.358045405,-1.19684037,0.243851884,1.09596702,0.726508993,False,shared_heat,-1.16273468,-1.27891391
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,Inorganic Ion Import Across Plasma Membrane,GO_BP,1.18344465,0.347789382,1.06362216,0.480810971,1.03303228,0.843200585,False,shared_heat,1.12728917,1.25903898
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,Insulin Like Growth Factor Receptor Signaling Pathway,GO_BP,-0.87319925,0.698783264,-0.926392903,0.637531648,1.36741235,0.507173548,False,shared_heat,-0.896935325,1.76334369
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,Insulin Receptor Signaling Pathway,GO_BP,1.0014094,0.545233602,0.797585719,0.8681628,1.44071135,0.341694449,False,shared_heat,0.865588097,1.25372162
GOBP_INSULIN_SECRETION,Insulin Secretion,GO_BP,1.132312,0.364081966,0.996575339,0.551772694,1.31554473,0.472901015,False,shared_heat,0.994700768,-0.984190319
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,Insulin Secretion Involved in Cellular Response to Glucose Stimulus,GO_BP,0.725539341,0.881970699,-0.905074121,0.66640382,1.05435038,0.828798278,False,shared_heat,-0.864683185,-0.715125144
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,Integrated Stress Response Signaling,GO_BP,1.45641772,0.122218068,1.43157023,0.158476828,0.758214221,0.994346977,False,shared_heat,1.42689548,-0.80671052
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO_BP,1.88682148,0.0017185891,1.77225402,0.00988592934,1.29279893,0.496363783,False,shared_heat,1.80941644,1.61617693
GOBP_INTERFERON_BETA_PRODUCTION,Interferon-beta Production,GO_BP,1.28525958,0.261028931,-0.972110599,0.589402486,2.13229235,0.00386797214,True,sign_reversal,0.957574098,2.47185447
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,Interferon Mediated Signaling Pathway,GO_BP,-1.46558348,0.0945689689,-1.7574256,0.0217676969,2.50694634,5.14272229e-07,True,KO_only,-1.63243087,2.75594702
GOBP_INTERLEUKIN_10_PRODUCTION,Interleukin 10 Production,GO_BP,1.23280578,0.294530972,1.1524949,0.389128073,0.958053128,0.896633964,False,shared_heat,1.11708975,1.56851723
GOBP_INTERLEUKIN_12_PRODUCTION,Interleukin 12 Production,GO_BP,1.66578584,0.0363847717,1.55733574,0.0849154893,0.936140552,0.909215769,False,shared_heat,1.63276389,-0.909106263
GOBP_INTERLEUKIN_17_PRODUCTION,Interleukin 17 Production,GO_BP,1.48458871,0.130776312,1.34964981,0.244963979,0.831868223,0.958653047,False,shared_heat,1.4212298,-1.09934497
GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,Interleukin 1 Mediated Signaling Pathway,GO_BP,1.40605716,0.187541921,1.18960045,0.379537458,1.25939554,0.636086245,False,shared_heat,1.29411454,0.956061595
GOBP_INTERLEUKIN_1_PRODUCTION,Interleukin 1 Production,GO_BP,1.34849999,0.161361333,1.31834386,0.205015047,0.71505766,0.999948662,False,shared_heat,1.38492716,-0.889044651
GOBP_INTERLEUKIN_2_PRODUCTION,Interleukin 2 Production,GO_BP,-1.32759386,0.192646608,-1.39491406,0.164876362,0.766694351,0.994909646,False,shared_heat,-1.38851582,-0.942541182
GOBP_INTERLEUKIN_4_PRODUCTION,Interleukin 4 Production,GO_BP,1.02327679,0.525168855,1.0330732,0.519848676,0.949755769,0.896633964,False,shared_heat,0.994047262,1.41988889
GOBP_INTERLEUKIN_6_PRODUCTION,Interleukin 6 Production,GO_BP,1.35443227,0.134846398,1.21479005,0.285226092,1.11064124,0.739144788,False,shared_heat,1.285002,-1.01619898
GOBP_INTERLEUKIN_8_PRODUCTION,Interleukin 8 Production,GO_BP,1.13567912,0.382962739,1.11155618,0.427928291,0.654247271,0.999948662,False,shared_heat,1.15144412,-0.971359223
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,Intracellular Glucose Homeostasis,GO_BP,1.21644311,0.281117927,1.15278116,0.368221798,0.959228388,0.896633964,False,shared_heat,1.15959002,-1.07941006
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,Intracellular Iron Ion Homeostasis,GO_BP,-0.740427029,0.885692795,-0.751660136,0.871093104,-0.752581205,0.995669129,False,shared_heat,-0.742240527,-0.851664754
GOBP_INTRACELLULAR_LIPID_TRANSPORT,Intracellular Lipid Transport,GO_BP,-1.46930338,0.14667648,-1.60671391,0.0916029486,1.07349982,0.812485288,False,shared_heat,-1.51937749,-1.13767088
GOBP_INTRACELLULAR_PH_REDUCTION,Intracellular Ph Reduction,GO_BP,0.907181174,0.65482454,-1.05640818,0.502518304,1.36043898,0.51452654,False,shared_heat,-0.99776158,-1.13340766
GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT,Intracellular Protein Transmembrane Transport,GO_BP,1.34394514,0.237345035,1.2601648,0.332792569,0.914907546,0.91390394,False,shared_heat,1.38889222,0.980608351
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT,Intracellular Protein Transport,GO_BP,1.64000815,0.000970812914,1.49177072,0.0162824379,1.37775643,0.218835189,False,shared_heat,1.56197742,1.42620546
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Intracellular Receptor Signaling Pathway,GO_BP,1.4981645,0.0224002605,1.24253438,0.192008277,1.8515485,0.00142268364,True,WT_only,1.31350381,2.24055995
GOBP_INTRACELLULAR_TRANSPORT,Intracellular Transport,GO_BP,1.35406225,0.0187468121,1.25525716,0.0684955785,1.19703816,0.42085713,False,shared_heat,1.28887343,1.26633773
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Intrinsic Apoptotic Signaling Pathway,GO_BP,1.60249484,0.00644259466,1.48670641,0.0261215299,1.28233481,0.410109599,False,shared_heat,1.5509946,0.956276525
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,Intrinsic Apoptotic Signaling Pathway by p53 Class Mediator,GO_BP,1.61266132,0.0488210006,1.5481772,0.0854548479,-0.814958801,0.984792148,False,shared_heat,1.58908817,-1.25037419
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage,GO_BP,1.59886333,0.0369171243,1.54429658,0.0630173009,-0.82675164,0.986500746,False,shared_heat,1.60005744,-0.772406041
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage by p53 Class ...,GO_BP,1.5230053,0.104286578,1.48767963,0.14333963,0.576749445,0.999948662,False,shared_heat,1.5043523,0.90877585
