"gene_symbol","ensembl","logFC_WT_heat","adjP_WT_heat","logFC_KO_heat","adjP_KO_heat","logFC_Interaction","adjP_Interaction","cgas_dependent","in_stringent_gate","reverses_without_cgas","arm_class","interaction_rank"
"Impg2","ENSMUSG00000035270.15",-0.244790321,0.172106009,-0.185526806,0.310137807,-0.0592635147,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ina","ENSMUSG00000034336.3",-0.470978664,7.47592459e-05,-0.584796749,3.23698394e-06,0.113818086,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inafm1","ENSMUSG00000091811.2",-0.346393373,0.000113787912,-0.512593517,3.10911341e-07,0.166200144,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inafm2","ENSMUSG00000074918.4",-0.102719875,0.33646201,-0.137948378,0.181116655,0.0352285033,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inava","ENSMUSG00000041605.16",0.738725563,7.54635771e-09,0.528884566,2.30815774e-06,0.209840997,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inca1","ENSMUSG00000057054.11",-0.0284297203,0.886575785,0.370956235,0.0214818805,-0.399385956,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Incenp","ENSMUSG00000024660.9",-0.0413838006,0.481644627,-0.0809739822,0.138960556,0.0395901815,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inf2","ENSMUSG00000037679.9",0.189043525,0.00203801082,0.202237693,0.00103093986,-0.0131941683,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ing1","ENSMUSG00000045969.8",-0.0723144118,0.0920103024,-0.00100706589,0.987693437,-0.0713073459,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ing2","ENSMUSG00000063049.4",-0.0296733488,0.693956113,-0.0259971488,0.7344426,-0.00367620005,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ing3","ENSMUSG00000029670.12",-0.0365956283,0.518964498,-0.0354971226,0.530290648,-0.00109850571,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ing4","ENSMUSG00000030330.15",-0.173720526,0.142992299,-0.225711958,0.0529400489,0.0519914315,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ing5","ENSMUSG00000026283.13",-0.00304223831,0.968048338,0.0017483526,0.983282695,-0.0047905909,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inha","ENSMUSG00000032968.4",-0.00510079895,0.981130921,-0.106596874,0.492621917,0.101496075,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inhba","ENSMUSG00000041324.14",2.23446328,5.49612385e-08,2.06925027,1.32446806e-07,0.165213007,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inhbb","ENSMUSG00000037035.5",0.0822775853,0.361320235,0.0244148083,0.814365411,0.057862777,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inip","ENSMUSG00000038544.14",-0.25540211,3.43019293e-07,-0.301796751,1.57589377e-08,0.0463946408,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inka1","ENSMUSG00000042106.5",-0.0687346947,0.742097296,-0.0152246771,0.949080748,-0.0535100176,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inka2","ENSMUSG00000048458.8",-0.158138798,0.0826623546,-0.0416544601,0.688189295,-0.116484338,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ino80","ENSMUSG00000034154.15",0.116061672,0.0190780435,0.0892895321,0.0708008584,0.02677214,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ino80b","ENSMUSG00000030034.12",-0.299721933,9.52142555e-05,-0.199629648,0.00578188744,-0.100092285,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ino80c","ENSMUSG00000047989.11",0.817296846,1.18868996e-07,0.773036645,2.24320112e-07,0.0442602011,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ino80d","ENSMUSG00000040865.15",0.265039123,1.22406987e-06,0.249723719,2.95495585e-06,0.0153154035,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ino80dos","ENSMUSG00000084799.7",-0.34704175,0.00227699369,-0.16983784,0.130333999,-0.17720391,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ino80e","ENSMUSG00000030689.15",0.151491997,0.00501130583,0.140583001,0.00866566886,0.0109089958,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp1","ENSMUSG00000026102.9",-0.334641646,4.41517406e-07,-0.417069207,7.83440743e-09,0.0824275616,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp4a","ENSMUSG00000026113.17",0.157649008,0.0142014697,0.169752897,0.00832485818,-0.0121038884,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp4b","ENSMUSG00000037940.17",-0.436974081,2.02514179e-09,-0.460201332,7.05487486e-10,0.0232272506,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp5a","ENSMUSG00000025477.14",0.030806198,0.628897694,0.0185940231,0.784361212,0.0122121749,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp5b","ENSMUSG00000028894.18",0.416667893,1.94383898e-11,0.374589644,1.50356941e-10,0.0420782498,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp5d","ENSMUSG00000026288.14",-0.153325027,0.000416356131,-0.217404114,3.77328342e-06,0.0640790872,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp5e","ENSMUSG00000026925.16",0.0658755017,0.245754283,0.0880814725,0.109788221,-0.0222059709,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inpp5f","ENSMUSG00000042105.18",0.0269723805,0.581224504,-0.0520638873,0.25052486,0.0790362678,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Inpp5k","ENSMUSG00000006127.9",-0.496756507,2.65479414e-12,-0.59314877,5.59688844e-14,0.0963922635,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Inppl1","ENSMUSG00000032737.13",0.419990928,0.000317559823,0.35362878,0.00183669912,0.0663621488,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insig1","ENSMUSG00000045294.11",-0.346037359,0.00673734126,-0.440119805,0.00104031444,0.0940824457,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insig2","ENSMUSG00000003721.14",0.366479271,2.88918563e-07,0.387358116,1.01223842e-07,-0.0208788451,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insl3","ENSMUSG00000079019.2",-0.337385158,0.00293259516,-0.188546589,0.0914074081,-0.148838569,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insl5","ENSMUSG00000066090.5",-0.00110853998,0.994937532,0.00297020358,0.983733184,-0.00407874355,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insl6","ENSMUSG00000050957.4",-0.484679224,0.000342798703,-0.499097299,0.00023386393,0.0144180749,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insm1","ENSMUSG00000068154.5",0.474375054,0.00382699203,0.425262227,0.00877674986,0.0491128267,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insr","ENSMUSG00000005534.10",0.134319107,0.0201724109,0.0623878077,0.29796824,0.0719312994,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insrr","ENSMUSG00000005640.11",-0.720360478,4.11147988e-05,-0.959535674,4.97843059e-07,0.239175196,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Insyn2b","ENSMUSG00000069911.11",0.530380182,0.00150375902,0.534658353,0.00134286254,-0.00427817113,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints1","ENSMUSG00000029547.10",-0.0715220881,0.0875410338,-0.0512319442,0.229200521,-0.020290144,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints10","ENSMUSG00000031864.16",0.153541273,0.000636570716,0.205271617,1.62010871e-05,-0.0517303446,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints11","ENSMUSG00000029034.9",0.0374049793,0.47869731,0.0175731,0.759468146,0.0198318793,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints12","ENSMUSG00000028016.9",0.0317031041,0.545513554,0.0503954374,0.308799897,-0.0186923333,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints13","ENSMUSG00000040250.14",0.0968358678,0.0253501687,0.151878996,0.000676451099,-0.0550431287,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints14","ENSMUSG00000034263.13",0.0312832353,0.496727682,0.0588237778,0.169362087,-0.0275405424,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints2","ENSMUSG00000018068.13",-0.0669988222,0.195295804,-0.0313474864,0.573018708,-0.0356513359,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints3","ENSMUSG00000027933.11",0.276104523,1.77829897e-07,0.266205421,3.04598795e-07,0.00989910183,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints4","ENSMUSG00000025133.9",-0.057921756,0.197320987,-0.0829090816,0.0577939456,0.0249873255,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints5","ENSMUSG00000071652.8",-0.00119175035,0.986754522,0.0142892681,0.801831241,-0.0154810185,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints6","ENSMUSG00000035161.7",0.527800196,8.43592315e-12,0.523178088,9.03063909e-12,0.00462210758,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints6l","ENSMUSG00000035967.15",-0.527568161,3.33477289e-07,-0.497427058,7.12781709e-07,-0.0301411032,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints7","ENSMUSG00000037461.10",0.088499303,0.0171281878,0.0654944471,0.0772261983,0.0230048559,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints8","ENSMUSG00000040738.10",0.14906011,0.0038257311,0.159818988,0.00202360955,-0.0107588776,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ints9","ENSMUSG00000021975.9",-0.0708816637,0.0990004016,-0.152887698,0.000534041807,0.0820060341,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Intu","ENSMUSG00000060798.7",0.695688404,7.66850183e-06,0.45853435,0.00127949002,0.237154055,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Invs","ENSMUSG00000028344.12",0.0742169069,0.360308091,-0.00377283345,0.972456125,0.0779897404,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Ip6k1","ENSMUSG00000032594.11",-0.279451181,8.83085487e-08,-0.280983862,7.37139496e-08,0.0015326814,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ip6k2","ENSMUSG00000032599.12",-0.447697855,1.38689035e-09,-0.5160167,7.01669391e-11,0.0683188448,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipcef1","ENSMUSG00000064065.15",-0.607129956,1.27372353e-11,-0.618515273,8.26462681e-12,0.0113853173,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipmk","ENSMUSG00000060733.13",0.25119998,1.83474754e-06,0.219179959,1.36535156e-05,0.0320200205,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo11","ENSMUSG00000042590.17",-0.0019387627,0.974068552,0.0479716506,0.270963762,-0.0499104133,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo13","ENSMUSG00000033365.14",0.266939567,1.64614133e-05,0.249875964,3.92339334e-05,0.0170636029,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo4","ENSMUSG00000002319.16",0.239167845,0.000341897758,0.229149053,0.000527908653,0.0100187923,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo5","ENSMUSG00000030662.10",0.0879704959,0.00807372015,0.0862816843,0.00907943042,0.00168881159,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo7","ENSMUSG00000066232.4",0.245454466,1.00366028e-07,0.23771509,1.62558519e-07,0.00773937563,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo8","ENSMUSG00000040029.15",0.0716145388,0.0486353417,0.016080278,0.700416412,0.0555342608,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipo9","ENSMUSG00000041879.13",0.0173614432,0.733882048,0.0797329955,0.068266161,-0.0623715523,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ipp","ENSMUSG00000028696.12",0.00611550434,0.930749287,-0.0601804493,0.29357068,0.0662959536,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Ippk","ENSMUSG00000021385.10",0.318814563,9.09239367e-06,0.290038909,3.30948437e-05,0.0287756542,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqank1","ENSMUSG00000102018.8",0.347160277,0.0189534017,0.153359446,0.319547358,0.193800832,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqcb1","ENSMUSG00000022837.14",0.016854494,0.819520905,0.032461832,0.64058007,-0.015607338,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqcc","ENSMUSG00000040795.12",-0.0957650301,0.254963521,-0.10140117,0.222226867,0.00563614005,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqcd","ENSMUSG00000029601.13",-0.21444315,0.0865967188,-0.15963196,0.208632219,-0.0548111902,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqce","ENSMUSG00000036555.14",-0.161130464,0.00480473169,-0.122789313,0.029362549,-0.0383411517,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqcf2","ENSMUSG00000118396.2",0.0248654669,0.804114505,-0.0130844411,0.903812891,0.037949908,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Iqcf4","ENSMUSG00000041009.8",0.0578668332,0.538725659,0.035252883,0.723148338,0.0226139502,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqcg","ENSMUSG00000035578.16",0.250989783,0.0639560958,0.272554987,0.0431602664,-0.0215652044,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqck","ENSMUSG00000073856.11",0.144294212,0.406254157,0.099144722,0.58116532,0.0451494897,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqgap1","ENSMUSG00000030536.10",-0.0118809648,0.706927741,-0.0018296785,0.961854879,-0.0100512863,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqgap2","ENSMUSG00000021676.10",0.00249629461,0.973205197,-0.0386534041,0.498920655,0.0411496987,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Iqgap3","ENSMUSG00000028068.14",-0.0546672489,0.422365515,-0.050439902,0.460478474,-0.00422734691,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqsec1","ENSMUSG00000034312.15",0.0408709297,0.729507497,0.0490305864,0.672676949,-0.00815965661,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iqsec2","ENSMUSG00000041115.16",0.45946015,0.00283025841,0.40595701,0.00750064962,0.0535031406,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irak1","ENSMUSG00000031392.18",-0.17939196,2.48548776e-05,-0.212267912,1.90572854e-06,0.0328759516,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irak1bp1","ENSMUSG00000032251.12",0.683183786,1.55080037e-09,0.494616507,4.96286777e-07,0.188567279,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irak2","ENSMUSG00000060477.14",0.850971054,2.28009665e-13,0.734077929,3.75633881e-12,0.116893125,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irak3","ENSMUSG00000020227.10",0.780772218,4.90359963e-05,0.751545855,7.77293482e-05,0.0292263628,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irak4","ENSMUSG00000059883.16",0.069645388,0.320928929,0.0510549379,0.479233924,0.0185904501,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ireb2","ENSMUSG00000032293.8",0.046966534,0.203996053,0.0339807197,0.370283074,0.0129858144,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf1","ENSMUSG00000018899.16",-0.704776543,8.27424798e-05,-0.643880235,0.000193253011,-0.0608963081,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf2","ENSMUSG00000031627.9",-0.236964837,1.92273676e-06,-0.261027534,3.60763948e-07,0.024062697,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf2bp1","ENSMUSG00000044030.4",0.198181168,0.00600692964,0.169169643,0.0177588414,0.0290115254,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf2bp2","ENSMUSG00000051495.7",0.465293574,8.28328181e-06,0.489794276,4.12502602e-06,-0.0245007021,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf2bpl","ENSMUSG00000034168.7",-0.451990752,2.02130376e-06,-0.477679925,8.63028723e-07,0.025689173,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf3","ENSMUSG00000003184.15",-0.00125149715,0.98870597,0.0317407264,0.629315717,-0.0329922235,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf4","ENSMUSG00000021356.10",0.282245064,0.00208145213,0.271099365,0.00276127326,0.0111456987,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf5","ENSMUSG00000029771.12",0.626522696,6.82622626e-11,0.683495289,1.13471298e-11,-0.0569725932,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf6","ENSMUSG00000026638.15",1.23483743,3.36302278e-12,1.42993327,1.35280289e-13,-0.19509584,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf8","ENSMUSG00000041515.10",0.632161198,1.03183566e-06,0.661870174,5.38373066e-07,-0.0297089765,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irf9","ENSMUSG00000002325.15",-0.229852919,2.48664008e-05,-0.37440716,7.04418729e-09,0.14455424,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irgc1","ENSMUSG00000062028.8",0.384753093,0.00473898856,0.650187862,1.22175201e-05,-0.265434769,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irgm1","ENSMUSG00000046879.7",-0.788541787,1.15979723e-05,-0.934136139,1.56450847e-06,0.145594352,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irgm2","ENSMUSG00000069874.7",-0.582758532,1.19385374e-08,-0.560963311,1.95154659e-08,-0.0217952201,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irgq","ENSMUSG00000041037.8",-0.141541921,0.126168467,-0.0978389766,0.301527056,-0.0437029447,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irs2","ENSMUSG00000038894.7",0.297089631,0.00806782102,0.306673539,0.00630572314,-0.00958390873,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Irx3","ENSMUSG00000031734.13",0.0154219217,0.878508747,-0.00084862327,0.996765951,0.016270545,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Irx3os","ENSMUSG00000046413.14",-4.4408921e-16,1,0,1,-4.4408921e-16,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isca1","ENSMUSG00000044792.7",0.103878226,0.0962452561,0.0876545543,0.162081125,0.0162236716,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isca2","ENSMUSG00000021241.7",-0.0426700373,0.540858432,0.036326105,0.608311315,-0.0789961422,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Iscu","ENSMUSG00000025825.12",-0.118654147,0.0472567508,-0.14900825,0.0127139255,0.0303541028,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isg20","ENSMUSG00000039236.18",0.561079928,0.00102019036,0.524515368,0.00175387277,0.0365645599,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isg20l2","ENSMUSG00000048039.8",0.0939982518,0.0257722257,0.0331537065,0.464369815,0.0608445453,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Islr","ENSMUSG00000037206.15",-0.0504535838,0.599111993,0.0784406355,0.388298305,-0.128894219,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Islr2","ENSMUSG00000051243.14",-0.0244858614,0.869526444,0.056070939,0.686359301,-0.0805568004,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ism1","ENSMUSG00000074766.10",-0.717609188,1.80248412e-05,-0.607106507,0.000155880671,-0.110502681,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isoc1","ENSMUSG00000024601.9",-0.278948349,5.54303804e-08,-0.28633168,3.1610761e-08,0.00738333179,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isoc2a","ENSMUSG00000086784.2",-0.269109775,0.000621212016,-0.399793401,3.25423326e-06,0.130683626,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isoc2b","ENSMUSG00000052605.12",-0.175865228,0.0335330345,-0.0762812338,0.382649199,-0.0995839946,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ist1","ENSMUSG00000031729.6",-0.097626304,0.0424202752,-0.136490426,0.00488495584,0.0388641221,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isy1","ENSMUSG00000030056.8",0.0470772718,0.343020158,0.0903040075,0.0549470265,-0.0432267357,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Isyna1","ENSMUSG00000019139.10",-0.0619986193,0.328010126,-0.0112437083,0.88471803,-0.050754911,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itch","ENSMUSG00000027598.16",-0.0482801324,0.252964871,-0.0726826177,0.0746825448,0.0244024853,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itfg1","ENSMUSG00000031703.8",0.0464705535,0.400085624,0.10938595,0.0341193288,-0.0629153966,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itfg2","ENSMUSG00000001518.12",-0.160696841,0.00207585639,-0.189405753,0.000371018596,0.0287089118,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga1","ENSMUSG00000042284.10",-0.279601454,0.0937695618,-0.424802861,0.0104300199,0.145201407,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga10","ENSMUSG00000090210.7",0.503482632,1.94186818e-05,0.542879765,6.0559645e-06,-0.0393971327,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga11","ENSMUSG00000032243.8",0.0905377055,0.567627137,0.0547470275,0.744290195,0.035790678,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga2","ENSMUSG00000015533.9",-0.50241115,0.00413061955,-0.507673658,0.00368474696,0.00526250799,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga2b","ENSMUSG00000034664.13",0.193062095,0.123985845,0.123484682,0.341755833,0.0695774128,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga3","ENSMUSG00000001507.16",1.76789721,1.63956854e-10,1.77360346,1.40168355e-10,-0.00570625038,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga4","ENSMUSG00000027009.18",0.405983912,0.00228985081,0.405919622,0.00222618335,6.42901413e-05,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga5","ENSMUSG00000000555.8",0.889385466,7.45924375e-15,0.857934848,1.26373819e-14,0.0314506175,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga6","ENSMUSG00000027111.16",-0.489391091,1.66884879e-10,-0.415409088,3.43379716e-09,-0.0739820027,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga7","ENSMUSG00000025348.9",0.598151412,0.074748088,0.643340472,0.0550126091,-0.0451890603,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itga9","ENSMUSG00000039115.13",0.143717885,0.399276098,0.0570046946,0.762557402,0.0867131902,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgae","ENSMUSG00000005947.11",-1.43344927,9.33327431e-06,-1.46781517,6.73054085e-06,0.0343658974,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgal","ENSMUSG00000030830.18",0.0789622343,0.00982896131,-0.0112223935,0.753807687,0.0901846278,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Itgam","ENSMUSG00000030786.18",-0.515369982,0.000708510561,-0.329704045,0.0245118541,-0.185665937,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgav","ENSMUSG00000027087.11",0.736409831,1.89141252e-13,0.685751087,6.02190596e-13,0.050658744,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgax","ENSMUSG00000030789.9",-0.25787925,0.0283883855,-0.382323317,0.00147183645,0.124444067,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb1","ENSMUSG00000025809.15",0.288713021,8.23915199e-09,0.291512849,6.14833701e-09,-0.00279982743,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb1bp1","ENSMUSG00000062352.15",0.138503429,0.00919833929,0.115264976,0.0288829607,0.0232384526,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb1bp2","ENSMUSG00000031312.5",0.156262452,0.307796756,0.118323693,0.451536815,0.0379387592,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb2","ENSMUSG00000000290.13",0.181541482,1.81296892e-07,0.156881707,1.92086326e-06,0.0246597746,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb3","ENSMUSG00000020689.4",-0.802219276,3.92768095e-08,-0.64954322,1.388848e-06,-0.152676057,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb3bp","ENSMUSG00000028549.17",0.0130788341,0.904400806,0.0512225181,0.598121825,-0.038143684,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb4","ENSMUSG00000020758.15",0.0257002141,0.907527137,-0.012526746,0.959035877,0.0382269601,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Itgb5","ENSMUSG00000022817.15",0.845033737,2.599604e-11,0.836873216,2.77005278e-11,0.00816052137,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb7","ENSMUSG00000001281.10",-0.198179611,3.56932104e-05,-0.14460773,0.00136234841,-0.0535718809,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itgb8","ENSMUSG00000025321.14",0.231657618,0.202887574,0.00919024656,0.970825864,0.222467371,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itih5","ENSMUSG00000025780.7",-0.26155669,1.03496371e-06,-0.230903341,6.75512933e-06,-0.0306533487,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itk","ENSMUSG00000020395.13",0.330392364,4.45833201e-09,0.323645476,5.85655024e-09,0.00674688801,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itm2a","ENSMUSG00000031239.5",0.201590752,0.00146234677,0.255758138,0.000102903484,-0.054167386,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itm2b","ENSMUSG00000022108.8",-0.198070012,8.38629034e-06,-0.225299045,1.07427674e-06,0.0272290331,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itm2c","ENSMUSG00000026223.15",-0.279514159,2.26612406e-06,-0.316546824,2.67722477e-07,0.0370326659,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Itpa","ENSMUSG00000074797.11",0.0897049575,0.151728402,0.0912633821,0.142118118,-0.00155842465,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
