"gene_symbol","ensembl","logFC_WT_heat","adjP_WT_heat","logFC_KO_heat","adjP_KO_heat","logFC_Interaction","adjP_Interaction","cgas_dependent","in_stringent_gate","reverses_without_cgas","arm_class","interaction_rank"
"1700012B07Rik","ENSMUSG00000020617.13",0.0143132781,0.912598583,-0.045626367,0.702229729,0.0599396451,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700012B09Rik","ENSMUSG00000031927.9",-0.0180035935,0.865465513,0.0218149718,0.839116366,-0.0398185653,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700012D14Rik","ENSMUSG00000110424.1",-0.319500241,0.00779878464,-0.313795497,0.0086851156,-0.00570474399,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700016G22Rik","ENSMUSG00000100625.7",0.197452848,0.0951092993,0.156582606,0.190032289,0.0408702414,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700016L21Rik","ENSMUSG00000101483.1",-0.835978187,6.39326486e-06,-0.680924317,0.000104078649,-0.15505387,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700016P03Rik","ENSMUSG00000085609.1",0.985086821,2.67881495e-06,1.15432962,1.77436761e-07,-0.169242796,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700017B05Rik","ENSMUSG00000032300.7",0.129994581,0.0143960189,0.0559703214,0.309678144,0.0740242591,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700018A04Rik","ENSMUSG00000038408.14",0.0900295569,0.622057422,0.177663631,0.291728856,-0.0876340741,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700018A23Rik","ENSMUSG00000107368.1",-0.177207614,0.26064939,-0.0165385075,0.93324582,-0.160669106,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700018L02Rik","ENSMUSG00000100075.1",-0.100276321,0.545893522,-0.0259976379,0.893421479,-0.0742786828,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700019A02Rik","ENSMUSG00000060715.9",-0.119365822,0.408032847,-0.15767953,0.25632407,0.038313708,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700019C18Rik","ENSMUSG00000113770.1",-0.0247168837,0.880761599,0.113885808,0.42269484,-0.138602692,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700019D03Rik","ENSMUSG00000043629.12",-0.463502629,4.30337868e-07,-0.451007188,6.26016649e-07,-0.0124954412,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700019J19Rik","ENSMUSG00000111489.1",0.0642314385,0.609874193,-0.0168705302,0.907111129,0.0811019687,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700019L13Rik","ENSMUSG00000111639.1",0.471576977,0.00250045996,0.57581266,0.000314628837,-0.104235683,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700020D05Rik","ENSMUSG00000100937.1",-0.209372374,0.175405247,-0.0283524875,0.88394047,-0.181019886,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700020L24Rik","ENSMUSG00000035085.5",0.0503048582,0.74987866,-0.0572429275,0.7131682,0.107547786,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700021A07Rik","ENSMUSG00000037535.5",0.232765841,0.0857715129,0.377734075,0.0053720129,-0.144968234,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700022I11Rik","ENSMUSG00000028451.12",-0.0160418108,0.914246569,0.124415145,0.312834209,-0.140456956,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700022N22Rik","ENSMUSG00000097523.2",-0.176654812,0.234682736,0.137985226,0.362216672,-0.314640038,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700023B13Rik","ENSMUSG00000117050.1",0.211923623,0.22702793,0.354837274,0.036569587,-0.142913652,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700025G04Rik","ENSMUSG00000032666.16",-0.109735841,0.018210798,-0.109015306,0.0185991522,-0.000720534858,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700026N04Rik","ENSMUSG00000114681.1",0.212114155,0.16435036,0.162771672,0.294630437,0.0493424839,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700027A07Rik","ENSMUSG00000084864.1",-0.00383595307,0.98622932,0.128768616,0.399517867,-0.132604569,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700027J07Rik","ENSMUSG00000111422.1",-0.0135390408,0.905713883,-0.0387774673,0.715898172,0.0252384265,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700028B04Rik","ENSMUSG00000099417.1",0.022176886,0.854920331,0.0133258047,0.916761076,0.00885108132,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700028E10Rik","ENSMUSG00000097321.5",-0.81141464,2.41748962e-05,-0.759593837,5.657825e-05,-0.0518208034,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700028J19Rik","ENSMUSG00000038782.7",0.333425286,0.070907985,0.289863249,0.116737349,0.0435620379,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700028N14Rik","ENSMUSG00000078635.3",-0.107654969,0.504982188,-0.0486074525,0.784021128,-0.0590475168,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700029I15Rik","ENSMUSG00000044916.10",0.0947269034,0.611234086,0.0140663346,0.94964804,0.0806605688,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700029J07Rik","ENSMUSG00000071103.10",-0.0772885224,0.610402437,-0.241811881,0.0741280245,0.164523359,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700029N11Rik","ENSMUSG00000098144.8",0.0769326394,0.534521676,0.190354319,0.0919236371,-0.11342168,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700030A11Rik","ENSMUSG00000085333.1",-0.0410681661,0.699783599,0.0163270491,0.891454684,-0.0573952152,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700030C10Rik","ENSMUSG00000099759.1",-0.147602007,0.381468298,-0.159171503,0.337913077,0.0115694966,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700030J22Rik","ENSMUSG00000031847.8",0.701812371,1.2582365e-05,0.594213958,0.000113709671,0.107598413,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700030K09Rik","ENSMUSG00000052794.13",0.315312415,0.000439780617,0.239238099,0.00573319711,0.0760743159,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700034H15Rik","ENSMUSG00000055833.14",-0.130014523,0.413797034,-0.164103714,0.286189744,0.0340891911,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700034I23Rik","ENSMUSG00000074619.5",-0.0293804408,0.868426041,-0.110964835,0.474330675,0.0815843942,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700037C18Rik","ENSMUSG00000005983.15",-0.11562376,0.334893192,-0.168137354,0.143664506,0.0525135935,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700037H04Rik","ENSMUSG00000027327.16",0.191502105,0.00323488841,0.264384868,0.000102525919,-0.0728827635,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700040D17Rik","ENSMUSG00000097515.2",-0.0705856218,0.687167239,-0.0025512469,0.992070358,-0.0680343749,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700042O10Rik","ENSMUSG00000086391.1",0.147105357,0.283597109,0.0810953167,0.57701229,0.0660100401,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700047K16Rik","ENSMUSG00000087347.1",-0.0108571801,0.953299447,0.0875224118,0.567585123,-0.0983795919,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700048M11Rik","ENSMUSG00000085637.2",-0.179869692,0.293989446,0.0411995883,0.840349969,-0.22106928,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700048O20Rik","ENSMUSG00000043773.5",-0.305425104,0.0346225901,-0.544991304,0.000307292828,0.2395662,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700051K13Rik","ENSMUSG00000108263.1",0.150638716,0.272402017,-0.00582705225,0.976266679,0.156465768,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700052K11Rik","ENSMUSG00000099681.1",-0.289878591,0.0085771305,-0.00606102338,0.968708601,-0.283817568,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700054A03Rik","ENSMUSG00000099988.7",0.0643576087,0.682070497,-0.0882306972,0.559605365,0.152588306,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700055D18Rik","ENSMUSG00000070997.4",-0.26583412,0.0529576152,-0.319871945,0.0194031262,0.0540378252,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700056E22Rik","ENSMUSG00000044854.7",-0.178661363,0.229195421,-0.207933797,0.153013943,0.0292724331,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700056N10Rik","ENSMUSG00000084792.1",0.105069157,0.444068443,0.0571253057,0.697157347,0.0479438516,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700058P15Rik","ENSMUSG00000089636.1",0.177554403,0.241122841,0.0784492649,0.6344301,0.0991051386,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700060J05Rik","ENSMUSG00000084970.1",-0.243406029,0.0797564011,-0.463273294,0.00109160575,0.219867265,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700063D05Rik","ENSMUSG00000100837.7",-0.0329404127,0.78383538,0.0695345831,0.529018181,-0.102474996,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700065D16Rik","ENSMUSG00000096655.2",-0.331911684,0.0213728594,-0.469484506,0.00143856212,0.137572823,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700066B19Rik","ENSMUSG00000073598.3",0.0822415593,0.5431984,0.208474402,0.0905069749,-0.126232843,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700066M21Rik","ENSMUSG00000038323.3",0.0580368171,0.505278637,-0.00519789039,0.96270998,0.0632347075,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700067K01Rik","ENSMUSG00000046408.15",0.304591079,0.0913647241,0.19575158,0.291856002,0.108839499,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700072G22Rik","ENSMUSG00000101702.1",-0.028377428,0.826415733,0.118906602,0.285766272,-0.14728403,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700084E18Rik","ENSMUSG00000100747.4",0.190862718,0.201098783,0.236785152,0.10443131,-0.0459224345,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700086L19Rik","ENSMUSG00000071265.10",-4.4408921e-16,1,0.0119841971,0.907555073,-0.0119841971,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700086O06Rik","ENSMUSG00000097080.8",-0.32198353,0.0210325607,-0.277554654,0.0459714118,-0.0444288762,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700086P04Rik","ENSMUSG00000085085.2",0.362721686,0.00823923392,0.289730786,0.03317548,0.0729908992,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700088E04Rik","ENSMUSG00000033029.12",-0.0191221094,0.920018236,-0.0716392831,0.678102324,0.0525171737,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700092M07Rik","ENSMUSG00000090840.2",0.126695105,0.423806978,0.312411036,0.034135344,-0.185715931,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700094D03Rik","ENSMUSG00000118506.1",-0.341966069,0.0195215295,-0.546699355,0.000339503576,0.204733286,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700096K18Rik","ENSMUSG00000101856.1",-0.388753357,0.000726447158,-0.410598728,0.000386671559,0.0218453704,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700097N02Rik","ENSMUSG00000099474.1",-0.308834476,0.0167987606,-0.239616547,0.0628209744,-0.0692179289,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700101I11Rik","ENSMUSG00000097675.2",0.174494682,0.233259289,0.104437232,0.495621698,0.0700574498,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700102H20Rik","ENSMUSG00000116852.1",0.0433959615,0.79449564,0.000108160225,1,0.0432878012,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700102P08Rik","ENSMUSG00000032611.9",0.0749573469,0.682002268,0.306523176,0.0551719202,-0.231565829,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700109H08Rik","ENSMUSG00000008307.11",0.223520029,0.0465974043,-0.0338361243,0.803039267,0.257356153,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700110K17Rik","ENSMUSG00000087047.8",0.298580251,0.00498284536,0.244604077,0.0197567205,0.0539761734,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700112H15Rik","ENSMUSG00000101574.1",0.0267506112,0.798215179,0.0122234357,0.913597221,0.0145271755,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700113A16Rik","ENSMUSG00000096935.5",0.0522805316,0.742246032,-0.00389829662,0.984835127,0.0561788282,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700120C14Rik","ENSMUSG00000100599.2",0.02970025,0.871892263,-0.0759698628,0.653155921,0.105670113,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700123M08Rik","ENSMUSG00000085614.1",-0.237241636,0.107674095,0.0221012488,0.906482639,-0.259342885,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700123O20Rik","ENSMUSG00000040822.7",-0.0719775488,0.193072833,-0.0284666591,0.639758759,-0.0435108897,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700124L16Rik","ENSMUSG00000099354.6",0.113221424,0.4760074,-0.0070738061,0.972984798,0.12029523,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1700125H03Rik","ENSMUSG00000085197.7",0.298972497,0.07263298,0.477385448,0.00437191278,-0.178412951,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1700126G02Rik","ENSMUSG00000107802.1",-0.281951649,0.0462870236,-0.453073757,0.00169450215,0.171122108,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810006J02Rik","ENSMUSG00000100182.6",-0.40877849,0.00836876558,-0.594770531,0.000232684798,0.185992042,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810009A15Rik","ENSMUSG00000071653.9",-0.177131067,0.29102151,-0.27138818,0.0920430266,0.0942571128,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810009J06Rik","ENSMUSG00000094808.2",0.0774229903,0.445368503,0.0709380078,0.486054498,0.00648498252,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810010H24Rik","ENSMUSG00000078607.6",-0.358821397,0.0162496223,-0.152970653,0.32549283,-0.205850744,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810012K08Rik","ENSMUSG00000087595.1",-0.203528636,0.131114909,-0.0971859592,0.500029446,-0.106342677,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810012K16Rik","ENSMUSG00000099825.1",0.125271974,0.425606895,-0.180740607,0.229020556,0.306012581,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1810013L24Rik","ENSMUSG00000022507.6",-0.0140117378,0.832085837,-0.0727617715,0.193775541,0.0587500337,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810014B01Rik","ENSMUSG00000097412.2",-0.151181486,0.125543104,-0.0552384583,0.612505291,-0.0959430281,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810019D21Rik","ENSMUSG00000086390.7",-0.234921503,0.214931307,0.231914784,0.217811331,-0.466836287,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810020O05Rik","ENSMUSG00000089997.2",-0.224683223,0.140412523,-0.380368133,0.011441702,0.155684909,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810021B22Rik","ENSMUSG00000087331.8",-0.111866738,0.459099748,-0.0494397544,0.765126092,-0.0624269834,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810024B03Rik","ENSMUSG00000044145.2",-0.0986796238,0.570345958,0.0807569745,0.649387008,-0.179436598,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810026B05Rik","ENSMUSG00000101970.8",0.17868796,0.0916242021,0.186117504,0.077430019,-0.00742954344,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810030O07Rik","ENSMUSG00000044148.6",0.0314123706,0.548958237,0.00681407272,0.911034468,0.0245982979,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810034E14Rik","ENSMUSG00000097101.3",-0.267184619,0.016265967,-0.207809758,0.0608123978,-0.0593748604,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810037I17Rik","ENSMUSG00000054091.9",0.392778323,3.06351538e-07,0.443007613,3.66074428e-08,-0.0502292904,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810041H14Rik","ENSMUSG00000102112.1",-0.19142922,0.186790918,-0.228471225,0.107995022,0.0370420046,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810044D09Rik","ENSMUSG00000100680.1",-0.227830419,0.146613833,-0.314414288,0.0415988653,0.0865838686,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810055G02Rik","ENSMUSG00000035372.2",0.480978015,3.96926407e-08,0.381058134,1.98952845e-06,0.099919881,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810058I24Rik","ENSMUSG00000073155.12",-0.0663695155,0.195049051,-0.041924535,0.431679768,-0.0244449805,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810062G17Rik","ENSMUSG00000027713.6",0.142711641,0.281333054,-0.0831938694,0.550905758,0.225905511,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"1810062O18Rik","ENSMUSG00000084925.8",-0.467669109,0.00156893128,-0.207329964,0.155013659,-0.260339145,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"1810073O08Rik","ENSMUSG00000117442.1",-1.16600975,6.2783839e-09,-1.10846089,1.41894958e-08,-0.0575488622,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010001A14Rik","ENSMUSG00000087165.7",-0.375033838,0.00223898343,-0.220501187,0.066309569,-0.154532651,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010003K11Rik","ENSMUSG00000042041.7",1.01012987,3.60029535e-08,1.01387759,3.0754924e-08,-0.00374772784,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010007H06Rik","ENSMUSG00000044694.2",-0.0378540525,0.860384035,-0.0457754578,0.832727119,0.00792140536,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010008C14Rik","ENSMUSG00000107761.1",0.0529850121,0.804112552,0.112763249,0.567265757,-0.0597782364,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010013B24Rik","ENSMUSG00000087277.1",0.0799022066,0.588208584,0.0409731694,0.798020418,0.0389290373,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010016I18Rik","ENSMUSG00000091575.2",-0.142428751,0.230970863,-0.155221645,0.185706294,0.012792894,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010109A12Rik","ENSMUSG00000029384.5",-0.19779318,0.140024249,0.196799272,0.139937127,-0.394592452,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010110E17Rik","ENSMUSG00000098434.1",-0.199473468,0.241189633,-0.120535893,0.498920655,-0.0789375742,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010110K18Rik","ENSMUSG00000097755.2",0.0350124866,0.82483127,-0.136998533,0.31841534,0.172011019,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"2010204K13Rik","ENSMUSG00000063018.6",0.227040367,0.00302010553,0.241024551,0.00171163527,-0.0139841841,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010300C02Rik","ENSMUSG00000026090.16",0.158458589,0.284983876,0.112408544,0.462064979,0.0460500443,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010315B03Rik","ENSMUSG00000074829.10",-0.371652301,5.04888499e-05,-0.372273851,4.75065018e-05,0.000621549956,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2010320M18Rik","ENSMUSG00000100691.1",-0.365594863,0.0145279861,-0.333187985,0.0252033999,-0.0324068785,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2200002D01Rik","ENSMUSG00000030587.5",-0.23036605,0.182430189,-0.136779044,0.450654855,-0.0935870065,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210010C04Rik","ENSMUSG00000029882.5",0.019444789,0.897211193,-0.00543687303,0.975606322,0.024881662,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"2210016F16Rik","ENSMUSG00000021550.6",0.0733018269,0.156701413,0.0367343204,0.50554478,0.0365675065,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210016L21Rik","ENSMUSG00000029559.15",-0.122231522,0.0368427149,-0.118269499,0.0429744957,-0.00396202275,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210039B01Rik","ENSMUSG00000113800.1",0.0826227119,0.495552007,0.0194794796,0.891882704,0.0631432323,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210406H18Rik","ENSMUSG00000109036.1",0.0251744117,0.887915245,0.138251482,0.364850728,-0.11307707,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210406O10Rik","ENSMUSG00000039563.6",-0.00673178347,0.974068552,-0.152166544,0.319861121,0.14543476,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210408F21Rik","ENSMUSG00000087380.7",0.636847906,1.8941785e-05,0.973591593,1.57345775e-08,-0.336743687,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210408I21Rik","ENSMUSG00000071252.6",-0.0314310951,0.858913548,0.174263215,0.239402926,-0.205694311,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2210412B16Rik","ENSMUSG00000107216.1",0.0753317386,0.667499621,-0.0855282213,0.620191837,0.16085996,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"2300009A05Rik","ENSMUSG00000032403.8",-0.212778282,0.227695387,-0.253017839,0.14274604,0.0402395568,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310001H17Rik","ENSMUSG00000097354.7",0.1821622,0.019070946,0.184491253,0.0173001879,-0.00232905337,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310002F09Rik","ENSMUSG00000097178.7",0.488927746,0.00193648964,0.487526357,0.00192537857,0.00140138911,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310009B15Rik","ENSMUSG00000079283.2",-0.297811615,0.0206985213,-0.361953042,0.00520771994,0.0641414272,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310010J17Rik","ENSMUSG00000097162.2",-0.29408335,0.0176564436,-0.0847454762,0.530064005,-0.209337873,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310011J03Rik","ENSMUSG00000020133.8",-0.180997381,0.000224692551,-0.1032267,0.0263357951,-0.0777706815,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310014F06Rik","ENSMUSG00000085945.3",-0.320784692,0.0418582827,-0.376095569,0.0169079838,0.0553108775,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310015A10Rik","ENSMUSG00000097729.2",-0.473616218,0.0016992589,-0.348496195,0.0172511049,-0.125120023,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310016D23Rik","ENSMUSG00000085965.1",0.23618716,0.103293288,0.0220696328,0.904989576,0.214117527,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310022A10Rik","ENSMUSG00000049643.15",0.106233713,0.057952832,0.0607467581,0.294630437,0.0454869552,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"2310022B05Rik","ENSMUSG00000031983.7",0.0652668912,0.404190868,0.122576995,0.0949799085,-0.0573101035,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
