"contrast","database","pathway_id","pathway_name","direction","nes","pvalue","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","sig_before_in_db","sig_after_in_db","sig_lost_in_db","core_enrichment"
"Interaction","GO_BP","GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE","Antiviral Innate Immune Response","Up",2.64564478,1.79887172e-10,8.59500909e-08,7.82672732e-08,29,2389,4786,66,68,-2,"Eif2ak2/Mx2/Dhx58/Usp18/Oas3/Trim25/Oas2/Ifit3/Oasl1/Oas1a/Ifih1/Ifit2/Zbp1"
"Interaction","GO_BP","GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION","Regulation of Viral Genome Replication","Up",2.62234068,2.48428665e-10,9.89160134e-08,9.90816326e-08,39,2389,4786,66,68,-2,"Eif2ak2/Mx2/Isg15/Oas3/Oas2/Oasl1/Oas1a/Adar/Ifih1/Pabpc1/Ccl5/Rsad2/Znfx1/Rnasel"
"Interaction","GO_BP","GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION","Negative Regulation of Viral Genome Replication","Up",2.60083321,3.17587841e-10,1.08388193e-07,1.16921185e-07,28,2389,4786,66,68,-2,"Eif2ak2/Mx2/Isg15/Oas3/Oas2/Oasl1/Oas1a/Ifih1/Ccl5/Rsad2/Znfx1/Rnasel"
"Interaction","GO_BP","GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY","Type I Interferon Mediated Signaling Pathway","Up",2.59257847,7.44134756e-10,2.22217241e-07,2.54387782e-07,34,2389,4786,66,68,-2,"Ifi27/Irf7/Usp18/Isg15/Oas3/Stat2/Oas2/Oasl1/Oas1a/Adar/Ifih1"
"Interaction","GO_BP","GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY","Interferon Mediated Signaling Pathway","Up",2.50694634,1.93740061e-09,5.14272229e-07,6.18159955e-07,47,2389,4786,66,68,-2,"Ifi27/Irf7/Usp18/Isg15/Oas3/Stat2/Oas2/Oasl1/Oas1a/Adar/Ifih1/Parp14/Parp9"
"Interaction","GO_BP","GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","Regulation of Response to Biotic Stimulus","Up",2.02654863,3.08502669e-09,7.37012876e-07,9.22808609e-07,222,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oasl1/Oas1a/Adar/Trafd1/Ddx60/Pml/Ifih1/H2-T23/Tlr7/Ccl5/Il12rb1/Map3k7/Parp14/Parp9/Rsad2/Znfx1/Trim5/Birc3/Ppt1/Klrk1/Cul1/Zbp1/Irak2/Masp2/Sirt2/Ap1g1/Rasgrp1/Src/Gsdme/C1qbp/Grb2/Stat1/Cd160/Pak1/Syt11/Mapkapk2/H2-Q1/Nmi/Fcgr2b/Lamp2/Nek7/Plscr1/Stat5a/Fyn/Smad3/Adam8/Akt1/Kcnj8/Nlrc5/Clpb/Ptpn1/Mfhas1/Ubqln1/Ripk2/Arrb2/C3/Trim21/Rnf31/Rps6ka3/Ikbkb"
"Interaction","GO_BP","GOBP_VIRAL_PROCESS","Viral Process","Up",2.18283134,3.54475137e-09,7.69855548e-07,9.97951768e-07,156,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Mx2/Isg15/Oas3/Trim25/Oas2/Oasl1/Oas1a/Adar/Ifih1/St6galnac2/Pabpc1/Ccl5/Axl/Parp9/Rsad2/Znfx1/Nectin1/Rnasel/Trim5/Vps37b/Slc3a2/Cd4/Cdk1/Egfr/Slc1a5/Lamp3/Src/Stat1/Csnk2b/St3gal4/Ldlr/Slc7a1/Cbl/Plscr1/Vapa/Trim14/Spcs3/Notch1/Trp53/Furin/Ctsb/Ccnk/Trim21/Ilf3/Galnt1/Ifitm3/Grk2/Ccr5/St6gal1/Itgav/Trim28/Scarb1/Ifit1bl1/Cd81/Slpi/Dpp4/Nup153/Cr1l/Ppia"
"Interaction","GO_BP","GOBP_RESPONSE_TO_TYPE_I_INTERFERON","Response to Type I Interferon","Up",2.43392178,4.30093426e-09,8.5624433e-07,1.14357063e-06,61,2389,4786,66,68,-2,"Ifi27/Irf7/Mx2/Usp18/Isg15/Oas3/Stat2/Oas2/Oasl1/Oas1a/Adar/Ifih1"
"Interaction","GO_BP","GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","Cytokine Mediated Signaling Pathway","Up",1.9929825,5.51585806e-09,1.01364499e-06,1.38941561e-06,240,2389,4786,66,68,-2,"Ifi27/Irf7/Mx2/Usp18/Isg15/Oas3/Stat2/Oas2/Oasl1/Oas1a/Adar/Crlf2/Ifih1/Il2rb/Ccl5/Il12rb1/Map3k7/Parp14/Axl/Il11/Parp9/Prlr/Birc3/Adipor2/Cd4/Il4ra/Prkaca/Zbp1/Il17rb/Irak2/Slc27a1/Casp4/Socs2/Src/Stat1/Csnk2b/Ptprj/Rps6ka5/Mapkapk2/Mapk14/Tnfrsf1b/Pafah1b1/Cbl/Il2ra/Cd40/Cxcl10/Stat5a/Tnfrsf1a/Cish/Akt1/Cxcr3/Ptprc/Nlrc5/Notch1/Ptk2b/Stk39/Ptpn1/Trp53/Ebi3/Cd70/Ripk2/Ppp2cb/Socs5/Raf1/Adipor1/Ikbkb/Cxcl11/Adam17/Il10rb/Ifitm3/Chuk/Ext1/Hif1a/Ccr5/Il1a/Ezr/Traf2/Cd44/Adam10/Il18rap"
"Interaction","GO_BP","GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE","Regulation of Innate Immune Response","Up",2.06450406,1.03139118e-08,1.75999539e-06,2.46811909e-06,191,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oasl1/Oas1a/Adar/Trafd1/Ddx60/Ifih1/H2-T23/Tlr7/Ccl5/Map3k7/Parp14/Parp9/Rsad2/Znfx1/Trim5/Birc3/Ppt1/Klrk1/Zbp1/Irak2/Masp2/Sirt2/Ap1g1/Rasgrp1/Src/C1qbp/Grb2/Cd160/Pak1/Mapkapk2/H2-Q1/Nmi/Fcgr2b/Lamp2/Nek7/Plscr1/Stat5a/Fyn/Adam8/Akt1/Kcnj8/Nlrc5/Clpb/Ptpn1/Mfhas1/Ubqln1/Ripk2/Arrb2/C3/Trim21/Rps6ka3/Ikbkb"
"Interaction","GO_BP","GOBP_VIRAL_GENOME_REPLICATION","Viral Genome Replication","Up",2.45001078,1.10971849e-08,1.76741165e-06,2.52910128e-06,50,2389,4786,66,68,-2,"Eif2ak2/Mx2/Isg15/Oas3/Oas2/Oasl1/Oas1a/Adar/Ifih1/Pabpc1/Ccl5/Rsad2/Znfx1/Rnasel"
"Interaction","GO_BP","GOBP_VIRAL_LIFE_CYCLE","Viral Life Cycle","Up",2.15805048,2.31684238e-08,3.45933527e-06,5.04018529e-06,131,2389,4786,66,68,-2,"Eif2ak2/Trim12c/Mx2/Isg15/Oas3/Trim25/Oas2/Oasl1/Oas1a/Adar/Ifih1/Pabpc1/Ccl5/Axl/Rsad2/Znfx1/Nectin1/Rnasel/Trim5/Vps37b/Slc3a2/Cd4/Cdk1/Egfr/Slc1a5/Lamp3/Src/Csnk2b/Ldlr/Slc7a1/Cbl/Plscr1/Vapa/Notch1/Furin/Ctsb/Ccnk/Trim21/Ilf3/Ifitm3/Grk2/Ccr5/Itgav/Trim28/Scarb1/Ifit1bl1/Cd81/Slpi/Dpp4/Nup153/Cr1l/Ppia"
"Interaction","GO_BP","GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","Cytoplasmic Pattern Recognition Receptor Signaling Pathway","Up",2.27094868,1.30956308e-07,1.84032129e-05,2.50702756e-05,72,2389,4786,66,68,-2,"Irf7/Eif2ak2/Dhx58/Oas3/Trim25/Oasl1/Oas1a/Ddx60/Ifih1/Tlr7/Map3k7/Rsad2/Birc3/Ppt1/Irak2/Sirt2/Src/C1qbp/Lamp2/Nek7/Akt1/Kcnj8/Clpb/Ubqln1/Ripk2/Ikbkb/Aurkb/Lats1"
"Interaction","GO_BP","GOBP_REGULATION_OF_IMMUNE_RESPONSE","Regulation of Immune Response","Up",1.79099421,1.48724381e-07,1.97390304e-05,2.73767264e-05,384,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oasl1/Oas1a/Adar/Trafd1/Ddx60/Ifih1/H2-T23/Tlr7/Cd47/Ccl5/C2/Il12rb1/Map3k7/Parp14/Parp9/Rsad2/Znfx1/Hras/Cd38/Trim5/Birc3/Cd4/Pigr/Ppt1/Klrk1/Lipa/Zbp1/Irak2/Masp2/Sirt2/Lcp2/Ap1g1/Rasgrp1/Mapk9/C8g/Src/Gsdme/C1qbp/Grb2/Cd160/Selenos/Pak1/Ptprj/Psen1/Mapkapk2/Csk/Ptk2/Rbck1/Vav3/Mapk14/H2-Q1/Ager/Nmi/Tnfrsf1b/Fcgr2b/Lamp2/Bcr/Cd3e/Cbl/Nek7/Cd40/Plscr1/Stat5a/Fyn/Smad3/Adam8/Akt1/Kcnj8/Ptprc/Nlrc5/Clpb/Ptpn1/Mfhas1/Ebi3/Sphk2/Ubqln1/Ripk2/Arrb2/Socs5/Dusp3/Furin/C3/Trim21/Rnf31/Rps6ka3/Zap70/Ikbkb/Il18bp/Lck/Aurkb/Cd79b/Lats1/Chuk/Arg2/Prkar2a/Ywhaz/Ezr/Cd81/Traf2/Gpr65/Il18rap/Cd37/Itgb2/Cr1l/Irak1/Plcg1/Gnas/Cd2ap/Sppl2a/Bcl10/Slc19a1/Nod1/Cfi/Cblb/B2m/Cd274/Sos1/Peli1/Mapk8/Tkfc/Il10/Fcer1g/Rara/Anxa1/Alox15/Pik3cd/Pomc/Tlr2"
"Interaction","WikiPathways","WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION","Hostpathogen Interaction of Human Coronaviruses Interferon Induction","Up",2.44259714,9.49867462e-08,1.98047366e-05,1.97655029e-05,26,417,4786,30,19,11,"Eif2ak2/Oas3/Stat2/Oas2/Oas1a/Ifih1/Irf9/Tlr7/Map3k7"
"Interaction","GO_BP","GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS","Negative Regulation of Viral Process","Up",2.39622845,1.76332764e-07,2.21715249e-05,3.12566151e-05,36,2389,4786,66,68,-2,"Eif2ak2/Mx2/Isg15/Oas3/Oas2/Oasl1/Oas1a/Ifih1/Ccl5/Rsad2/Znfx1/Rnasel"
"Interaction","GO_BP","GOBP_REGULATION_OF_DEFENSE_RESPONSE","Regulation of Defense Response","Up",1.78136845,1.99754866e-07,2.38607188e-05,3.2966441e-05,344,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oasl1/Oas1a/Adar/Trafd1/Ddx60/Pml/Ifih1/H2-T23/Tlr7/Cd47/Ccl5/Il12rb1/Map3k7/Parp14/Ptger3/Parp9/Rsad2/Znfx1/Trim5/Birc3/Cd4/Ppt1/Klrk1/Cul1/Zbp1/Il17rb/Irak2/Masp2/Sirt2/Ap1g1/Rasgrp1/Casp4/Src/C1qbp/Cebpb/Grb2/Stat1/Cd160/Selenos/Pak1/Syt11/Mapkapk2/Mvk/Mapk14/H2-Q1/Ldlr/Ager/Nmi/Tnfrsf1b/Fcgr2b/Lamp2/Bcr/Rb1/Nek7/Il2ra/Plscr1/Stat5a/Fyn/Nr1d2/Smad3/Adam8/Nfe2l1/Tnfrsf1a/Akt1/Kcnj8/Ptprc/Nlrc5/Clpb/Stk39/Ptpn1/Mfhas1/Ubqln1/Ripk2/Arrb2/Socs5/Furin/C3/Trim21/Rnf31/Rps6ka3/Ikbkb/Il10rb/Aurkb/Lats1/Sod1/Chuk/Arg2/Prkar2a/Ywhaz/Il1a/Cd81/Traf2/Il18rap/Cd37/Cr1l/Irak1/Plcg1/Gnas/Bcl10/Slc19a1/Mmp9/Nod1/Cfi/B2m/Cd274/Peli1/Mapk8/Tnc/Tkfc/Il10/Fcer1g"
"Interaction","Hallmark","HALLMARK_E2F_TARGETS","E2f Targets","Down",-1.80617496,1.81678047e-06,3.02796746e-05,0.000222951573,199,50,4786,5,4,1,"Xrcc6/Nup107/Pop7/Ppm1d/Stmn1/Lig1/Rad51c/Rad51ap1/Rfc2/Kif2c/Rfc3/Kif22/Ezh2/Hells/Cks1b/Smc4/H2az1/Brca1/Dnmt1/Cks2/Mcm3/Cdkn3/Cdkn1a/Dek/Eed/Eif2s1/Cit/Ran/Wdr90/Dck/Rnaseh2a/Prkdc/Timeless/Pds5b/Mthfd2/Chek1/Nop56/Hus1/Birc5/Naa38/Ranbp1/Luc7l3/Nudt21/Slbp/Tfrc/Pms2/Tra2b/Ak2/Asf1a/Mad2l1/Nasp/Pold1/Spc24/Rpa1/Tcf19/Msh2/Prim2/Mxd3/Cdkn1b/Nme1/Lyar/Ube2t/Dctpp1/Anp32e/Mcm2/Pcna/Rpa2/Smc1a/Smc6/Smc3/Rpa3/Cdkn2a/Pnn/Cdkn2c/Exosc8/Hmgb2"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","Positive Regulation of Response to Biotic Stimulus","Up",1.99594055,2.97411106e-07,3.38340539e-05,4.5491568e-05,166,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Dhx58/Oas3/Trim25/Oasl1/Oas1a/Ddx60/Ifih1/H2-T23/Tlr7/Ccl5/Map3k7/Parp9/Rsad2/Znfx1/Trim5/Birc3/Ppt1/Klrk1/Zbp1/Irak2/Masp2/Sirt2/Ap1g1/Rasgrp1/Src/Gsdme/C1qbp/Cd160/Pak1/Mapkapk2/H2-Q1/Nmi/Lamp2/Nek7/Plscr1/Stat5a/Fyn/Adam8/Akt1/Kcnj8/Nlrc5/Clpb/Mfhas1/Ubqln1/Ripk2/Arrb2"
"Interaction","WikiPathways","WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE","Sarscov2 Innate Immunity Evasion and Cellspecific Immune Response","Up",2.35887229,2.51013335e-07,3.48908535e-05,4.0044994e-05,41,417,4786,30,19,11,"Irf7/Mx2/Dhx58/Trim25/Stat2/Tlr7/Ccl5/Nup98/Ifit2/Ap1g1/Stat1/Cd160/Rae1"
"Interaction","GO_CC","GOCC_ORGANELLE_SUBCOMPARTMENT","Organelle Subcompartment","Up",1.75912996,1.23776995e-07,3.84946453e-05,2.46831958e-05,387,311,4786,5,5,0,"Ifi27/Mx2/Pml/B4galt5/H2-T23/Tlr7/Agpat3/Tapbp/Xk/Fdft1/Sulf2/Rdh1/Parp12/Map3k7/Tmbim6/Mest/Tmem97/Rsad2/Hras/Rac1/Itpr2/Reep5/Cd4/Ubc/Chpf2/Dhcr7/Gbf1/Dhcr24/Pdia5/Ryr1/Cltc/Srpr/Pom121/Ocrl/Ap1g1/Rasgrp1/Slc27a1/Hsd17b7/Cdk1/Sqle/Egfr/Uso1/Slc30a5/Casp4/Alg1/Ncstn/Abca1/Rdh11/Cyb5r3/Retreg1/Vcpip1/Lss/Selenos/Sc5d/B4galt1/Ext2/Acsl4/Psen1/Syt11/Tap1/Cdh1/Serp1/Srebf2/Ap4b1/St3gal4/H2-Q1/Cnih2/Lamp2/Panx1/Arfgef2/Sec31a/Slc27a5/Tmcc2/Cln6/Vapa/Vamp5/Sgcb/Spcs3/Nfe2l1/Slc37a1/Marchf6/Hmgcr/Yif1a/Cant1/Nsdhl/Notch1/Ptpn1/Copz2/Rac2/Gja1/Pcsk4/Tpst1/Slc66a2/Amfr/Ebp/Notch2/Abcb9/Snx9/Furin/Sec24d/Sgms1/Scamp1/M6pr/Srprb/Por/Galnt1/Esyt1/Gosr2/Edem1/Pnpt1/Eif2ak3/Cyp26a1/Ext1/Fads1/Cyp2s1/Dmpk/Sigmar1/Gabbr1/St6gal1/Ilvbl/Slc35d1/Cyp51/Sec22b/Traf2/Lclat1/Vamp4/Lrrc8c/Atp2a2/Cdkal1/Sec61a1/Ube2j1/Plk3/Tmed2/Gnas/Cd2ap/Sppl2a/Mgst3/Kpna2/Insig1/B2m/Plod3"
"Interaction","Reactome","REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES","Antimicrobial Mechanism of IFN Stimulated Genes","Up",2.18875193,3.04164266e-07,5.04152271e-05,4.5491568e-05,85,663,4786,63,40,23,"Eif2ak2/Mx2/Usp18/Isg15/Oas3/Trim25/Oas2/Oasl1/Oas1a/Adar/Uba7/Eif4g2/Nup98/Rnasel/Ubc/Pom121/Cdk1/Stat1/Rae1"
"Interaction","GO_BP","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","Activation of Immune Response","Up",1.82474005,6.03255629e-07,6.55080772e-05,8.74903467e-05,238,2389,4786,66,68,-2,"Irf7/Eif2ak2/Trim12c/Dhx58/Oas3/Trim25/Oasl1/Oas1a/Ddx60/Ifih1/Tlr7/Cd47/C2/Map3k7/Rsad2/Znfx1/Hras/Cd38/Trim5/Birc3/Cd4/Ppt1/Klrk1/Lipa/Zbp1/Irak2/Masp2/Sirt2/Lcp2/C8g/Src/C1qbp/Grb2/Cd160/Pak1/Ptprj/Psen1/Mapkapk2/Csk/Ptk2/Rbck1/Vav3/Nmi/Fcgr2b/Lamp2/Cd3e/Cbl/Nek7/Plscr1/Fyn/Akt1/Kcnj8/Ptprc/Clpb/Mfhas1/Ubqln1/Ripk2/Arrb2/Dusp3/C3/Rnf31/Rps6ka3/Zap70/Ikbkb/Lck/Aurkb/Cd79b/Lats1/Chuk/Ezr/Cd81/Traf2/Cr1l/Irak1/Plcg1/Cd2ap/Bcl10/Slc19a1/Nod1/Cfi/Cblb/Cd274/Sos1/Peli1/Mapk8/Tkfc/Fcer1g"
"Interaction","GO_MF","GOMF_DOUBLE_STRANDED_RNA_BINDING","Double Stranded RNA Binding","Up",2.37184889,1.90567492e-07,7.35590519e-05,3.25734292e-05,36,386,4786,6,8,-2,"Eif2ak2/Dhx58/Oas3/Oas2/Oasl1/Oas1a/Adar/Ddx60/Ifih1/Tlr7/Supv3l1/Slc3a2/Sidt1/Cltc/Zbp1/Ago2"
"Interaction","GO_BP","GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS","Modification Dependent Macromolecule Catabolic Process","Up",1.90858757,7.99944517e-07,8.30898892e-05,0.000112603955,196,2389,4786,66,68,-2,"Ifi27/Rnf213/Isg15/Trim25/Pml/Uba7/Ube2s/Herc6/Mta1/Apc/Ube2c/Cbfa2t3/Vps37b/Trim26/Tent4a/Ubc/Csnk1e/Cul1/Siah1a/Herc3/Rab40c/Sirt2/Psmd9/Ranbp9/Cdk1/Dab2/Siah2/Socs2/Stam/Mapk9/Usp14/Csnk2b/Rnf11/Psen1/Csnk1d/Arrb1/Ptk2/Rbck1/Araf/Axin1/Cbl/Psmd3/Ercc8/Adrm1/Cul3/Akt1/Marchf6/Ptk2b/Ubqln1/Fbxw7/Arrb2/Ppp2cb/Socs5/Amfr/Smarcc1/Rchy1/Dcaf11/Rnf123/Cdc20/Taf9/Lats1/Edem1/Fbxw11/Psmd14/Trim28"
"Interaction","GO_BP","GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","Post Translational Protein Modification","Up",1.86579876,8.90375555e-07,8.86294667e-05,0.000121752497,229,2389,4786,66,68,-2,"Ifi27/Rnf213/Trim12c/Usp18/Isg15/Trim25/Pml/Uba7/Ifih1/Ube2s/Herc6/Parp12/Cdca3/Parp14/Mta1/Dtx1/Ube2c/Parp9/Trim5/Trim26/Birc3/Ubc/Zmiz1/Nqo1/Cul1/Siah1a/Herc3/Rab40c/Il17rb/Sirt2/Cdk1/Siah2/Socs2/Mapk9/Vcpip1/Usp14/Rnf11/Dscc1/Rps6ka5/Arrb1/Septin4/Rbck1/Nmi/Axin1/Cbl/P3h1/Ercc8/Fyn/Ip6k2/Cul3/Nfe2l1/Cish/Akt1/Marchf6/Bard1/Usp8/Usp16/Ubqln1/Ripk2/Fbxw7/Arrb2/Tpst1/Socs5/Amfr/Rchy1/Dcaf11/Trim21/Rnf31/Rnf123/Cdc20/Aurkb/Hif1a/Fbxw11/Psmd14/Trim28/Nfx1/Rnf4/Traf2/Abca2/Trim33/Abcb11/Ube2j1/Ppia"
