database,n_overlap_before_alias,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected
KEGG,60,KEGG_WNT_SIGNALING_PATHWAY,75,60,1,0,1,0,13,0,61,0,FALSE,Skp1->Skp1a,->,Fzd2->Fzd10
MitoPathways,405,MITOPATHWAYS_Metabolism,452,405,1,0,0,0,46,0,406,0,FALSE,Antkmt->Fam173a,->,->
MitoPathways,74,MITOPATHWAYS_Metabolism.Amino_acid_metabolism,89,74,0,0,0,0,15,0,74,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,25,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_metabolism,25,25,0,0,0,0,0,0,25,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.GABA_metabolism,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,7,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Glutamate_metabolism,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Glycine_metabolism,15,13,0,0,0,0,2,0,13,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Glyoxylate_metabolism,8,5,0,0,0,0,3,0,5,0,FALSE,->,->,->
MitoPathways,14,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Lysine_metabolism,16,14,0,0,0,0,2,0,14,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Proline_metabolism,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,3,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Serine_metabolism,5,3,0,0,0,0,2,0,3,0,FALSE,->,->,->
MitoPathways,3,MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Urea_cycle,7,3,0,0,0,0,4,0,3,0,FALSE,->,->,->
MitoPathways,65,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism,71,65,0,0,0,0,6,0,65,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.Gluconeogenesis,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.Itaconate_metabolism,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.Ketone_metabolism,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.Malate-aspartate_shuttle,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.Pyruvate_metabolism,15,13,0,0,0,0,2,0,13,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.TCA-associated,14,13,0,0,0,0,1,0,13,0,FALSE,->,->,->
MitoPathways,20,MITOPATHWAYS_Metabolism.Carbohydrate_metabolism.TCA_cycle,20,20,0,0,0,0,0,0,20,0,FALSE,->,->,->
MitoPathways,43,MITOPATHWAYS_Metabolism.Detoxification,51,43,0,0,0,0,8,0,43,0,FALSE,->,->,->
MitoPathways,26,MITOPATHWAYS_Metabolism.Detoxification.ROS_and_glutathione_metabolism,27,26,0,0,0,0,1,0,26,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Metabolism.Detoxification.Selenoproteins,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoPathways,15,MITOPATHWAYS_Metabolism.Detoxification.Xenobiotic_metabolism,23,15,0,0,0,0,8,0,15,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Metabolism.Electron_carriers,14,13,0,0,0,0,1,0,13,0,FALSE,->,->,->
MitoPathways,10,MITOPATHWAYS_Metabolism.Electron_carriers.Q-linked_reactions_other,11,10,0,0,0,0,1,0,10,0,FALSE,->,->,->
MitoPathways,109,MITOPATHWAYS_Metabolism.Lipid_metabolism,122,109,0,0,0,0,13,0,109,0,FALSE,->,->,->
MitoPathways,16,MITOPATHWAYS_Metabolism.Lipid_metabolism.Cardiolipin_synthesis,16,16,0,0,0,0,0,0,16,0,FALSE,->,->,->
MitoPathways,11,MITOPATHWAYS_Metabolism.Lipid_metabolism.Cholesterol_bile_acid_steroid_synthesis,14,11,0,0,0,0,3,0,11,0,FALSE,->,->,->
MitoPathways,39,MITOPATHWAYS_Metabolism.Lipid_metabolism.Fatty_acid_oxidation,43,39,0,0,0,0,4,0,39,0,FALSE,->,->,->
MitoPathways,23,MITOPATHWAYS_Metabolism.Lipid_metabolism.Phospholipid_metabolism,23,23,0,0,0,0,0,0,23,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_Metabolism.Lipid_metabolism.Type_II_fatty_acid_synthesis,9,8,0,0,0,0,1,0,8,0,FALSE,->,->,->
MitoPathways,109,MITOPATHWAYS_Metabolism.Metals_and_cofactors,119,109,0,0,0,0,10,0,109,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Carnitine_shuttle,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Carnitine_synthesis_and_transport,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,4,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Coenzyme_A_metabolism,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Coenzyme_Q_metabolism,13,13,0,0,0,0,0,0,13,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Copper_metabolism,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
MitoPathways,30,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Fe-S-containing_proteins,31,30,0,0,0,0,1,0,30,0,FALSE,->,->,->
MitoPathways,23,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Fe-S_cluster_biosynthesis,23,23,0,0,0,0,0,0,23,0,FALSE,->,->,->
MitoPathways,7,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Heme-containing_proteins,11,7,0,0,0,0,4,0,7,0,FALSE,->,->,->
MitoPathways,15,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Heme_synthesis_and_processing,16,15,0,0,0,0,1,0,15,0,FALSE,->,->,->
MitoPathways,4,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Iron_homeostasis,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
MitoPathways,4,MITOPATHWAYS_Metabolism.Metals_and_cofactors.Molybdenum_cofactor_synthesis_and_proteins,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Metabolism.Metals_and_cofactors.NAD_biosynthesis_and_metabolism,13,13,0,0,0,0,0,0,13,0,FALSE,->,->,->
MitoPathways,33,MITOPATHWAYS_Metabolism.Nucleotide_metabolism,38,33,1,0,0,0,4,0,34,0,FALSE,Antkmt->Fam173a,->,->
MitoPathways,7,MITOPATHWAYS_Metabolism.Nucleotide_metabolism.Nucleotide_import,9,7,0,0,0,0,2,0,7,0,FALSE,->,->,->
MitoPathways,23,MITOPATHWAYS_Metabolism.Nucleotide_metabolism.Nucleotide_synthesis_and_processing,24,23,0,0,0,0,1,0,23,0,FALSE,->,->,->
MitoPathways,11,MITOPATHWAYS_Metabolism.Sulfur_metabolism,11,11,0,0,0,0,0,0,11,0,FALSE,->,->,->
MitoPathways,47,MITOPATHWAYS_Metabolism.Vitamin_metabolism,49,47,0,0,0,0,2,0,47,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Metabolism.Vitamin_metabolism.Biotin_utilizing_proteins,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
MitoPathways,20,MITOPATHWAYS_Metabolism.Vitamin_metabolism.Folate_and_1-C_metabolism,21,20,0,0,0,0,1,0,20,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Metabolism.Vitamin_metabolism.Vitamin_A_metabolism,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoPathways,225,MITOPATHWAYS_Mitochondrial_central_dogma,229,225,2,0,0,0,2,0,227,0,FALSE,Gars1->Gars/Kars1->Kars,->,->
MitoPathways,151,MITOPATHWAYS_Mitochondrial_central_dogma.Translation,155,151,2,0,0,0,2,0,153,0,FALSE,Gars1->Gars/Kars1->Kars,->,->
MitoPathways,81,MITOPATHWAYS_Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,83,81,0,0,0,0,2,0,81,0,FALSE,->,->,->
MitoPathways,24,MITOPATHWAYS_Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome_assembly,24,24,0,0,0,0,0,0,24,0,FALSE,->,->,->
MitoPathways,16,MITOPATHWAYS_Mitochondrial_central_dogma.Translation.Translation_factors,16,16,0,0,0,0,0,0,16,0,FALSE,->,->,->
MitoPathways,20,MITOPATHWAYS_Mitochondrial_central_dogma.Translation.mt-tRNA_synthetases,22,20,2,0,0,0,0,0,22,0,FALSE,Gars1->Gars/Kars1->Kars,->,->
MitoPathways,29,MITOPATHWAYS_Mitochondrial_central_dogma.mtDNA_maintenance,29,29,0,0,0,0,0,0,29,0,FALSE,->,->,->
MitoPathways,9,MITOPATHWAYS_Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_nucleoid,9,9,0,0,0,0,0,0,9,0,FALSE,->,->,->
MitoPathways,9,MITOPATHWAYS_Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_repair,9,9,0,0,0,0,0,0,9,0,FALSE,->,->,->
MitoPathways,14,MITOPATHWAYS_Mitochondrial_central_dogma.mtDNA_maintenance.mtDNA_replication,14,14,0,0,0,0,0,0,14,0,FALSE,->,->,->
MitoPathways,75,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism,75,75,0,0,0,0,0,0,75,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.Polycistronic_mtRNA_processing,13,13,0,0,0,0,0,0,13,0,FALSE,->,->,->
MitoPathways,7,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.Transcription,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
MitoPathways,18,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.mt-rRNA_modifications,18,18,0,0,0,0,0,0,18,0,FALSE,->,->,->
MitoPathways,22,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.mt-tRNA_modifications,22,22,0,0,0,0,0,0,22,0,FALSE,->,->,->
MitoPathways,28,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.mtRNA_granules,28,28,0,0,0,0,0,0,28,0,FALSE,->,->,->
MitoPathways,17,MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.mtRNA_stability_and_decay,17,17,0,0,0,0,0,0,17,0,FALSE,->,->,->
MitoPathways,95,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance,101,95,2,0,0,0,4,0,97,0,FALSE,Atp5me->Atp5k/Atp5mg->Atp5l,->,->
MitoPathways,31,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Apoptosis,34,31,0,0,0,0,3,0,31,0,FALSE,->,->,->
MitoPathways,17,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Autophagy,18,17,0,0,0,0,1,0,17,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Cristae_formation,10,8,2,0,0,0,0,0,10,0,FALSE,Atp5me->Atp5k/Atp5mg->Atp5l,->,->
MitoPathways,7,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Cristae_formation.MICOS_complex,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
MitoPathways,15,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Fission,15,15,0,0,0,0,0,0,15,0,FALSE,->,->,->
MitoPathways,9,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Fusion,9,9,0,0,0,0,0,0,9,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Intramitochondrial_membrane_interactions,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Mitophagy,14,13,0,0,0,0,1,0,13,0,FALSE,->,->,->
MitoPathways,13,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Organelle_contact_sites,13,13,0,0,0,0,0,0,13,0,FALSE,->,->,->
MitoPathways,7,MITOPATHWAYS_Mitochondrial_dynamics_and_surveillance.Trafficking,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
MitoPathways,129,MITOPATHWAYS_OXPHOS,153,129,16,0,0,0,8,0,145,0,FALSE,Atp5f1a->Atp5a1/Atp5f1b->Atp5b/Atp5f1c->Atp5c1/Atp5f1d->Atp5d/Atp5f1e->Atp5e/Atp5if1->Atpif1/Atp5mc1->Atp5g1/Atp5mc2->Atp5g2/Atp5mc3->Atp5g3/Atp5me->Atp5k/Atp5mf->Atp5j2/Atp5mg->Atp5l/Atp5pd->Atp5h/Atp5pf->Atp5j/Atp5po->Atp5o/Coa8->Apopt1,->,->
MitoPathways,57,MITOPATHWAYS_OXPHOS.Complex_I,58,57,0,0,0,0,1,0,57,0,FALSE,->,->,->
MitoPathways,21,MITOPATHWAYS_OXPHOS.Complex_I.CI_assembly_factors,21,21,0,0,0,0,0,0,21,0,FALSE,->,->,->
MitoPathways,36,MITOPATHWAYS_OXPHOS.Complex_I.CI_subunits,37,36,0,0,0,0,1,0,36,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_OXPHOS.Complex_II,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
MitoPathways,14,MITOPATHWAYS_OXPHOS.Complex_III,15,14,0,0,0,0,1,0,14,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_OXPHOS.Complex_III.CIII_assembly_factors,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_OXPHOS.Complex_III.CIII_subunits,9,8,0,0,0,0,1,0,8,0,FALSE,->,->,->
MitoPathways,40,MITOPATHWAYS_OXPHOS.Complex_IV,47,40,1,0,0,0,6,0,41,0,FALSE,Coa8->Apopt1,->,->
MitoPathways,26,MITOPATHWAYS_OXPHOS.Complex_IV.CIV_assembly_factors,29,26,1,0,0,0,2,0,27,0,FALSE,Coa8->Apopt1,->,->
MitoPathways,14,MITOPATHWAYS_OXPHOS.Complex_IV.CIV_subunits,18,14,0,0,0,0,4,0,14,0,FALSE,->,->,->
MitoPathways,7,MITOPATHWAYS_OXPHOS.Complex_V,22,7,15,0,0,0,0,0,22,0,FALSE,Atp5f1a->Atp5a1/Atp5f1b->Atp5b/Atp5f1c->Atp5c1/Atp5f1d->Atp5d/Atp5f1e->Atp5e/Atp5if1->Atpif1/Atp5mc1->Atp5g1/Atp5mc2->Atp5g2/Atp5mc3->Atp5g3/Atp5me->Atp5k/Atp5mf->Atp5j2/Atp5mg->Atp5l/Atp5pd->Atp5h/Atp5pf->Atp5j/Atp5po->Atp5o,->,->
MitoPathways,5,MITOPATHWAYS_OXPHOS.Complex_V.CV_assembly_factors,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoPathways,2,MITOPATHWAYS_OXPHOS.Complex_V.CV_subunits,17,2,15,0,0,0,0,0,17,0,FALSE,Atp5f1a->Atp5a1/Atp5f1b->Atp5b/Atp5f1c->Atp5c1/Atp5f1d->Atp5d/Atp5f1e->Atp5e/Atp5if1->Atpif1/Atp5mc1->Atp5g1/Atp5mc2->Atp5g2/Atp5mc3->Atp5g3/Atp5me->Atp5k/Atp5mf->Atp5j2/Atp5mg->Atp5l/Atp5pd->Atp5h/Atp5pf->Atp5j/Atp5po->Atp5o,->,->
MitoPathways,64,MITOPATHWAYS_OXPHOS.OXPHOS_assembly_factors,67,64,1,0,0,0,2,0,65,0,FALSE,Coa8->Apopt1,->,->
MitoPathways,66,MITOPATHWAYS_OXPHOS.OXPHOS_subunits,87,66,15,0,0,0,6,0,81,0,FALSE,Atp5f1a->Atp5a1/Atp5f1b->Atp5b/Atp5f1c->Atp5c1/Atp5f1d->Atp5d/Atp5f1e->Atp5e/Atp5if1->Atpif1/Atp5mc1->Atp5g1/Atp5mc2->Atp5g2/Atp5mc3->Atp5g3/Atp5me->Atp5k/Atp5mf->Atp5j2/Atp5mg->Atp5l/Atp5pd->Atp5h/Atp5pf->Atp5j/Atp5po->Atp5o,->,->
MitoPathways,82,MITOPATHWAYS_Protein_import_sorting_and_homeostasis,85,82,1,0,0,0,2,0,83,0,FALSE,Nrdc->Nrd1,->,->
MitoPathways,50,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis,51,50,1,0,0,0,0,0,51,0,FALSE,Nrdc->Nrd1,->,->
MitoPathways,15,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis.Chaperones,16,15,1,0,0,0,0,0,16,0,FALSE,Nrdc->Nrd1,->,->
MitoPathways,28,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis.Proteases,28,28,0,0,0,0,0,0,28,0,FALSE,->,->,->
MitoPathways,44,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting,47,44,1,0,0,0,2,0,45,0,FALSE,Nrdc->Nrd1,->,->
MitoPathways,6,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,8,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Preprotein_cleavage,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,7,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,8,7,0,0,0,0,1,0,7,0,FALSE,->,->,->
MitoPathways,43,MITOPATHWAYS_Signaling,46,43,0,0,0,0,3,0,43,0,FALSE,->,->,->
MitoPathways,21,MITOPATHWAYS_Signaling.Calcium_homeostasis,23,21,0,0,0,0,2,0,21,0,FALSE,->,->,->
MitoPathways,9,MITOPATHWAYS_Signaling.Calcium_homeostasis.Calcium_cycle,9,9,0,0,0,0,0,0,9,0,FALSE,->,->,->
MitoPathways,10,MITOPATHWAYS_Signaling.Calcium_homeostasis.EF_hand_proteins,11,10,0,0,0,0,1,0,10,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Signaling.Calcium_homeostasis.Mitochondrial_permeability_transition_pore,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Signaling.Immune_response,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Signaling.cAMP-PKA_signaling,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
MitoPathways,75,MITOPATHWAYS_Small_molecule_transport,82,75,0,0,0,0,7,0,75,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Small_molecule_transport.ABC_transporters,8,6,0,0,0,0,2,0,6,0,FALSE,->,->,->
MitoPathways,6,MITOPATHWAYS_Small_molecule_transport.Calcium_uniporter,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
MitoPathways,44,MITOPATHWAYS_Small_molecule_transport.SLC25A_family,49,44,0,0,0,0,5,0,44,0,FALSE,->,->,->
MitoPathways,5,MITOPATHWAYS_Small_molecule_transport.Sideroflexins,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
MitoXplorer,67,MITOXPLORER_Amino_Acid_Metabolism,79,67,0,0,0,0,12,0,67,0,FALSE,->,->,->
MitoXplorer,52,MITOXPLORER_Apoptosis,55,52,0,0,0,0,3,0,52,0,FALSE,->,->,->
MitoXplorer,22,MITOXPLORER_Calcium_Signaling___Transport,23,22,0,0,0,0,1,0,22,0,FALSE,->,->,->
MitoXplorer,4,MITOXPLORER_Cardiolipin_Biosynthesis,6,4,0,0,0,0,2,0,4,0,FALSE,->,->,->
MitoXplorer,17,MITOXPLORER_Fatty_Acid_Biosynthesis___Elongation,22,17,0,0,0,0,5,0,17,0,FALSE,->,->,->
MitoXplorer,30,MITOXPLORER_Fatty_Acid_Degradation___Beta_oxidation,31,30,0,0,0,0,1,0,30,0,FALSE,->,->,->
MitoXplorer,13,MITOXPLORER_Fatty_Acid_Metabolism,13,13,0,0,0,0,0,0,13,0,FALSE,->,->,->
MitoXplorer,25,MITOXPLORER_Fe_S_Cluster_Biosynthesis,26,25,0,0,0,0,1,0,25,0,FALSE,->,->,->
MitoXplorer,13,MITOXPLORER_Folate___Pterin_Metabolism,13,13,0,0,0,0,0,0,13,0,FALSE,->,->,->
MitoXplorer,5,MITOXPLORER_Fructose_Metabolism,7,5,0,0,1,0,1,0,5,0,FALSE,->,->,Aldh1a1->Aldh1a2
MitoXplorer,26,MITOXPLORER_Glycolysis,37,26,0,0,1,0,10,0,26,0,FALSE,->,->,Gck->Gk
MitoXplorer,8,MITOXPLORER_Heme_Biosynthesis,9,8,0,0,0,0,1,0,8,0,FALSE,->,->,->
MitoXplorer,47,MITOXPLORER_Import___Sorting,51,47,0,0,0,0,4,0,47,0,FALSE,->,->,->
MitoXplorer,22,MITOXPLORER_Metabolism_of_Lipids___Lipoproteins,36,22,0,0,0,0,14,0,22,0,FALSE,->,->,->
MitoXplorer,15,MITOXPLORER_Metabolism_of_Vitamins___Co_Factors,18,15,0,0,0,0,3,0,15,0,FALSE,->,->,->
MitoXplorer,39,MITOXPLORER_Mitochondrial_Carrier,45,39,0,0,0,0,6,0,39,0,FALSE,->,->,->
MitoXplorer,53,MITOXPLORER_Mitochondrial_Dynamics,59,53,0,0,0,0,6,0,53,0,FALSE,->,->,->
MitoXplorer,18,MITOXPLORER_Mitochondrial_Signaling,18,18,0,0,0,0,0,0,18,0,FALSE,->,->,->
MitoXplorer,17,MITOXPLORER_Mitophagy,21,17,0,0,0,0,4,0,17,0,FALSE,->,->,->
MitoXplorer,4,MITOXPLORER_Nitrogen_Metabolism,9,4,0,0,0,0,5,0,4,0,FALSE,->,->,->
MitoXplorer,13,MITOXPLORER_Nucleotide_Metabolism,15,13,0,0,0,0,2,0,13,0,FALSE,->,->,->
MitoXplorer,157,MITOXPLORER_Oxidative_Phosphorylation,164,157,0,0,0,0,7,0,157,0,FALSE,->,->,->
MitoXplorer,12,MITOXPLORER_Oxidative_Phosphorylation__mt_,13,12,0,0,0,0,1,0,12,0,FALSE,->,->,->
MitoXplorer,7,MITOXPLORER_Pentose_Phosphate_Pathway,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
MitoXplorer,27,MITOXPLORER_Protein_Stability___Degradation,27,27,0,0,0,0,0,0,27,0,FALSE,->,->,->
MitoXplorer,22,MITOXPLORER_Pyruvate_Metabolism,25,22,0,0,0,0,3,0,22,0,FALSE,->,->,->
MitoXplorer,31,MITOXPLORER_ROS_Defense,34,31,0,0,0,0,3,0,31,0,FALSE,->,->,->
MitoXplorer,50,MITOXPLORER_Replication___Transcription,52,50,0,0,0,0,2,0,50,0,FALSE,->,->,->
MitoXplorer,22,MITOXPLORER_Transcription__nuclear_,24,22,0,0,0,0,2,0,22,0,FALSE,->,->,->
MitoXplorer,180,MITOXPLORER_Translation,184,180,0,0,0,0,4,0,180,0,FALSE,->,->,->
MitoXplorer,13,MITOXPLORER_Translation__MT_,24,13,0,0,0,0,11,0,13,0,FALSE,->,->,->
MitoXplorer,19,MITOXPLORER_Transmembrane_Transport,20,19,0,0,0,0,1,0,19,0,FALSE,->,->,->
MitoXplorer,22,MITOXPLORER_Tricarboxylic_Acid_Cycle,22,22,0,0,0,0,0,0,22,0,FALSE,->,->,->
MitoXplorer,7,MITOXPLORER_UPRmt,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
MitoXplorer,9,MITOXPLORER_Ubiquinone_Biosynthesis,9,9,0,0,0,0,0,0,9,0,FALSE,->,->,->
MitoXplorer,11,MITOXPLORER_Unknown,12,11,0,0,0,0,1,0,11,0,FALSE,->,->,->
Reactome,5,REACTOME_2_LTR_CIRCLE_FORMATION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
Reactome,2,REACTOME_ABACAVIR_ADME,4,2,0,0,0,0,2,0,2,0,FALSE,->,->,->
Reactome,2,REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
Reactome,43,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,51,43,0,0,0,0,8,0,43,0,FALSE,->,->,->
Reactome,7,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,12,7,0,0,0,0,5,0,7,0,FALSE,->,->,->
Reactome,29,REACTOME_ABC_TRANSPORTER_DISORDERS,33,29,0,0,0,0,4,0,29,0,FALSE,->,->,->
Reactome,7,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
Reactome,16,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,16,16,0,0,0,0,0,0,16,0,FALSE,->,->,->
Reactome,18,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,18,18,0,0,0,0,0,0,18,0,FALSE,->,->,->
Reactome,0,REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,3,0,0,0,0,0,3,0,0,0,FALSE,->,->,->
Reactome,1,REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,2,1,0,0,0,0,1,0,1,0,FALSE,->,->,->
Reactome,4,REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
Reactome,5,REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
Reactome,1,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
Reactome,18,REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,19,18,0,0,0,0,1,0,18,0,FALSE,->,->,->
