"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","arm","ontology","iea_variant","n_query_annotated","n_universe_annotated","term_size","fold_enrichment","simplify_kept","cluster_id","cluster_size","cluster_representative","k_null_matched_mean","k_null_matched_q95","p_matched","frac_matched_reaching_q","k_null_uniform_mean","p_uniform","frac_uniform_reaching_q"
"GO:0051146","striated muscle cell differentiation","10/203","205/11888",0.0487804878048781,2.85666226120389,3.53429213366391,0.00273532003535238,0.0357093348928944,0.0283186074248246,"ASB2/AVPR1A/CD53/EHD2/KDM6B/KLF5/NEB/PAK1/SDC1/TNFSF14",10,"KO_heat_up","BP","with_iea",203,11888,205,2.85666226120389,FALSE,12,28,"osteoclast differentiation",6.659,11,0.11544227886057,0.0601202404809619,3.4265,0.00399800099950025,0
"GO:0045582","positive regulation of T cell differentiation","7/203","110/11888",0.0636363636363636,3.72664576802508,3.78668413241338,0.00275714674256174,0.0358536777577657,0.0284330757826679,"ADAM8/CD80/CD83/EGR3/IL2/IL23A/TNFSF9",7,"KO_heat_up","BP","with_iea",203,11888,110,3.72664576802508,TRUE,12,28,"osteoclast differentiation",4.702,8,0.182908545727136,0.094017094017094,1.7375,0.00249875062468766,0
"GO:0031639","plasminogen activation","3/203","17/11888",0.176470588235294,10.3343958272964,5.07617765976286,0.00279584009186945,0.0362153761316475,0.0287199137841843,"ANXA2/PLAUR/SERPINE1",3,"KO_heat_up","BP","with_iea",203,11888,17,10.3343958272964,TRUE,6,9,"positive regulation of cytokine production",0.475,2,0.00999500249875063,0.00517464424320828,0.239,0.00199900049975012,0
"GO:0030225","macrophage differentiation","5/203","57/11888",0.087719298245614,5.13698038198946,4.12648199053423,0.00281671407486955,0.0363443455629486,0.0288221905335489,"CALCA/CSF2/FOSL2/INHBA/ZBTB46",5,"KO_heat_up","BP","with_iea",203,11888,57,5.13698038198946,FALSE,12,28,"osteoclast differentiation",2.29,5,0.0769615192403798,0.0299334811529933,0.905,0.00349825087456272,0
"GO:0001935","endothelial cell proliferation","7/203","111/11888",0.0630630630630631,3.69307238272755,3.75717972504527,0.00290110106713783,0.0372886697007792,0.0295710687924473,"ALDH1A2/CALCA/EGR3/EPHA2/F3/NR4A1/PDGFB",7,"KO_heat_up","BP","with_iea",203,11888,111,3.69307238272755,FALSE,10,14,"leukocyte proliferation",4.2045,8,0.121939030484758,0.0699797160243408,1.8115,0.00199900049975012,0
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","12/203","278/11888",0.0431654676258993,2.52783782825956,3.39745207097223,0.0029532063823399,0.03767966742308,0.0298811420837883,"C3/CD40LG/CD70/CD80/CLU/IGKC/IL2/IL23A/IL9/KLRC1/LTA/SEMA4A",12,"KO_heat_up","BP","with_iea",203,11888,278,2.52783782825956,FALSE,22,5,"leukocyte mediated immunity",9.81,15,0.270364817591204,0.177,4.5325,0.000999500249875062,0
"GO:0001558","regulation of cell growth","13/203","315/11888",0.0412698412698413,2.41682696066932,3.35906884327104,0.0029541583651018,0.03767966742308,0.0298811420837883,"AVPR1A/CDKN1A/CRABP2/EGFR/HBEGF/HSPA1A/IL2/IL9/INHBA/PAK1/SPHK1/SPP1/WNT3",13,"KO_heat_up","BP","with_iea",203,11888,315,2.41682696066933,FALSE,5,6,"positive regulation of locomotion",10.0085,15,0.200899550224888,0.108,5.196,0.00349825087456272,0
"GO:0043542","endothelial cell migration","9/203","175/11888",0.0514285714285714,3.01173821252639,3.53367179417018,0.00310913801398988,0.039505039880047,0.0313287189195927,"ATP2B4/CALCA/CARD10/EGR3/EPHA2/NR4A1/PDGFB/PLK2/SEMA4A",9,"KO_heat_up","BP","with_iea",203,11888,175,3.01173821252639,FALSE,4,27,"positive regulation of cell motility",6.4575,10.05,0.184907546226887,0.1015,2.9395,0.00249875062468766,0
"GO:0048659","smooth muscle cell proliferation","7/203","113/11888",0.0619469026548673,3.62770826975893,3.69918203813437,0.00320623518141395,0.0399930792431677,0.0317157492345938,"CDKN1A/HBEGF/NOTCH3/NPPC/NR4A3/PAK1/PDGFB",7,"KO_heat_up","BP","with_iea",203,11888,113,3.62770826975893,TRUE,10,14,"leukocyte proliferation",4.5695,8,0.162918540729635,0.075642965204236,1.824,0.00149925037481259,0
"GO:0071675","regulation of mononuclear cell migration","7/203","113/11888",0.0619469026548673,3.62770826975893,3.69918203813437,0.00320623518141395,0.0399930792431677,0.0317157492345938,"ADAM8/CCL20/CCL3/CCL4/CD200/SERPINE1/TNFSF14",7,"KO_heat_up","BP","with_iea",203,11888,113,3.62770826975893,FALSE,4,27,"positive regulation of cell motility",4.3265,8,0.135432283858071,0.0572441742654509,1.891,0.00249875062468766,0
"GO:0001666","response to hypoxia","11/203","245/11888",0.0448979591836735,2.62929526490399,3.39641054632445,0.00324252114102945,0.0399930792431677,0.0317157492345938,"ADAM8/AK4/EGR1/FOSL2/HK2/INHBA/LTA/NPPC/NR4A2/PAK1/SLC2A1",11,"KO_heat_up","BP","with_iea",203,11888,245,2.62929526490399,TRUE,9,6,"response to wounding",8.3715,13,0.218890554722639,0.1185,4.048,0.00399800099950025,0
"GO:0045670","regulation of osteoclast differentiation","5/203","59/11888",0.0847457627118644,4.96284545378642,4.02187823186756,0.0032767402707695,0.0399930792431677,0.0317157492345938,"CALCA/CCL3/IL23A/TNFRSF11B/TNFSF11",5,"KO_heat_up","BP","with_iea",203,11888,59,4.96284545378642,FALSE,12,28,"osteoclast differentiation",2.023,4.04999999999995,0.0504747626186907,0.0174157303370787,0.962,0.00349825087456272,0
"GO:0038128","ERBB2 signaling pathway","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"AREG/EGFR/HBEGF",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,FALSE,7,26,"phospholipase C-activating G protein-coupled receptor signaling pathway",0.6555,2,0.0284857571214393,0.0123711340206186,0.2525,0.00249875062468766,0
"GO:0048670","regulation of collateral sprouting","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"CRABP2/SPP1/WNT3",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,TRUE,16,9,"axonogenesis",0.536,2,0.0124937531234383,0.00357568533969011,0.263,0.00249875062468766,0
"GO:0060142","regulation of syncytium formation by plasma membrane fusion","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"CD53/EHD2/TNFSF14",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,FALSE,17,8,"positive regulation of cell development",0.5605,2,0.0154922538730635,0.00340136054421769,0.2765,0.00349825087456272,0
"GO:0072012","glomerulus vasculature development","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"EGR1/NOTCH3/PDGFB",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,FALSE,1,58,"angiogenesis",0.6985,2,0.0269865067466267,0.0114832535885167,0.2665,0.00149925037481259,0
"GO:0072210","metanephric nephron development","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"EGR1/PDGFB/RET",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,FALSE,1,58,"angiogenesis",0.66,2,0.0254872563718141,0.00816326530612245,0.2605,0.00199900049975012,0
"GO:0120255","olefinic compound biosynthetic process","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"ADM/EGR1/INHBA",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,TRUE,24,2,"regulation of lipid biosynthetic process",0.547,2,0.0109945027486257,0,0.237,0.00199900049975012,0
"GO:1901623","regulation of lymphocyte chemotaxis","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"CCL3/CCL4/TNFSF14",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,FALSE,4,27,"positive regulation of cell motility",0.6325,2,0.0284857571214393,0.00628930817610063,0.2895,0.00499750124937531,0
"GO:1905709","negative regulation of membrane permeability","3/203","18/11888",0.166666666666667,9.76026272577997,4.90227665017127,0.00331314050212146,0.0399930792431677,0.0317157492345938,"HK2/HSPA1A/IER3",3,"KO_heat_up","BP","with_iea",203,11888,18,9.76026272577997,TRUE,13,9,"regulation of body fluid levels",0.4715,2,0.0129935032483758,0.00649350649350649,0.253,0.00249875062468766,0
"GO:0002237","response to molecule of bacterial origin","12/203","282/11888",0.0425531914893617,2.49198197253957,3.342078439016,0.00331573741998026,0.0399930792431677,0.0317157492345938,"CD200/CD80/CSF2/FASLG/FOSL2/GFI1/IL1A/IL24/LTA/NR4A1/PTGER2/SERPINE1",12,"KO_heat_up","BP","with_iea",203,11888,282,2.49198197253957,FALSE,15,7,"humoral immune response",10.0305,15,0.294852573713143,0.1725,4.704,0.00449775112443778,0
"GO:0014706","striated muscle tissue development","12/203","282/11888",0.0425531914893617,2.49198197253957,3.342078439016,0.00331573741998026,0.0399930792431677,0.0317157492345938,"ALDH1A2/ASB2/EGR1/EGR2/EOMES/GJA5/KDM6B/KLF5/NEB/NR4A1/PAK1/TP73",12,"KO_heat_up","BP","with_iea",203,11888,282,2.49198197253957,FALSE,1,58,"angiogenesis",9.5315,14,0.23888055972014,0.1305,4.7425,0.00299850074962519,0
"GO:0051402","neuron apoptotic process","11/203","246/11888",0.0447154471544715,2.61860707277024,3.38115423325271,0.00334473672762524,0.0401972150406658,0.0318776352380167,"ADAM8/ADORA2A/CCL3/CLU/EGR1/FASLG/NPPC/NR4A2/NR4A3/NRBP2/TP73",11,"KO_heat_up","BP","with_iea",203,11888,246,2.61860707277024,TRUE,23,3,"regulation of neuron apoptotic process",8.6005,13,0.239880059970015,0.131065532766383,4.096,0.00449775112443778,0
"GO:1903706","regulation of hemopoiesis","14/203","358/11888",0.0391061452513966,2.29011751107686,3.26682538533764,0.00336046349841777,0.040240945993643,0.0319123152367731,"ADAM8/CALCA/CCL3/CD80/CD83/EGR3/HSPA1A/IL2/IL23A/INHBA/TNFRSF11B/TNFSF11/TNFSF9/ZBTB46",14,"KO_heat_up","BP","with_iea",203,11888,358,2.29011751107686,FALSE,12,28,"osteoclast differentiation",13.2025,18,0.43928035982009,0.3005,5.8495,0.00399800099950025,0
"GO:0002287","alpha-beta T cell activation involved in immune response","6/203","86/11888",0.0697674418604651,4.08569137358231,3.78524242313271,0.00348675106661952,0.0414549796456299,0.0328750814852698,"CD80/EOMES/GPR183/IL2/IL23A/SEMA4A",6,"KO_heat_up","BP","with_iea",203,11888,86,4.08569137358231,TRUE,8,20,"regulation of leukocyte activation",3.575,7,0.135932033983008,0.0672139558748076,1.3955,0.00299850074962519,0
"GO:0002293","alpha-beta T cell differentiation involved in immune response","6/203","86/11888",0.0697674418604651,4.08569137358231,3.78524242313271,0.00348675106661952,0.0414549796456299,0.0328750814852698,"CD80/EOMES/GPR183/IL2/IL23A/SEMA4A",6,"KO_heat_up","BP","with_iea",203,11888,86,4.08569137358231,FALSE,12,28,"osteoclast differentiation",3.575,7,0.135932033983008,0.0672139558748076,1.3955,0.00299850074962519,0
"GO:0150077","regulation of neuroinflammatory response","4/203","37/11888",0.108108108108108,6.33098122753295,4.28055723284408,0.00350762782887771,0.0414802576548419,0.032895127728682,"CCL3/CD200/DAGLA/SPHK1",4,"KO_heat_up","BP","with_iea",203,11888,37,6.33098122753295,FALSE,11,13,"regulation of inflammatory response",1.3515,3,0.0429785107446277,0.0157790927021696,0.5975,0.00499750124937531,0
"GO:0008217","regulation of blood pressure","7/203","115/11888",0.0608695652173913,3.56461769115442,3.64248501591896,0.00353531272819187,0.0414802576548419,0.032895127728682,"ADM/AVPR1A/CALCA/GJA5/IER3/NPR3/PDGFB",7,"KO_heat_up","BP","with_iea",203,11888,115,3.56461769115442,FALSE,21,11,"regulation of systemic arterial blood pressure",3.548,7,0.0654672663668166,0.026694045174538,1.861,0.00299850074962519,0
"GO:0016064","immunoglobulin mediated immune response","7/203","115/11888",0.0608695652173913,3.56461769115442,3.64248501591896,0.00353531272819187,0.0414802576548419,0.032895127728682,"C3/CD40LG/CLU/IGKC/IL2/IL9/LTA",7,"KO_heat_up","BP","with_iea",203,11888,115,3.56461769115442,FALSE,22,5,"leukocyte mediated immunity",3.6185,7,0.0649675162418791,0.0256016385048643,1.8495,0.00449775112443778,0
"GO:0010563","negative regulation of phosphorus metabolic process","8/203","146/11888",0.0547945205479452,3.20885349888656,3.53950144754166,0.00355891179149595,0.0414802576548419,0.032895127728682,"CDKN1A/GPRC5A/IER3/INHBA/PARD3/PDGFA/PDGFB/PLEK",8,"KO_heat_up","BP","with_iea",203,11888,146,3.20885349888656,FALSE,20,10,"positive regulation of phosphorylation",5.238,9,0.154422788605697,0.0688788335847159,2.411,0.00349825087456272,0
"GO:0045936","negative regulation of phosphate metabolic process","8/203","146/11888",0.0547945205479452,3.20885349888656,3.53950144754166,0.00355891179149595,0.0414802576548419,0.032895127728682,"CDKN1A/GPRC5A/IER3/INHBA/PARD3/PDGFA/PDGFB/PLEK",8,"KO_heat_up","BP","with_iea",203,11888,146,3.20885349888656,FALSE,20,10,"positive regulation of phosphorylation",5.238,9,0.154422788605697,0.0688788335847159,2.411,0.00349825087456272,0
"GO:0071396","cellular response to lipid","17/203","480/11888",0.0354166666666667,2.07405582922824,3.16601166656403,0.00356363883727389,0.0414802576548419,0.032895127728682,"ALDH1A2/CD200/CD80/CSF2/EGFR/GFI1/HSPA1A/IL1A/IL24/INHBA/NR4A3/PAK1/PTGER2/RET/SERPINE1/SPP1/WNT3",17,"KO_heat_up","BP","with_iea",203,11888,480,2.07405582922824,TRUE,19,3,"response to leukemia inhibitory factor",16.8935,23,0.527236381809095,0.356,8.0485,0.00299850074962519,0
"GO:0002687","positive regulation of leukocyte migration","7/203","116/11888",0.0603448275862069,3.53388822829964,3.614607236825,0.00370920022172859,0.0430241377635348,0.0341194724228693,"ADAM8/CCL20/CCL3/CCL4/IL23A/SERPINE1/TNFSF14",7,"KO_heat_up","BP","with_iea",203,11888,116,3.53388822829964,FALSE,4,27,"positive regulation of cell motility",4.439,8,0.153423288355822,0.0663963507349214,1.942,0.00249875062468766,0
"GO:0044703","multi-organism reproductive process","8/203","148/11888",0.0540540540540541,3.16549061376648,3.49400004970325,0.00386591558047455,0.0438043233141991,0.0347381837036605,"AVPR1A/CALCA/CLDN4/ITGA3/PLA2G4C/SLC2A1/SPP1/TIMP1",8,"KO_heat_up","BP","with_iea",203,11888,148,3.16549061376648,TRUE,30,1,"multi-organism reproductive process",4.6575,9,0.0969515242378811,0.0449722081859525,2.409,0.00249875062468766,0
"GO:0048286","lung alveolus development","4/203","38/11888",0.105263157894737,6.16437645838735,4.20262178883919,0.0038686843554226,0.0438043233141991,0.0347381837036605,"FOSL2/LTBP3/PDGFA/STRA6",4,"KO_heat_up","BP","with_iea",203,11888,38,6.16437645838735,FALSE,1,58,"angiogenesis",1.2785,3,0.0344827586206897,0.00745257452574526,0.5675,0.00299850074962519,0
"GO:0003417","growth plate cartilage development","3/203","19/11888",0.157894736842105,9.24656468758102,4.7414655287571,0.00388529785351961,0.0438043233141991,0.0347381837036605,"COL27A1/FOSL2/NPPC",3,"KO_heat_up","BP","with_iea",203,11888,19,9.24656468758102,TRUE,1,58,"angiogenesis",0.614,2,0.0204897551224388,0.00638297872340425,0.277,0.00299850074962519,0
"GO:0035136","forelimb morphogenesis","3/203","19/11888",0.157894736842105,9.24656468758102,4.7414655287571,0.00388529785351961,0.0438043233141991,0.0347381837036605,"ALDH1A2/CRABP2/WNT3",3,"KO_heat_up","BP","with_iea",203,11888,19,9.24656468758102,FALSE,29,2,"embryonic forelimb morphogenesis",0.548,2,0.0124937531234383,0.00231481481481481,0.2795,0.00199900049975012,0
"GO:0045649","regulation of macrophage differentiation","3/203","19/11888",0.157894736842105,9.24656468758102,4.7414655287571,0.00388529785351961,0.0438043233141991,0.0347381837036605,"CALCA/INHBA/ZBTB46",3,"KO_heat_up","BP","with_iea",203,11888,19,9.24656468758102,FALSE,12,28,"osteoclast differentiation",0.76,2,0.0364817591204398,0.014760147601476,0.277,0.00349825087456272,0
"GO:0060713","labyrinthine layer morphogenesis","3/203","19/11888",0.157894736842105,9.24656468758102,4.7414655287571,0.00388529785351961,0.0438043233141991,0.0347381837036605,"ADM/CCN1/SPINT1",3,"KO_heat_up","BP","with_iea",203,11888,19,9.24656468758102,FALSE,1,58,"angiogenesis",0.631,2,0.024487756121939,0.00521920668058455,0.268,0.00249875062468766,0
"GO:0071800","podosome assembly","3/203","19/11888",0.157894736842105,9.24656468758102,4.7414655287571,0.00388529785351961,0.0438043233141991,0.0347381837036605,"ASB2/CSF2/SH3PXD2B",3,"KO_heat_up","BP","with_iea",203,11888,19,9.24656468758102,TRUE,31,2,"podosome assembly",0.5185,2,0.0114942528735632,0.00600240096038415,0.2645,0.00149925037481259,0
"GO:0050769","positive regulation of neurogenesis","9/203","181/11888",0.0497237569060773,2.91190158669679,3.41626698416577,0.00388701056885731,0.0438043233141991,0.0347381837036605,"CRABP2/EGR2/LTA/PAK1/PLXNB2/SPINT1/TGM2/TP73/WNT3",9,"KO_heat_up","BP","with_iea",203,11888,181,2.91190158669679,FALSE,17,8,"positive regulation of cell development",6.534,11,0.195902048975512,0.1025,3.042,0.00349825087456272,0
"GO:0032612","interleukin-1 production","6/203","88/11888",0.0681818181818182,3.99283475145544,3.71409375471541,0.0039080456666618,0.0438043233141991,0.0347381837036605,"CALCA/CCL3/EGR1/IL1R2/S1PR3/SPHK1",6,"KO_heat_up","BP","with_iea",203,11888,88,3.99283475145544,TRUE,6,9,"positive regulation of cytokine production",3.4825,7,0.122438780609695,0.0512032770097286,1.451,0.00449775112443778,0
"GO:0032652","regulation of interleukin-1 production","6/203","88/11888",0.0681818181818182,3.99283475145544,3.71409375471541,0.0039080456666618,0.0438043233141991,0.0347381837036605,"CALCA/CCL3/EGR1/IL1R2/S1PR3/SPHK1",6,"KO_heat_up","BP","with_iea",203,11888,88,3.99283475145544,TRUE,6,9,"positive regulation of cytokine production",3.4825,7,0.122438780609695,0.0512032770097286,1.451,0.00449775112443778,0
"GO:0042098","T cell proliferation","9/203","182/11888",0.0494505494505494,2.89590212742922,3.39716890271728,0.00403029211798755,0.0450229612777871,0.0357046013137152,"CD40LG/CD70/CD80/IL1A/IL2/IL23A/SDC4/TNFSF14/TNFSF9",9,"KO_heat_up","BP","with_iea",203,11888,182,2.89590212742922,FALSE,8,20,"regulation of leukocyte activation",7.194,11,0.289855072463768,0.164164164164164,3.0495,0.00349825087456272,0
"GO:0051960","regulation of nervous system development","13/203","327/11888",0.0397553516819572,2.32813606303008,3.20987807977636,0.00405798010362326,0.0451806547323138,0.0358296571022254,"ANXA2/CRABP2/EGR2/LTA/PAK1/PARD3/PLXNB2/SEMA4A/SPINT1/SPP1/TGM2/TP73/WNT3",13,"KO_heat_up","BP","with_iea",203,11888,327,2.32813606303008,FALSE,1,58,"angiogenesis",11.3385,16,0.341829085457271,0.201,5.501,0.00249875062468766,0
"GO:0007517","muscle organ development","11/203","253/11888",0.0434782608695652,2.54615549368173,3.27642345756546,0.00413493438439946,0.0458839885522194,0.0363874225827153,"ASB2/EGR1/EGR2/EGR3/EOMES/HBEGF/KLF5/MAPK12/NEB/NR4A1/STRA6",11,"KO_heat_up","BP","with_iea",203,11888,253,2.54615549368173,FALSE,1,58,"angiogenesis",7.422,12,0.114942528735632,0.0525,4.253,0.00599700149925037,0
"GO:1902106","negative regulation of leukocyte differentiation","6/203","90/11888",0.0666666666666667,3.90410509031199,3.64501381595933,0.0043659438237626,0.0482864684030089,0.038292663437652,"CALCA/CCL3/IL2/INHBA/TNFRSF11B/ZBTB46",6,"KO_heat_up","BP","with_iea",203,11888,90,3.90410509031199,FALSE,12,28,"osteoclast differentiation",3.4315,6,0.116941529235382,0.0484536082474227,1.443,0.00249875062468766,0
"GO:0002449","lymphocyte mediated immunity","11/203","255/11888",0.0431372549019608,2.52618564667246,3.24714276167,0.0043861368581494,0.0483491708635077,0.0383423884288557,"C3/CD40LG/CD70/CD80/CLU/IGKC/IL2/IL23A/IL9/KLRC1/LTA",11,"KO_heat_up","BP","with_iea",203,11888,255,2.52618564667246,FALSE,22,5,"leukocyte mediated immunity",8.5335,13,0.217391304347826,0.1135,4.1655,0.00249875062468766,0
"GO:0010818","T cell chemotaxis","3/203","20/11888",0.15,8.78423645320197,4.59210743948161,0.00451399236931625,0.0487892227190059,0.0386913631655679,"CCL3/GPR183/TNFSF14",3,"KO_heat_up","BP","with_iea",203,11888,20,8.78423645320197,FALSE,4,27,"positive regulation of cell motility",0.729,2,0.0324837581209395,0.0102803738317757,0.3175,0.00549725137431284,0
"GO:0042104","positive regulation of activated T cell proliferation","3/203","20/11888",0.15,8.78423645320197,4.59210743948161,0.00451399236931625,0.0487892227190059,0.0386913631655679,"IL2/IL23A/TNFSF9",3,"KO_heat_up","BP","with_iea",203,11888,20,8.78423645320197,FALSE,8,20,"regulation of leukocyte activation",0.816,2,0.0369815092453773,0.00942587832047986,0.3035,0.00349825087456272,0
"GO:0048333","mesodermal cell differentiation","3/203","20/11888",0.15,8.78423645320197,4.59210743948161,0.00451399236931625,0.0487892227190059,0.0386913631655679,"INHBA/ITGA3/KDM6B",3,"KO_heat_up","BP","with_iea",203,11888,20,8.78423645320197,FALSE,1,58,"angiogenesis",0.7615,2,0.0364817591204398,0.00825688073394495,0.2975,0.00499750124937531,0
"GO:0061437","renal system vasculature development","3/203","20/11888",0.15,8.78423645320197,4.59210743948161,0.00451399236931625,0.0487892227190059,0.0386913631655679,"EGR1/NOTCH3/PDGFB",3,"KO_heat_up","BP","with_iea",203,11888,20,8.78423645320197,FALSE,1,58,"angiogenesis",0.794,2,0.0364817591204398,0.0133096716947649,0.3095,0.00399800099950025,0
"GO:0061440","kidney vasculature development","3/203","20/11888",0.15,8.78423645320197,4.59210743948161,0.00451399236931625,0.0487892227190059,0.0386913631655679,"EGR1/NOTCH3/PDGFB",3,"KO_heat_up","BP","with_iea",203,11888,20,8.78423645320197,FALSE,1,58,"angiogenesis",0.794,2,0.0364817591204398,0.0133096716947649,0.3095,0.00399800099950025,0
"GO:1904752","regulation of vascular associated smooth muscle cell migration","3/203","20/11888",0.15,8.78423645320197,4.59210743948161,0.00451399236931625,0.0487892227190059,0.0386913631655679,"NR4A3/PAK1/PDGFB",3,"KO_heat_up","BP","with_iea",203,11888,20,8.78423645320197,FALSE,4,27,"positive regulation of cell motility",0.6795,2,0.0294852573713143,0.00910010111223458,0.2595,0.00349825087456272,0
"GO:0042129","regulation of T cell proliferation","8/203","152/11888",0.0526315789473684,3.08218822919367,3.40526976641457,0.00454106149097764,0.0489229569691409,0.0387974185636924,"CD40LG/CD70/CD80/IL1A/IL2/IL23A/SDC4/TNFSF9",8,"KO_heat_up","BP","with_iea",203,11888,152,3.08218822919367,FALSE,8,20,"regulation of leukocyte activation",6.157,10,0.268865567216392,0.136636636636637,2.552,0.00449775112443778,0
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway","17/203","492/11888",0.0345528455284553,2.02346910168609,3.05598247219688,0.00456391842390328,0.0490105949457227,0.0388669181906602,"AREG/EFNA2/EGFR/EPHA2/EPN2/F3/FASLG/GPRC5A/HBEGF/MST1R/NR4A3/PAK1/PDGFA/PDGFB/PLAUR/RET/SPRY1",17,"KO_heat_up","BP","with_iea",203,11888,492,2.02346910168609,FALSE,7,26,"phospholipase C-activating G protein-coupled receptor signaling pathway",15.66,22,0.417291354322839,0.222,8.236,0.00549725137431284,0
"GO:0002292","T cell differentiation involved in immune response","6/203","91/11888",0.0659340659340659,3.8612028365723,3.6112149970747,0.00460919645015533,0.0490224120848789,0.038876289547636,"CD80/EOMES/GPR183/IL2/IL23A/SEMA4A",6,"KO_heat_up","BP","with_iea",203,11888,91,3.86120283657229,FALSE,12,28,"osteoclast differentiation",3.7445,7,0.166916541729135,0.0725229826353422,1.4735,0.00499750124937531,0
"GO:0007229","integrin-mediated signaling pathway","6/203","91/11888",0.0659340659340659,3.8612028365723,3.6112149970747,0.00460919645015533,0.0490224120848789,0.038876289547636,"CCN1/CD40LG/ITGA3/PLEK/SERPINE1/TIMP1",6,"KO_heat_up","BP","with_iea",203,11888,91,3.86120283657229,FALSE,7,26,"phospholipase C-activating G protein-coupled receptor signaling pathway",2.694,5,0.0464767616191904,0.0137420718816068,1.462,0.00199900049975012,0
"GO:0030216","keratinocyte differentiation","6/203","91/11888",0.0659340659340659,3.8612028365723,3.6112149970747,0.00460919645015533,0.0490224120848789,0.038876289547636,"CDKN1A/EPHA2/FOSL2/IRF6/PPL/TGM1",6,"KO_heat_up","BP","with_iea",203,11888,91,3.86120283657229,TRUE,1,58,"angiogenesis",2.71,6,0.0514742628685657,0.0160685591858597,1.458,0.00499750124937531,0
"GO:1902893","regulation of miRNA transcription","5/203","64/11888",0.078125,4.57512315270936,3.7797978617478,0.00466009909658555,0.0491493408701404,0.0389769480015532,"EGFR/EGR1/FOSL1/NOTCH3/PDGFB",5,"KO_heat_up","BP","with_iea",203,11888,64,4.57512315270936,FALSE,26,3,"positive regulation of miRNA transcription",2.6665,5,0.118940529735132,0.0437566702241195,1.0555,0.00499750124937531,0
"GO:0042311","vasodilation","4/203","40/11888",0.1,5.85615763546798,4.0548056293284,0.00466463275869277,0.0491493408701404,0.0389769480015532,"ADORA2A/ADORA2B/CALCA/GJA5",4,"KO_heat_up","BP","with_iea",203,11888,40,5.85615763546798,FALSE,21,11,"regulation of systemic arterial blood pressure",1.5805,4,0.0674662668665667,0.0255451713395639,0.623,0.00599700149925037,0
"GO:0045229","external encapsulating structure organization","10/203","221/11888",0.0452488687782805,2.64984508392216,3.26309334021078,0.00466542256382228,0.0491493408701404,0.0389769480015532,"ADAM8/ANXA2/APLP1/CCN1/COL27A1/CSGALNACT1/SH3PXD2B/SPINT1/TGM1/TNFRSF11B",10,"KO_heat_up","BP","with_iea",203,11888,221,2.64984508392216,TRUE,31,2,"podosome assembly",5.4805,10,0.0539730134932534,0.0215755143000502,3.6585,0.00399800099950025,0
"GO:0048018","receptor ligand activity","35/206","237/12055",0.147679324894515,8.6421080660358,15.6665622576532,3.62261245287259e-23,1.52149723020649e-20,1.36133962702686e-20,"ADM/AREG/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CD40LG/CD70/CD80/CLU/CSF2/FASLG/GDF6/GRP/HBEGF/HSPA1A/IL17F/IL1A/IL2/IL24/IL3/IL9/INHBA/LTA/NPPC/PDGFA/PDGFB/SEMA4A/TIMP1/TNFRSF11B/TNFSF11/TNFSF14/WNT3",35,"KO_heat_up","MF","no_iea",206,12055,237,8.6421080660358,TRUE,1,14,"receptor ligand activity",NA,NA,NA,NA,NA,NA,NA
"GO:0030546","signaling receptor activator activity","35/206","246/12055",0.142276422764228,8.32593338069303,15.3067261117686,1.30160677312924e-22,2.1341247948299e-20,1.90948007958465e-20,"ADM/AREG/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CD40LG/CD70/CD80/CLU/CSF2/FASLG/GDF6/GRP/HBEGF/HSPA1A/IL17F/IL1A/IL2/IL24/IL3/IL9/INHBA/LTA/NPPC/PDGFA/PDGFB/SEMA4A/TIMP1/TNFRSF11B/TNFSF11/TNFSF14/WNT3",35,"KO_heat_up","MF","no_iea",206,12055,246,8.32593338069303,TRUE,1,14,"receptor ligand activity",NA,NA,NA,NA,NA,NA,NA
