"arm","ontology","iea_variant","ID","cluster_id","Description","p.adjust","Count","cluster_size","cluster_representative","cluster_min_padj"
"KO_heat_up","BP","no_iea","GO:0061844",12,"antimicrobial humoral immune response mediated by antimicrobial peptide",0.0077906278439293,6,3,"humoral immune response",0.00377960105164424
"KO_heat_up","BP","no_iea","GO:0022407",14,"regulation of cell-cell adhesion",0.0077906278439293,16,6,"leukocyte cell-cell adhesion",0.0052970774543379
"KO_heat_up","BP","no_iea","GO:0002548",8,"monocyte chemotaxis",0.00809303072274552,5,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0050819",13,"negative regulation of coagulation",0.00809303072274552,5,8,"regulation of coagulation",0.00472440956403068
"KO_heat_up","BP","no_iea","GO:0050870",6,"positive regulation of T cell activation",0.00864216860235682,11,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0009187",16,"cyclic nucleotide metabolic process",0.0101536541748204,4,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0048146",1,"positive regulation of fibroblast proliferation",0.0101536541748204,4,12,"positive regulation of cell population proliferation",3.54181505661033e-08
"KO_heat_up","BP","no_iea","GO:0052652",16,"cyclic purine nucleotide metabolic process",0.0101536541748204,4,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0097192",5,"extrinsic apoptotic signaling pathway in absence of ligand",0.0101536541748204,5,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0042129",6,"regulation of T cell proliferation",0.010256019593718,8,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:1903532",17,"positive regulation of secretion by cell",0.0109527262355037,10,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0042060",2,"wound healing",0.0109527262355037,14,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0048260",17,"positive regulation of receptor-mediated endocytosis",0.0110945867231626,5,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0045765",3,"regulation of angiogenesis",0.0118949586693296,11,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0038034",5,"signal transduction in absence of ligand",0.0122696603478639,5,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0071345",15,"cellular response to cytokine stimulus",0.0122696603478639,19,5,"cytokine-mediated signaling pathway",0.00598191474428033
"KO_heat_up","BP","no_iea","GO:0007409",18,"axonogenesis",0.0122696603478639,12,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0097529",8,"myeloid leukocyte migration",0.0122696603478639,9,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0007610",9,"behavior",0.0123640118762465,10,5,"positive regulation of locomotion",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0050878",19,"regulation of body fluid levels",0.0127298669937357,11,5,"regulation of body fluid levels",0.0127298669937357
"KO_heat_up","BP","no_iea","GO:1903037",14,"regulation of leukocyte cell-cell adhesion",0.0130263251827082,13,6,"leukocyte cell-cell adhesion",0.0052970774543379
"KO_heat_up","BP","no_iea","GO:1901342",3,"regulation of vasculature development",0.0130263251827082,11,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0048858",18,"cell projection morphogenesis",0.0136189280580985,16,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0048667",18,"cell morphogenesis involved in neuron differentiation",0.013660334027702,14,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0001934",20,"positive regulation of protein phosphorylation",0.0137951730033575,11,6,"positive regulation of protein phosphorylation",0.0137951730033575
"KO_heat_up","BP","no_iea","GO:0061041",2,"regulation of wound healing",0.0140486541901626,7,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0030099",10,"myeloid cell differentiation",0.0140486541901626,13,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0051251",6,"positive regulation of lymphocyte activation",0.0140486541901626,12,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0051047",17,"positive regulation of secretion",0.0140931645050938,10,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0070372",5,"regulation of ERK1 and ERK2 cascade",0.0140931645050938,10,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0009611",2,"response to wounding",0.0150302008376914,15,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0045780",13,"positive regulation of bone resorption",0.0151295878591414,3,8,"regulation of coagulation",0.00472440956403068
"KO_heat_up","BP","no_iea","GO:0048245",8,"eosinophil chemotaxis",0.0151295878591414,3,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0048520",9,"positive regulation of behavior",0.0151295878591414,3,5,"positive regulation of locomotion",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0072497",10,"mesenchymal stem cell differentiation",0.0151295878591414,3,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0051897",5,"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.0158330513820947,9,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0006897",17,"endocytosis",0.0161557767353795,18,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0002274",6,"myeloid leukocyte activation",0.0172745045181264,9,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0007188",5,"adenylate cyclase-modulating G protein-coupled receptor signaling pathway",0.0186332020640912,9,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0048812",18,"neuron projection morphogenesis",0.0186332020640912,15,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0032604",7,"granulocyte macrophage colony-stimulating factor production",0.0186332020640912,3,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0032645",7,"regulation of granulocyte macrophage colony-stimulating factor production",0.0186332020640912,3,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0072210",3,"metanephric nephron development",0.0186332020640912,3,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0030193",19,"regulation of blood coagulation",0.0186332020640912,5,5,"regulation of body fluid levels",0.0127298669937357
"KO_heat_up","BP","no_iea","GO:0045670",10,"regulation of osteoclast differentiation",0.0186332020640912,5,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:1902895",16,"positive regulation of miRNA transcription",0.0186332020640912,5,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0033993",15,"response to lipid",0.0187588785694732,17,5,"cytokine-mediated signaling pathway",0.00598191474428033
"KO_heat_up","BP","no_iea","GO:0014910",8,"regulation of smooth muscle cell migration",0.0200752333503396,4,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:1900046",19,"regulation of hemostasis",0.0202502582230333,5,5,"regulation of body fluid levels",0.0127298669937357
"KO_heat_up","BP","no_iea","GO:0042327",20,"positive regulation of phosphorylation",0.0205487299251631,11,6,"positive regulation of protein phosphorylation",0.0137951730033575
"KO_heat_up","BP","no_iea","GO:0050729",2,"positive regulation of inflammatory response",0.0209033863615048,8,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0060284",10,"regulation of cell development",0.0209033863615048,18,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0045124",13,"regulation of bone resorption",0.0222415775495032,4,8,"regulation of coagulation",0.00472440956403068
"KO_heat_up","BP","no_iea","GO:0048247",8,"lymphocyte chemotaxis",0.0222415775495032,4,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0048259",17,"regulation of receptor-mediated endocytosis",0.0223060988489974,6,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0071800",21,"podosome assembly",0.0223094146499983,3,1,"podosome assembly",0.0223094146499983
"KO_heat_up","BP","no_iea","GO:0061564",18,"axon development",0.0223094146499983,12,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0050817",11,"coagulation",0.0228567594288369,9,8,"tissue remodeling",0.00288109648792928
"KO_heat_up","BP","no_iea","GO:0019730",12,"antimicrobial humoral response",0.0233810993549343,6,3,"humoral immune response",0.00377960105164424
"KO_heat_up","BP","no_iea","GO:0120039",18,"plasma membrane bounded cell projection morphogenesis",0.0241346896338834,15,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0070371",5,"ERK1 and ERK2 cascade",0.0243355085095055,10,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0043500",11,"muscle adaptation",0.0248508654779734,5,8,"tissue remodeling",0.00288109648792928
"KO_heat_up","BP","no_iea","GO:2000401",8,"regulation of lymphocyte migration",0.0270571731056652,5,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0050863",6,"regulation of T cell activation",0.0270571731056652,12,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0050795",9,"regulation of behavior",0.0271677386855867,4,5,"positive regulation of locomotion",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0070848",15,"response to growth factor",0.0275267016853882,16,5,"cytokine-mediated signaling pathway",0.00598191474428033
"KO_heat_up","BP","no_iea","GO:0042110",6,"T cell activation",0.0279138516538198,15,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0072678",8,"T cell migration",0.0285172063121675,5,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:2000630",16,"positive regulation of miRNA metabolic process",0.0285172063121675,5,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0001822",3,"kidney development",0.0285172063121675,7,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0000165",5,"MAPK cascade",0.0293095600217059,18,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0002762",10,"negative regulation of myeloid leukocyte differentiation",0.0293095600217059,4,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:2000403",8,"positive regulation of lymphocyte migration",0.0293095600217059,4,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:1903034",2,"regulation of response to wounding",0.0294043366567044,7,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0043408",5,"regulation of MAPK cascade",0.0294043366567044,16,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0150076",2,"neuroinflammatory response",0.0296275484391581,5,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0007369",3,"gastrulation",0.0296275484391581,6,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0042325",20,"regulation of phosphorylation",0.0296275484391581,15,6,"positive regulation of protein phosphorylation",0.0137951730033575
"KO_heat_up","BP","no_iea","GO:0050673",1,"epithelial cell proliferation",0.0296812751004112,10,12,"positive regulation of cell population proliferation",3.54181505661033e-08
"KO_heat_up","BP","no_iea","GO:0072001",3,"renal system development",0.0298277837956632,7,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0009190",16,"cyclic nucleotide biosynthetic process",0.0298277837956632,3,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0010755",7,"regulation of plasminogen activation",0.0298277837956632,3,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0014909",8,"smooth muscle cell migration",0.0307253585431978,4,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0046850",13,"regulation of bone remodeling",0.0307253585431978,4,8,"regulation of coagulation",0.00472440956403068
"KO_heat_up","BP","no_iea","GO:0070613",7,"regulation of protein processing",0.0307253585431978,4,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0001932",20,"regulation of protein phosphorylation",0.0318059411815374,14,6,"positive regulation of protein phosphorylation",0.0137951730033575
"KO_heat_up","BP","no_iea","GO:0022603",10,"regulation of anatomical structure morphogenesis",0.0318096633034247,18,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0043588",3,"skin development",0.0330580472110098,7,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0007169",5,"cell surface receptor protein tyrosine kinase signaling pathway",0.0330580472110098,16,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0003073",11,"regulation of systemic arterial blood pressure",0.0330580472110098,4,8,"tissue remodeling",0.00288109648792928
"KO_heat_up","BP","no_iea","GO:0030195",19,"negative regulation of blood coagulation",0.0330580472110098,4,5,"regulation of body fluid levels",0.0127298669937357
"KO_heat_up","BP","no_iea","GO:0045453",13,"bone resorption",0.0330580472110098,4,8,"regulation of coagulation",0.00472440956403068
"KO_heat_up","BP","no_iea","GO:1900047",19,"negative regulation of hemostasis",0.0330580472110098,4,5,"regulation of body fluid levels",0.0127298669937357
"KO_heat_up","BP","no_iea","GO:0008544",3,"epidermis development",0.0337245746829312,8,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0042104",6,"positive regulation of activated T cell proliferation",0.0338515930838596,3,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0035051",3,"cardiocyte differentiation",0.0340448364277125,5,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:1905954",9,"positive regulation of lipid localization",0.0340448364277125,5,5,"positive regulation of locomotion",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:1903557",7,"positive regulation of tumor necrosis factor superfamily cytokine production",0.0343382089927835,6,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0048008",5,"platelet-derived growth factor receptor signaling pathway",0.0357054707004086,4,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:1903317",7,"regulation of protein maturation",0.0357054707004086,4,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0048729",3,"tissue morphogenesis",0.0362357261763432,11,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0007507",3,"heart development",0.0372700238856202,11,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0002761",10,"regulation of myeloid leukocyte differentiation",0.0380326850889394,6,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0061061",10,"muscle structure development",0.0380326850889394,13,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0031639",7,"plasminogen activation",0.0384723857432902,3,8,"positive regulation of cytokine production",5.95847674337426e-05
"KO_heat_up","BP","no_iea","GO:0140353",17,"lipid export from cell",0.0384723857432902,3,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0003013",11,"circulatory system process",0.0384723857432902,13,8,"tissue remodeling",0.00288109648792928
"KO_heat_up","BP","no_iea","GO:0071363",15,"cellular response to growth factor stimulus",0.0393967621013654,15,5,"cytokine-mediated signaling pathway",0.00598191474428033
"KO_heat_up","BP","no_iea","GO:0042692",10,"muscle cell differentiation",0.0393967621013654,9,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0032940",17,"secretion by cell",0.0399842370239755,17,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0046887",17,"positive regulation of hormone secretion",0.0402435510607383,5,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:0150077",2,"regulation of neuroinflammatory response",0.0418028889746637,4,9,"inflammatory response",2.14153712188979e-06
"KO_heat_up","BP","no_iea","GO:0046649",6,"lymphocyte activation",0.042204760832553,18,18,"regulation of cell activation",4.79676610316781e-05
"KO_heat_up","BP","no_iea","GO:0046903",17,"secretion",0.042204760832553,18,9,"positive regulation of secretion by cell",0.0109527262355037
"KO_heat_up","BP","no_iea","GO:1902893",16,"regulation of miRNA transcription",0.0424817011501849,5,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0007229",5,"integrin-mediated signaling pathway",0.0424817011501849,6,23,"G protein-coupled receptor signaling pathway",1.53878935578828e-05
"KO_heat_up","BP","no_iea","GO:0010562",20,"positive regulation of phosphorus metabolic process",0.0424817011501849,11,6,"positive regulation of protein phosphorylation",0.0137951730033575
"KO_heat_up","BP","no_iea","GO:0045937",20,"positive regulation of phosphate metabolic process",0.0424817011501849,11,6,"positive regulation of protein phosphorylation",0.0137951730033575
"KO_heat_up","BP","no_iea","GO:0001707",3,"mesoderm formation",0.0424817011501849,3,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0045671",10,"negative regulation of osteoclast differentiation",0.0424817011501849,3,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0048332",3,"mesoderm morphogenesis",0.0424817011501849,3,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0030324",3,"lung development",0.0440801370654506,4,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0061614",16,"miRNA transcription",0.0440801370654506,5,7,"cyclic nucleotide metabolic process",0.0101536541748204
"KO_heat_up","BP","no_iea","GO:0008015",11,"blood circulation",0.0440801370654506,11,8,"tissue remodeling",0.00288109648792928
"KO_heat_up","BP","no_iea","GO:0007411",18,"axon guidance",0.0440801370654506,7,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:0003012",11,"muscle system process",0.0440801370654506,10,8,"tissue remodeling",0.00288109648792928
"KO_heat_up","BP","no_iea","GO:0097485",18,"neuron projection guidance",0.0460500900020243,7,8,"axonogenesis",0.0122696603478639
"KO_heat_up","BP","no_iea","GO:1902105",10,"regulation of leukocyte differentiation",0.0462419855351243,10,15,"osteoclast differentiation",0.000220917457865586
"KO_heat_up","BP","no_iea","GO:0014812",8,"muscle cell migration",0.0462419855351243,4,18,"positive regulation of cell motility",0.00020446119781434
"KO_heat_up","BP","no_iea","GO:0030323",3,"respiratory tube development",0.0462419855351243,4,23,"tube development",6.26032358030719e-06
"KO_heat_up","BP","no_iea","GO:0048144",1,"fibroblast proliferation",0.0462419855351243,4,12,"positive regulation of cell population proliferation",3.54181505661033e-08
"KO_heat_up","BP","no_iea","GO:0048145",1,"regulation of fibroblast proliferation",0.0462419855351243,4,12,"positive regulation of cell population proliferation",3.54181505661033e-08
"KO_heat_up","BP","no_iea","GO:2000351",22,"regulation of endothelial cell apoptotic process",0.0462419855351243,4,1,"regulation of endothelial cell apoptotic process",0.0462419855351243
"Interaction_up","BP","no_iea","GO:0051607",1,"defense response to virus",3.05969700632595e-08,6,3,"defense response to virus",3.05969700632595e-08
"Interaction_up","BP","no_iea","GO:0009615",1,"response to virus",1.25915096018152e-07,6,3,"defense response to virus",3.05969700632595e-08
"Interaction_up","BP","no_iea","GO:0016032",2,"viral process",0.000451001652486345,4,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:1903900",2,"regulation of viral life cycle",0.000682450249653629,3,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0050792",2,"regulation of viral process",0.00103185797163963,3,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0030224",3,"monocyte differentiation",0.00196782407547294,2,5,"monocyte differentiation",0.00196782407547294
"Interaction_up","BP","no_iea","GO:0019058",2,"viral life cycle",0.00284672971876809,3,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0035456",4,"response to interferon-beta",0.00284672971876809,2,2,"response to interferon-beta",0.00284672971876809
"Interaction_up","BP","no_iea","GO:0045071",2,"negative regulation of viral genome replication",0.00460495631143336,2,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0002218",5,"activation of innate immune response",0.00801589883334708,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0048525",2,"negative regulation of viral process",0.00835861411887878,2,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0045069",2,"regulation of viral genome replication",0.00875507487147518,2,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0045089",5,"positive regulation of innate immune response",0.00958558285487803,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0002833",5,"positive regulation of response to biotic stimulus",0.0103792565870299,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0001819",6,"positive regulation of cytokine production",0.0103792565870299,3,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:0032481",6,"positive regulation of type I interferon production",0.0103792565870299,2,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:0019079",2,"viral genome replication",0.0113201482884096,2,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0045088",5,"regulation of innate immune response",0.0113926618025172,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0031349",5,"positive regulation of defense response",0.0134407749422415,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0002831",5,"regulation of response to biotic stimulus",0.0148435475799567,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0002253",5,"activation of immune response",0.0150608834784901,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0032479",6,"regulation of type I interferon production",0.0150608834784901,2,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:0032606",6,"type I interferon production",0.0150608834784901,2,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:0032103",5,"positive regulation of response to external stimulus",0.0169406960953291,3,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0002573",3,"myeloid leukocyte differentiation",0.0220381384269772,2,5,"monocyte differentiation",0.00196782407547294
"Interaction_up","BP","no_iea","GO:0062207",7,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939,2,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:0002753",7,"cytoplasmic pattern recognition receptor signaling pathway",0.032379560228876,2,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:0033032",8,"regulation of myeloid cell apoptotic process",0.0372736954983393,1,4,"regulation of myeloid cell apoptotic process",0.0372736954983393
"Interaction_up","BP","no_iea","GO:0039530",1,"MDA-5 signaling pathway",0.0372736954983393,1,3,"defense response to virus",3.05969700632595e-08
"Interaction_up","BP","no_iea","GO:0006925",8,"inflammatory cell apoptotic process",0.039245337797516,1,4,"regulation of myeloid cell apoptotic process",0.0372736954983393
"Interaction_up","BP","no_iea","GO:0050907",9,"detection of chemical stimulus involved in sensory perception",0.039245337797516,1,2,"detection of chemical stimulus involved in sensory perception",0.039245337797516
"Interaction_up","BP","no_iea","GO:0050909",9,"sensory perception of taste",0.039245337797516,1,2,"detection of chemical stimulus involved in sensory perception",0.039245337797516
"Interaction_up","BP","no_iea","GO:0033028",8,"myeloid cell apoptotic process",0.039245337797516,1,4,"regulation of myeloid cell apoptotic process",0.0372736954983393
"Interaction_up","BP","no_iea","GO:0045655",3,"regulation of monocyte differentiation",0.039245337797516,1,5,"monocyte differentiation",0.00196782407547294
"Interaction_up","BP","no_iea","GO:0046597",2,"host-mediated suppression of symbiont invasion",0.039245337797516,1,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0002756",7,"MyD88-independent toll-like receptor signaling pathway",0.039245337797516,1,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:0141086",10,"negative regulation of inflammasome-mediated signaling pathway",0.039245337797516,1,1,"negative regulation of inflammasome-mediated signaling pathway",0.039245337797516
"Interaction_up","BP","no_iea","GO:0043392",11,"negative regulation of DNA binding",0.039245337797516,1,1,"negative regulation of DNA binding",0.039245337797516
"Interaction_up","BP","no_iea","GO:0044790",2,"suppression of viral release by host",0.039245337797516,1,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0002221",7,"pattern recognition receptor signaling pathway",0.039245337797516,2,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:0030099",3,"myeloid cell differentiation",0.039245337797516,2,5,"monocyte differentiation",0.00196782407547294
"Interaction_up","BP","no_iea","GO:0002758",5,"innate immune response-activating signaling pathway",0.039245337797516,2,9,"activation of innate immune response",0.00801589883334708
"Interaction_up","BP","no_iea","GO:0002755",7,"MyD88-dependent toll-like receptor signaling pathway",0.039245337797516,1,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:0046596",2,"regulation of viral entry into host cell",0.039245337797516,1,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0031664",7,"regulation of lipopolysaccharide-mediated signaling pathway",0.0431473593137593,1,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:0032727",6,"positive regulation of interferon-alpha production",0.0458775107524034,1,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:2000107",8,"negative regulation of leukocyte apoptotic process",0.0458775107524034,1,4,"regulation of myeloid cell apoptotic process",0.0372736954983393
"Interaction_up","BP","no_iea","GO:0052372",2,"modulation by symbiont of entry into host",0.0471555168418438,1,12,"viral process",0.000451001652486345
"Interaction_up","BP","no_iea","GO:0035458",4,"cellular response to interferon-beta",0.0483802156592296,1,2,"response to interferon-beta",0.00284672971876809
"Interaction_up","BP","no_iea","GO:0030522",7,"intracellular receptor signaling pathway",0.0487696990619017,2,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_up","BP","no_iea","GO:1903131",3,"mononuclear cell differentiation",0.0487696990619017,2,5,"monocyte differentiation",0.00196782407547294
"Interaction_up","BP","no_iea","GO:0032607",6,"interferon-alpha production",0.0487696990619017,1,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:0032647",6,"regulation of interferon-alpha production",0.0487696990619017,1,7,"positive regulation of cytokine production",0.0103792565870299
"Interaction_up","BP","no_iea","GO:0034121",7,"regulation of toll-like receptor signaling pathway",0.0498479967253243,1,8,"regulation of pattern recognition receptor signaling pathway",0.0245097224722939
"Interaction_fdrOnly_up","BP","no_iea","GO:0009615",1,"response to virus",2.08975840573322e-11,11,10,"response to virus",2.08975840573322e-11
"Interaction_fdrOnly_up","BP","no_iea","GO:0051607",1,"defense response to virus",2.08975840573322e-11,10,10,"response to virus",2.08975840573322e-11
"Interaction_fdrOnly_up","BP","no_iea","GO:0050792",2,"regulation of viral process",2.11085360047821e-06,6,16,"regulation of viral process",2.11085360047821e-06
