"arm","go_id","go_term","ontology","probe_source","status","term_size_in_universe","k_arm","expected_k","pvalue","p_adjust","tested","enriched","p_matched","frac_matched_reaching_q","genes_hit","probe_pattern"
"KO_heat_up","GO:0051082","unfolded protein binding","MF","configured_id","tested",97,2,1.6549387755102,0.495223198949607,NA,TRUE,FALSE,NA,NA,"CLU/HSPA1A","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"KO_heat_up","GO:0051087","protein-folding chaperone binding","MF","configured_id","tested",118,1,2.01322448979592,0.870028619398947,NA,TRUE,FALSE,NA,NA,"CLU","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"KO_heat_up","GO:0044183","protein folding chaperone","MF","configured_id","tested",64,2,1.09191836734694,0.298365081126407,NA,TRUE,FALSE,NA,NA,"HSPA1A/HSPH1","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0009408","response to heat","BP","configured_id","no_arm_gene_in_term",82,0,0.0482839838492598,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0034605","cellular response to heat","BP","configured_id","no_arm_gene_in_term",54,0,0.0317967698519515,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0009266","response to temperature stimulus","BP","configured_id","no_arm_gene_in_term",130,0,0.0765477792732167,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0031649","heat generation","BP","configured_id","no_arm_gene_in_term",14,0,0.0082436069986541,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0006986","response to unfolded protein","BP","configured_id","no_arm_gene_in_term",135,0,0.0794919246298789,1,NA,FALSE,NA,1,0.00598802395209581,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0035966","response to topologically incorrect protein","BP","configured_id","no_arm_gene_in_term",154,0,0.0906796769851951,1,NA,FALSE,NA,1,0.00497512437810945,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0006457","protein folding","BP","configured_id","no_arm_gene_in_term",193,0,0.11364401076716,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0042026","protein refolding","BP","configured_id","no_arm_gene_in_term",23,0,0.013543068640646,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0006458","'de novo' protein folding","BP","configured_id","no_arm_gene_in_term",10,0,0.00588829071332436,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0034975","protein folding in endoplasmic reticulum","BP","configured_id","below_min_gs_size",9,0,0.00529946164199193,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0034976","response to endoplasmic reticulum stress","BP","configured_id","no_arm_gene_in_term",254,0,0.149562584118439,1,NA,FALSE,NA,1,0.0032258064516129,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0030968","endoplasmic reticulum unfolded protein response","BP","configured_id","no_arm_gene_in_term",87,0,0.0512281292059219,1,NA,FALSE,NA,1,0.0087719298245614,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","BP","configured_id","no_arm_gene_in_term",32,0,0.018842530282638,1,NA,FALSE,NA,1,0.0188679245283019,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0010498","proteasomal protein catabolic process","BP","configured_id","above_max_gs_size",575,0,0.338576716016151,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0031072","heat shock protein binding","MF","configured_id","no_arm_gene_in_term",112,0,0.064,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0051082","unfolded protein binding","MF","configured_id","no_arm_gene_in_term",97,0,0.0554285714285714,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0051087","protein-folding chaperone binding","MF","configured_id","no_arm_gene_in_term",118,0,0.0674285714285714,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_up","GO:0044183","protein folding chaperone","MF","configured_id","no_arm_gene_in_term",64,0,0.0365714285714286,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0009408","response to heat","BP","configured_id","no_arm_gene_in_term",82,0,0.117261103633917,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0034605","cellular response to heat","BP","configured_id","no_arm_gene_in_term",54,0,0.0772207267833109,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0009266","response to temperature stimulus","BP","configured_id","no_arm_gene_in_term",130,0,0.185901749663526,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0031649","heat generation","BP","configured_id","no_arm_gene_in_term",14,0,0.0200201884253028,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0006986","response to unfolded protein","BP","configured_id","tested",135,1,0.193051816958277,0.176579161766865,0.234845837312103,TRUE,FALSE,0.246376811594203,0,"EIF2AK2","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0035966","response to topologically incorrect protein","BP","configured_id","tested",154,1,0.220222072678331,0.198933408479199,0.25188690570028,TRUE,FALSE,0.294352823588206,0,"EIF2AK2","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0006457","protein folding","BP","configured_id","no_arm_gene_in_term",193,0,0.275992597577389,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0042026","protein refolding","BP","configured_id","no_arm_gene_in_term",23,0,0.0328903095558546,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0006458","'de novo' protein folding","BP","configured_id","no_arm_gene_in_term",10,0,0.014300134589502,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0034975","protein folding in endoplasmic reticulum","BP","configured_id","below_min_gs_size",9,0,0.0128701211305518,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0034976","response to endoplasmic reticulum stress","BP","configured_id","tested",254,1,0.363223418573351,0.307474295355333,0.340348905550558,TRUE,FALSE,0.424287856071964,0,"EIF2AK2","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0030968","endoplasmic reticulum unfolded protein response","BP","configured_id","tested",87,1,0.124411170928668,0.117461673325841,0.183490424603681,TRUE,FALSE,0.182408795602199,0,"EIF2AK2","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","BP","configured_id","no_arm_gene_in_term",32,0,0.0457604306864065,1,NA,FALSE,NA,1,0,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0010498","proteasomal protein catabolic process","BP","configured_id","above_max_gs_size",575,1,0.822257738896366,0.569750794396856,NA,FALSE,NA,NA,NA,"IFI27","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0031072","heat shock protein binding","MF","configured_id","no_arm_gene_in_term",112,0,0.164571428571429,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0051082","unfolded protein binding","MF","configured_id","no_arm_gene_in_term",97,0,0.142530612244898,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0051087","protein-folding chaperone binding","MF","configured_id","no_arm_gene_in_term",118,0,0.173387755102041,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"Interaction_fdrOnly_up","GO:0044183","protein folding chaperone","MF","configured_id","no_arm_gene_in_term",64,0,0.0940408163265306,1,NA,FALSE,NA,NA,NA,"","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"WT_heat_up","GO:0031649","heat generation","BP","name_sweep","tested",14,3,0.221399730820996,0.00124595630585344,0.0185625437248165,TRUE,TRUE,0.0114942528735632,0.0282776349614396,"IL1A/PTGS2/TNFSF11","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
"WT_heat_up","GO:0001659","temperature homeostasis","BP","name_sweep","tested",143,8,2.2614401076716,0.00194842793832013,0.0245706249749957,TRUE,TRUE,0.101449275362319,0.0967254408060453,"EGR1/GATM/IGF2BP2/IL1A/KDM6B/NPR3/PTGS2/TNFSF11","chaperon|unfolded|misfold|refold|protein folding|heat|thermogen|temperature|proteostas|proteasom|heat shock"
