signature,gene_symbol,source_contrast,gate,logFC,t,adj_P_Val,rank_within_signature,human_symbol,mapping_type,mapped_to_human
WT_heat_up,Gja5,WT_heat,fdr_logfc,1.80414773,29.281472,4.3442333e-19,1,GJA5,one2one,TRUE
WT_heat_up,Il1rn,WT_heat,fdr_logfc,1.88807746,25.3819625,3.85019562e-15,2,IL1RN,one2one,TRUE
WT_heat_up,Timp1,WT_heat,fdr_logfc,2.13418596,24.92499,1.0585101399999999e-17,3,TIMP1,one2one,TRUE
WT_heat_up,Sdc1,WT_heat,fdr_logfc,1.4931637,22.8929997,9.26684149e-17,4,SDC1,one2one,TRUE
WT_heat_up,Hsph1,WT_heat,fdr_logfc,1.02384685,22.7729697,4.98867215e-16,5,HSPH1,one2one,TRUE
WT_heat_up,Fam83g,WT_heat,fdr_logfc,1.62350864,20.740017,1.64888161e-14,6,FAM83G,one2one,TRUE
WT_heat_up,Gap43,WT_heat,fdr_logfc,1.89427402,20.3581775,1.0499846e-11,7,GAP43,one2one,TRUE
WT_heat_up,Plek2,WT_heat,fdr_logfc,1.85237508,19.4931247,2.3655634600000003e-15,8,PLEK2,one2one,TRUE
WT_heat_up,C3,WT_heat,fdr_logfc,1.66690396,19.1710302,8.856862690000001e-15,9,C3,one2one,TRUE
WT_heat_up,Plek,WT_heat,fdr_logfc,1.15530703,19.1630411,4.7024711e-13,10,PLEK,one2one,TRUE
WT_heat_up,Crabp2,WT_heat,fdr_logfc,1.54090383,18.7732146,1.94514729e-12,11,CRABP2,one2one,TRUE
WT_heat_up,Ophn1,WT_heat,fdr_logfc,1.84959845,17.9501728,1.1954099e-14,12,OPHN1,one2one,TRUE
WT_heat_up,Idi2,WT_heat,fdr_logfc,1.98855539,17.7332953,9.70588999e-12,13,IDI2,many2one,TRUE
WT_heat_up,Fah,WT_heat,fdr_logfc,1.25260085,17.0403144,3.90061305e-14,14,FAH,one2one,TRUE
WT_heat_up,Itga3,WT_heat,fdr_logfc,1.76789721,16.7832586,1.63956854e-10,15,ITGA3,one2one,TRUE
WT_heat_up,Ttc39c,WT_heat,fdr_logfc,1.24990735,16.6888195,5.20029996e-13,16,TTC39C,one2one,TRUE
WT_heat_up,Rpl10a-ps2,WT_heat,fdr_logfc,2.03682742,16.6281416,6.69020579e-14,17,NA,NA,FALSE
WT_heat_up,Slc4a11,WT_heat,fdr_logfc,1.33679051,16.5672892,2.01413802e-10,18,SLC4A11,one2one,TRUE
WT_heat_up,Il17f,WT_heat,fdr_logfc,1.61508516,16.2324957,1.00502834e-11,19,IL17F,one2one,TRUE
WT_heat_up,Epcam,WT_heat,fdr_logfc,1.13042729,16.2298958,6.67096177e-12,20,EPCAM,one2one,TRUE
WT_heat_up,Klrc1,WT_heat,fdr_logfc,1.32088664,16.1326895,3.53139476e-13,21,KLRC1,many2one,TRUE
WT_heat_up,Adora2a,WT_heat,fdr_logfc,1.15534483,16.0540334,3.88457859e-13,22,ADORA2A,one2one,TRUE
WT_heat_up,B3gnt5,WT_heat,fdr_logfc,1.08927805,15.9705185,4.4732976e-12,23,B3GNT5,one2one,TRUE
WT_heat_up,Ptpn5,WT_heat,fdr_logfc,1.15918281,15.9470768,3.97256534e-13,24,PTPN5,one2one,TRUE
WT_heat_up,Upp1,WT_heat,fdr_logfc,1.47522041,15.6588216,7.64981491e-12,25,UPP1,one2one,TRUE
WT_heat_up,Spp1,WT_heat,fdr_logfc,1.44437934,15.3649512,4.6933634e-10,26,SPP1,one2one,TRUE
WT_heat_up,Plk2,WT_heat,fdr_logfc,1.92048312,15.2155896,8.94835408e-10,27,PLK2,one2one,TRUE
WT_heat_up,Gm9745,WT_heat,fdr_logfc,1.97698543,15.186698,9.18958795e-13,28,IDI2,many2one,TRUE
WT_heat_up,Lta,WT_heat,fdr_logfc,1.2689511,15.1206149,1.46279852e-9,29,LTA,one2one,TRUE
WT_heat_up,Tanc2,WT_heat,fdr_logfc,1.10511958,14.8990566,5.75047675e-13,30,TANC2,one2one,TRUE
WT_heat_up,Ptger2,WT_heat,fdr_logfc,1.3007786,14.8694943,1.78444752e-10,31,PTGER2,one2one,TRUE
WT_heat_up,Dennd3,WT_heat,fdr_logfc,1.0739745,14.8657713,5.91245082e-13,32,DENND3,one2one,TRUE
WT_heat_up,Pik3ap1,WT_heat,fdr_logfc,1.13003874,14.780039,9.05402726e-12,33,PIK3AP1,one2one,TRUE
WT_heat_up,Neb,WT_heat,fdr_logfc,1.10200833,14.7476381,9.15104382e-11,34,NEB,one2one,TRUE
WT_heat_up,Rab34,WT_heat,fdr_logfc,1.197061,14.7360871,6.81506082e-13,35,RAB34,one2one,TRUE
WT_heat_up,Procr,WT_heat,fdr_logfc,1.28005113,14.7160881,1.96084556e-12,36,PROCR,one2one,TRUE
WT_heat_up,Trpm6,WT_heat,fdr_logfc,1.66990339,14.3216046,1.25758169e-12,37,TRPM6,one2one,TRUE
WT_heat_up,Aldh1a2,WT_heat,fdr_logfc,2.11956384,14.0785744,1.97800492e-11,38,ALDH1A2,one2one,TRUE
WT_heat_up,1110002J07Rik,WT_heat,fdr_logfc,1.69527741,14.0770766,3.97492771e-12,39,NA,NA,FALSE
WT_heat_up,Fosl2,WT_heat,fdr_logfc,1.58162969,14.0408527,3.38789278e-9,40,FOSL2,one2one,TRUE
WT_heat_up,Tmeff2,WT_heat,fdr_logfc,1.05470013,13.9834276,2.07975233e-12,41,TMEFF2,one2one,TRUE
WT_heat_up,Cd200,WT_heat,fdr_logfc,1.15619247,13.9359196,1.15872711e-9,42,CD200,one2one,TRUE
WT_heat_up,Gatm,WT_heat,fdr_logfc,1.51279395,13.8392858,2.18855883e-9,43,GATM,one2one,TRUE
WT_heat_up,Slc41a1,WT_heat,fdr_logfc,1.29529757,13.8141578,3.09294733e-9,44,SLC41A1,one2one,TRUE
WT_heat_up,A530013C23Rik,WT_heat,fdr_logfc,1.43853281,13.809578,2.73163203e-12,45,NA,NA,FALSE
WT_heat_up,Ehd2,WT_heat,fdr_logfc,1.72277903,13.7916964,2.8047944e-12,46,EHD2,one2one,TRUE
WT_heat_up,Tnfsf11,WT_heat,fdr_logfc,1.41870356,13.7344989,4.8491871e-9,47,TNFSF11,one2one,TRUE
WT_heat_up,Epha2,WT_heat,fdr_logfc,1.99725017,13.7154285,9.12791434e-12,48,EPHA2,one2one,TRUE
WT_heat_up,Srxn1,WT_heat,fdr_logfc,1.53436739,13.7020738,1.09943316e-10,49,SRXN1,one2one,TRUE
WT_heat_up,Ebf1,WT_heat,fdr_logfc,2.65979585,13.6777252,3.99294708e-10,50,EBF1,one2one,TRUE
WT_heat_up,Irf6,WT_heat,fdr_logfc,1.23483743,13.6765722,3.36302278e-12,51,IRF6,one2one,TRUE
WT_heat_up,Hspa1b,WT_heat,fdr_logfc,1.87043645,13.6570975,3.25248406e-11,52,HSPA1A,many2one,TRUE
WT_heat_up,Zbtb32,WT_heat,fdr_logfc,1.5125029,13.4662279,6.62730484e-9,53,ZBTB32,one2one,TRUE
WT_heat_up,Asb2,WT_heat,fdr_logfc,1.29259916,13.3971845,5.21730943e-12,54,ASB2,one2one,TRUE
WT_heat_up,Olr1,WT_heat,fdr_logfc,1.3199255,13.3842766,5.31185066e-12,55,OLR1,one2one,TRUE
WT_heat_up,Igkc,WT_heat,fdr_logfc,1.55819317,13.3537268,5.46892904e-12,56,IGKC,one2one,TRUE
WT_heat_up,Fasl,WT_heat,fdr_logfc,1.09224048,13.3110141,1.47429097e-11,57,FASLG,one2one,TRUE
WT_heat_up,Actbl2,WT_heat,fdr_logfc,1.47521881,13.2609115,6.23949239e-12,58,ACTBL2,one2one,TRUE
WT_heat_up,Adora2b,WT_heat,fdr_logfc,1.54826077,13.2383987,4.45352233e-10,59,ADORA2B,one2one,TRUE
WT_heat_up,Gfpt2,WT_heat,fdr_logfc,1.61992496,13.2340285,1.33904821e-9,60,GFPT2,one2one,TRUE
WT_heat_up,Cystm1,WT_heat,fdr_logfc,1.03575015,13.2335708,6.53908221e-12,61,CYSTM1,one2one,TRUE
WT_heat_up,Ildr1,WT_heat,fdr_logfc,1.37620259,13.1943965,6.89732064e-12,62,ILDR1,one2one,TRUE
WT_heat_up,Scn9a,WT_heat,fdr_logfc,1.48097483,13.1902498,6.91501247e-12,63,SCN9A,one2one,TRUE
WT_heat_up,Npr3,WT_heat,fdr_logfc,1.76500236,13.0782559,8.17238848e-12,64,NPR3,one2one,TRUE
WT_heat_up,Gm44851,WT_heat,fdr_logfc,1.19067462,13.0584277,8.42006369e-12,65,NA,NA,FALSE
WT_heat_up,Syt15,WT_heat,fdr_logfc,1.62761032,12.6987225,1.43593167e-11,66,SYT15,one2one,TRUE
WT_heat_up,Tex15,WT_heat,fdr_logfc,1.2147474,12.6596265,5.4995234e-11,67,TEX15,one2one,TRUE
WT_heat_up,Fam160a1,WT_heat,fdr_logfc,1.48039253,12.6119931,1.63812183e-11,68,FHIP1A,one2one,TRUE
WT_heat_up,Plxnb2,WT_heat,fdr_logfc,1.17854571,12.5706999,5.95003276e-11,69,PLXNB2,one2one,TRUE
WT_heat_up,Bcam,WT_heat,fdr_logfc,1.62712277,12.4965507,4.89011907e-10,70,BCAM,one2one,TRUE
WT_heat_up,Pak1,WT_heat,fdr_logfc,1.28274982,12.3992924,7.01134919e-11,71,PAK1,one2one,TRUE
WT_heat_up,Nab2,WT_heat,fdr_logfc,1.0536902,12.394841,6.55590395e-9,72,NAB2,one2one,TRUE
WT_heat_up,Cdkn1a,WT_heat,fdr_logfc,1.10873075,12.3278744,1.57565678e-8,73,CDKN1A,one2one,TRUE
WT_heat_up,Pxdc1,WT_heat,fdr_logfc,1.58686835,12.3171378,2.66058591e-11,74,PXDC1,one2one,TRUE
WT_heat_up,Cd80,WT_heat,fdr_logfc,1.49636491,12.2276356,1.9903593e-8,75,CD80,one2one,TRUE
WT_heat_up,Pla1a,WT_heat,fdr_logfc,1.44832012,12.1592977,3.5830414e-11,76,PLA1A,one2one,TRUE
WT_heat_up,Sphk1,WT_heat,fdr_logfc,1.52375738,12.1468456,8.61916265e-9,77,SPHK1,one2one,TRUE
WT_heat_up,Dmwd,WT_heat,fdr_logfc,1.07339349,12.0336728,4.26303414e-11,78,DMWD,one2one,TRUE
WT_heat_up,Epn2,WT_heat,fdr_logfc,1.28408152,11.9730513,4.7183715e-11,79,EPN2,one2one,TRUE
WT_heat_up,Dagla,WT_heat,fdr_logfc,1.52806845,11.9402849,5.01526179e-11,80,DAGLA,one2one,TRUE
WT_heat_up,Gm36070,WT_heat,fdr_logfc,1.19752909,11.9316213,5.05647809e-11,81,NA,NA,FALSE
WT_heat_up,Batf3,WT_heat,fdr_logfc,2.147064,11.6717265,2.16770973e-8,82,BATF3,one2one,TRUE
WT_heat_up,Slc13a3,WT_heat,fdr_logfc,1.61077356,11.6532826,8.13305979e-11,83,SLC13A3,one2one,TRUE
WT_heat_up,Inhba,WT_heat,fdr_logfc,2.23446328,11.5059619,5.49612385e-8,84,INHBA,one2one,TRUE
WT_heat_up,Gprc5a,WT_heat,fdr_logfc,1.35503218,11.4846811,1.09943316e-10,85,GPRC5A,one2one,TRUE
WT_heat_up,Tnfsf14,WT_heat,fdr_logfc,2.0285243,11.452361,5.36143617e-8,86,TNFSF14,one2one,TRUE
WT_heat_up,Pla2g4c,WT_heat,fdr_logfc,1.15991042,11.4126183,1.25359125e-10,87,PLA2G4C,one2one,TRUE
WT_heat_up,Gprin2,WT_heat,fdr_logfc,1.32281711,11.3983554,1.92399796e-8,88,GPRIN2,one2one,TRUE
WT_heat_up,Il9,WT_heat,fdr_logfc,2.1273917,11.3668218,2.7525543e-8,89,IL9,one2one,TRUE
WT_heat_up,Tnfrsf11b,WT_heat,fdr_logfc,1.27260653,11.316083,1.4956939e-10,90,TNFRSF11B,one2one,TRUE
WT_heat_up,Nr4a2,WT_heat,fdr_logfc,1.11235332,11.3118744,3.07595185e-8,91,NR4A2,one2one,TRUE
WT_heat_up,Oaf,WT_heat,fdr_logfc,1.35278469,11.2743848,1.6309946e-10,92,OAF,one2one,TRUE
WT_heat_up,Ccl22,WT_heat,fdr_logfc,2.03099062,11.257838,6.86845206e-9,93,CCL22,one2one,TRUE
WT_heat_up,Egfr,WT_heat,fdr_logfc,1.38787728,11.2511947,1.67912638e-10,94,EGFR,one2one,TRUE
WT_heat_up,Sh3pxd2b,WT_heat,fdr_logfc,1.31872468,11.2436676,1.70211663e-10,95,SH3PXD2B,one2one,TRUE
WT_heat_up,Serpine1,WT_heat,fdr_logfc,1.38604551,11.2113044,1.78444752e-10,96,SERPINE1,one2one,TRUE
WT_heat_up,Gdf6,WT_heat,fdr_logfc,1.20654846,11.1461846,2.01226627e-10,97,GDF6,one2one,TRUE
WT_heat_up,Dab2,WT_heat,fdr_logfc,1.04605552,11.0748139,3.41376023e-10,98,DAB2,one2one,TRUE
WT_heat_up,Il2,WT_heat,fdr_logfc,1.84156805,11.0574612,4.24523334e-10,99,IL2,one2one,TRUE
WT_heat_up,Ccl4,WT_heat,fdr_logfc,2.79666682,11.0280306,9.37187495e-8,100,CCL4,one2one,TRUE
WT_heat_up,Cd70,WT_heat,fdr_logfc,1.44301924,10.9231447,3.01572753e-10,101,CD70,one2one,TRUE
WT_heat_up,F3,WT_heat,fdr_logfc,2.14695316,10.8903537,9.29381672e-9,102,F3,one2one,TRUE
WT_heat_up,Adam8,WT_heat,fdr_logfc,1.34234269,10.8421089,5.23134761e-10,103,ADAM8,one2one,TRUE
WT_heat_up,Grp,WT_heat,fdr_logfc,1.01408214,10.8410735,3.49155049e-10,104,GRP,one2one,TRUE
WT_heat_up,Uap1,WT_heat,fdr_logfc,1.04497428,10.8131867,9.7292888e-8,105,UAP1,one2one,TRUE
WT_heat_up,Hspa1a,WT_heat,fdr_logfc,1.40485507,10.8117413,3.69976629e-10,106,HSPA1A,many2one,TRUE
WT_heat_up,Nr4a3,WT_heat,fdr_logfc,1.2008583,10.7986447,1.19839508e-7,107,NR4A3,one2one,TRUE
WT_heat_up,Mocos,WT_heat,fdr_logfc,1.3163361,10.7735066,4.21760312e-10,108,MOCOS,one2one,TRUE
WT_heat_up,Igf2bp2,WT_heat,fdr_logfc,1.01722618,10.7630943,1.83023636e-8,109,IGF2BP2,one2one,TRUE
WT_heat_up,Tgm1,WT_heat,fdr_logfc,1.39621817,10.5601428,5.88532924e-10,110,TGM1,one2one,TRUE
WT_heat_up,Ankrd33b,WT_heat,fdr_logfc,1.37873858,10.5538715,5.94478474e-10,111,ANKRD33B,one2one,TRUE
WT_heat_up,Ier3,WT_heat,fdr_logfc,1.25331668,10.5457439,8.12198042e-10,112,IER3,one2one,TRUE
WT_heat_up,Il23a,WT_heat,fdr_logfc,1.60783699,10.5401966,6.10503028e-10,113,IL23A,one2one,TRUE
WT_heat_up,Nppc,WT_heat,fdr_logfc,2.08036463,10.471255,4.10120326e-8,114,NPPC,one2one,TRUE
WT_heat_up,Adcy4,WT_heat,fdr_logfc,1.21468815,10.3956391,8.123803e-10,115,ADCY4,one2one,TRUE
WT_heat_up,Ccl20,WT_heat,fdr_logfc,1.36431198,10.347817,1.85469442e-7,116,CCL20,one2one,TRUE
WT_heat_up,Mab21l3,WT_heat,fdr_logfc,1.08370169,10.3207928,4.12297636e-8,117,MAB21L3,one2one,TRUE
WT_heat_up,Fam71b,WT_heat,fdr_logfc,1.42698524,10.3042365,1.71468695e-7,118,GARIN3,one2one,TRUE
WT_heat_up,Gm12708,WT_heat,fdr_logfc,1.02748387,10.2516223,1.07165558e-9,119,NA,NA,FALSE
WT_heat_up,Anxa3,WT_heat,fdr_logfc,1.00293111,10.2462719,3.20236305e-8,120,ANXA3,one2one,TRUE
WT_heat_up,Nr4a1,WT_heat,fdr_logfc,1.7757563,10.2439985,2.34060803e-7,121,NR4A1,one2one,TRUE
WT_heat_up,Calca,WT_heat,fdr_logfc,1.16350233,10.115261,2.01126732e-8,122,CALCA,one2one,TRUE
WT_heat_up,Eomes,WT_heat,fdr_logfc,1.23128771,10.1052396,2.30302772e-9,123,EOMES,one2one,TRUE
