signature,gene_symbol,group,temperature,genotype,n_samples,mean_logcpm,sd_logcpm,se_logcpm,z_across_groups
WT_heat_up,Arhgef25,WT_39,39,WT,5,1.57756404,0.294923604,0.131893846,0.922703573
WT_heat_up,Arhgef25,cGASKO_37,37,cGASKO,5,0.426662379,0.0755393691,0.0337822329,-0.825115076
WT_heat_up,Arhgef25,cGASKO_39,39,cGASKO,5,1.50104355,0.132695874,0.059343399,0.806495606
WT_heat_up,Sspo,WT_37,37,WT,5,2.08792072,0.0917006356,0.041009771,-0.768495567
WT_heat_up,Sspo,WT_39,39,WT,5,3.09727147,0.200775953,0.0897897359,0.80595139
WT_heat_up,Sspo,cGASKO_37,37,cGASKO,5,1.96733922,0.0711046185,0.0317989521,-0.956585964
WT_heat_up,Sspo,cGASKO_39,39,cGASKO,5,3.16982841,0.272971181,0.122076423,0.91913014
WT_heat_up,Fosl1,WT_37,37,WT,5,0.416571008,0.232736741,0.104083035,-0.949290229
WT_heat_up,Fosl1,WT_39,39,WT,5,1.68026553,0.256925853,0.114900735,0.832328893
WT_heat_up,Fosl1,cGASKO_37,37,cGASKO,5,0.538100986,0.130877084,0.0585300111,-0.777951247
WT_heat_up,Fosl1,cGASKO_39,39,cGASKO,5,1.72465586,0.210738905,0.0942453034,0.894912583
WT_heat_up,Spint1,WT_37,37,WT,5,0.459544178,0.147263051,0.0658580384,-0.906248455
WT_heat_up,Spint1,WT_39,39,WT,5,1.65988213,0.295511833,0.132156909,0.77296477
WT_heat_up,Spint1,cGASKO_37,37,cGASKO,5,0.521178418,0.0899704491,0.040236008,-0.820025212
WT_heat_up,Spint1,cGASKO_39,39,cGASKO,5,1.78879601,0.195810852,0.0875692754,0.953308898
WT_heat_up,Plaur,WT_37,37,WT,5,0.313677967,0.636275736,0.28455116,-0.824579807
WT_heat_up,Plaur,WT_39,39,WT,5,2.56339967,0.285177005,0.127535034,0.910408781
WT_heat_up,Plaur,cGASKO_37,37,cGASKO,5,0.208963573,0.182988344,0.0818348751,-0.905335697
WT_heat_up,Plaur,cGASKO_39,39,cGASKO,5,2.44552896,0.256025291,0.114497991,0.819506722
WT_heat_up,Tmem125,WT_37,37,WT,5,0.233416951,0.168490813,0.0753513823,-0.9486687
WT_heat_up,Tmem125,WT_39,39,WT,5,1.42706849,0.191646386,0.0857068693,0.91057323
WT_heat_up,Tmem125,cGASKO_37,37,cGASKO,5,0.343070845,0.103173227,0.04614047,-0.777870849
WT_heat_up,Tmem125,cGASKO_39,39,cGASKO,5,1.36632993,0.265551869,0.118758406,0.815966319
WT_heat_up,Hk2,WT_37,37,WT,5,5.22723733,0.293154919,0.131102865,-0.774327328
WT_heat_up,Hk2,WT_39,39,WT,5,6.57744382,0.203054681,0.0908088139,0.916818214
WT_heat_up,Hk2,cGASKO_37,37,cGASKO,5,5.08578003,0.0441500365,0.0197444966,-0.95150385
WT_heat_up,Hk2,cGASKO_39,39,cGASKO,5,6.49137237,0.258324224,0.115526105,0.809012964
WT_heat_up,S1pr3,WT_37,37,WT,5,2.53840277,0.358264522,0.160220765,-0.79943422
WT_heat_up,S1pr3,WT_39,39,WT,5,3.79988947,0.125965902,0.056333664,0.942126511
WT_heat_up,S1pr3,cGASKO_37,37,cGASKO,5,2.44624805,0.175950017,0.0786872396,-0.926659544
WT_heat_up,S1pr3,cGASKO_39,39,cGASKO,5,3.68532797,0.172443352,0.0771190115,0.783967253
WT_heat_up,Samd4,WT_37,37,WT,5,1.16419598,0.148064085,0.0662162718,-0.918132827
WT_heat_up,Samd4,WT_39,39,WT,5,2.33287132,0.330500032,0.147804108,0.802258129
WT_heat_up,Samd4,cGASKO_37,37,cGASKO,5,1.23763777,0.136065303,0.0608502535,-0.810020177
WT_heat_up,Samd4,cGASKO_39,39,cGASKO,5,2.41685875,0.172876988,0.0773129392,0.925894875
WT_heat_up,Tctex1d2,WT_37,37,WT,5,0.623427917,0.297708947,0.133139489,-0.898622984
WT_heat_up,Tctex1d2,WT_39,39,WT,5,1.81219092,0.229983383,0.102851695,0.888127952
WT_heat_up,Tctex1d2,cGASKO_37,37,cGASKO,5,0.667419222,0.126719882,0.0566708538,-0.832502567
WT_heat_up,Tctex1d2,cGASKO_39,39,cGASKO,5,1.78216474,0.109975822,0.049182683,0.842997599
WT_heat_up,Aplp1,WT_37,37,WT,5,2.43138384,0.242766115,0.108568307,-0.974108878
WT_heat_up,Aplp1,WT_39,39,WT,5,3.70925552,0.254383475,0.113763749,0.829970644
WT_heat_up,Aplp1,cGASKO_37,37,cGASKO,5,2.59006563,0.217799457,0.0974028784,-0.750084368
WT_heat_up,Aplp1,cGASKO_39,39,cGASKO,5,3.75476669,0.202053612,0.0903611223,0.894222603
WT_heat_up,Ccl3,WT_37,37,WT,5,2.93154587,0.567334017,0.253719486,-0.942044465
WT_heat_up,Ccl3,WT_39,39,WT,5,5.56788689,0.46309774,0.207103606,0.86949872
WT_heat_up,Ccl3,cGASKO_37,37,cGASKO,5,3.15791772,0.312962075,0.139960895,-0.786494641
WT_heat_up,Ccl3,cGASKO_39,39,cGASKO,5,5.55266686,0.366707765,0.163996698,0.859040385
WT_heat_up,Wnt3,WT_37,37,WT,5,-0.33032715,0.18553219,0.0829725177,-0.733196559
WT_heat_up,Wnt3,WT_39,39,WT,5,0.781528,0.108156826,0.0483692029,0.954828271
WT_heat_up,Wnt3,cGASKO_37,37,cGASKO,5,-0.495762812,0.245529924,0.10980432,-0.984361925
WT_heat_up,Wnt3,cGASKO_39,39,cGASKO,5,0.654998337,0.123107149,0.0550551905,0.762730214
WT_heat_up,Notch3,WT_37,37,WT,5,0.412041994,0.10220547,0.0457076756,-0.877668517
WT_heat_up,Notch3,WT_39,39,WT,5,1.48983716,0.212115016,0.0948607189,0.814996984
WT_heat_up,Notch3,cGASKO_37,37,cGASKO,5,0.42785493,0.211955756,0.0947894956,-0.852834474
WT_heat_up,Notch3,cGASKO_39,39,cGASKO,5,1.55383571,0.139726821,0.0624877341,0.915506007
WT_heat_up,Gm7334,WT_37,37,WT,5,3.31205502,0.176365301,0.0788729603,-0.86092759
WT_heat_up,Gm7334,WT_39,39,WT,5,4.36292989,0.260203558,0.116366569,0.906661632
WT_heat_up,Gm7334,cGASKO_37,37,cGASKO,5,3.3065816,0.131550285,0.0588310757,-0.870133971
WT_heat_up,Gm7334,cGASKO_39,39,cGASKO,5,4.31402331,0.184324845,0.0824325766,0.824399929
WT_heat_up,Fam110c,WT_37,37,WT,5,1.48463936,0.194853532,0.0871411488,-0.958190027
WT_heat_up,Fam110c,WT_39,39,WT,5,2.48505486,0.16187095,0.0723908895,0.746380109
WT_heat_up,Fam110c,cGASKO_37,37,cGASKO,5,1.60048762,0.181332459,0.0810943412,-0.760800552
WT_heat_up,Fam110c,cGASKO_39,39,cGASKO,5,2.6178299,0.183346271,0.0819949449,0.97261047
WT_heat_up,Cpm,WT_37,37,WT,5,2.80055352,0.443180108,0.19819617,-0.856453155
WT_heat_up,Cpm,WT_39,39,WT,5,4.36919075,0.268007638,0.119856659,0.88103926
WT_heat_up,Cpm,cGASKO_37,37,cGASKO,5,2.78343534,0.153959365,0.0688527211,-0.87541401
WT_heat_up,Cpm,cGASKO_39,39,cGASKO,5,4.34191544,0.0631594458,0.0282457628,0.850827906
WT_heat_up,Tmem205,WT_37,37,WT,5,1.06289421,0.20521259,0.09177386,-0.907669333
WT_heat_up,Tmem205,WT_39,39,WT,5,2.23681741,0.257903294,0.115337859,0.90106703
WT_heat_up,Tmem205,cGASKO_37,37,cGASKO,5,1.11811313,0.172439831,0.0771174366,-0.822590123
WT_heat_up,Tmem205,cGASKO_39,39,cGASKO,5,2.19016868,0.244204873,0.109211739,0.829192425
WT_heat_up,Clu,WT_37,37,WT,5,-0.0313819492,0.400449323,0.179086382,-0.78371076
WT_heat_up,Clu,WT_39,39,WT,5,1.51615372,0.239606418,0.107155248,0.95890307
WT_heat_up,Clu,cGASKO_37,37,cGASKO,5,-0.16959464,0.278013852,0.124331574,-0.939346169
WT_heat_up,Clu,cGASKO_39,39,cGASKO,5,1.34320585,0.268723115,0.120176631,0.76415386
WT_heat_up,Camk2n1,WT_37,37,WT,5,3.35291373,0.256904448,0.114891162,-0.979501347
WT_heat_up,Camk2n1,WT_39,39,WT,5,4.39559227,0.233241031,0.10430856,0.758411744
WT_heat_up,Camk2n1,cGASKO_37,37,cGASKO,5,3.49764729,0.061133768,0.0273398522,-0.738262724
WT_heat_up,Camk2n1,cGASKO_39,39,cGASKO,5,4.51614861,0.155681838,0.0696230347,0.959352328
WT_heat_up,Ano1,WT_37,37,WT,5,0.426480254,0.0928925223,0.0415427989,-0.693521043
WT_heat_up,Ano1,WT_39,39,WT,5,1.7431149,0.315774634,0.14121871,0.853630717
WT_heat_up,Ano1,cGASKO_37,37,cGASKO,5,0.146264598,0.315926552,0.141286649,-1.02279701
WT_heat_up,Ano1,cGASKO_39,39,cGASKO,5,1.75082213,0.2137229,0.0955797865,0.862687336
WT_heat_up,Bcl6b,WT_37,37,WT,5,-0.181518535,0.271530752,0.121432244,-0.840720036
WT_heat_up,Bcl6b,WT_39,39,WT,5,1.06413783,0.271809087,0.121556719,0.76898453
WT_heat_up,Bcl6b,cGASKO_37,37,cGASKO,5,-0.216473964,0.195106896,0.0872544564,-0.885891333
WT_heat_up,Bcl6b,cGASKO_39,39,cGASKO,5,1.21011709,0.149306445,0.066771872,0.957626838
WT_heat_up,Avpr1a,WT_37,37,WT,5,1.34311404,0.218967078,0.0979250544,-0.614565564
WT_heat_up,Avpr1a,WT_39,39,WT,5,2.39706723,0.263601903,0.117886355,1.08044764
WT_heat_up,Avpr1a,cGASKO_37,37,cGASKO,5,1.0702269,0.146326274,0.0654390989,-1.05343449
WT_heat_up,Avpr1a,cGASKO_39,39,cGASKO,5,2.09058673,0.119799622,0.0535760198,0.587552414
WT_heat_up,Atp2b4,WT_37,37,WT,5,5.72114968,0.2888875,0.129194418,-0.83100535
WT_heat_up,Atp2b4,WT_39,39,WT,5,6.89134127,0.207273081,0.09269534,0.91278528
WT_heat_up,Atp2b4,cGASKO_37,37,cGASKO,5,5.67548127,0.115711414,0.0517477176,-0.899059285
WT_heat_up,Atp2b4,cGASKO_39,39,cGASKO,5,6.82725087,0.166916957,0.0746475325,0.817279354
WT_heat_up,Hbegf,WT_37,37,WT,5,4.69217163,0.266760559,0.119298949,-0.891938424
WT_heat_up,Hbegf,WT_39,39,WT,5,6.65471038,0.409089543,0.182950405,0.852078658
WT_heat_up,Hbegf,cGASKO_37,37,cGASKO,5,4.75105808,0.356894247,0.15960796,-0.839608774
WT_heat_up,Hbegf,cGASKO_39,39,cGASKO,5,6.68553216,0.335024839,0.149827663,0.87946854
WT_heat_up,Sgms2,WT_37,37,WT,5,1.10876737,0.228426567,0.102155466,-0.796313209
WT_heat_up,Sgms2,WT_39,39,WT,5,2.4011141,0.304966904,0.136385346,0.884776312
WT_heat_up,Sgms2,cGASKO_37,37,cGASKO,5,1.00383472,0.172713705,0.0772399171,-0.932809993
WT_heat_up,Sgms2,cGASKO_39,39,cGASKO,5,2.37003376,0.320541551,0.143350539,0.84434689
WT_heat_up,Gfi1,WT_37,37,WT,5,3.76214743,0.306034023,0.136862576,-0.627599978
WT_heat_up,Gfi1,WT_39,39,WT,5,4.77993667,0.184622019,0.0825654769,1.00067998
WT_heat_up,Gfi1,cGASKO_37,37,cGASKO,5,3.49020599,0.0958457962,0.0428635432,-1.06265743
WT_heat_up,Gfi1,cGASKO_39,39,cGASKO,5,4.58547575,0.108368143,0.0484637069,0.689577429
WT_heat_up,4930459C07Rik,WT_37,37,WT,5,-0.164967746,0.223785236,0.1000798,-0.732190482
WT_heat_up,4930459C07Rik,WT_39,39,WT,5,1.04538968,0.191818037,0.0857836341,0.954903029
WT_heat_up,4930459C07Rik,cGASKO_37,37,cGASKO,5,-0.346492752,0.221410531,0.0990177996,-0.985214633
WT_heat_up,4930459C07Rik,cGASKO_39,39,cGASKO,5,0.907357071,0.267179447,0.119486281,0.762502085
WT_heat_up,Cd40lg,WT_37,37,WT,5,3.74118892,0.269564706,0.120553001,-0.878585871
WT_heat_up,Cd40lg,WT_39,39,WT,5,5.64781948,0.430597269,0.192568953,0.869496842
WT_heat_up,Cd40lg,cGASKO_37,37,cGASKO,5,3.76869622,0.233403055,0.104381019,-0.853365972
WT_heat_up,Cd40lg,cGASKO_39,39,cGASKO,5,5.64013896,0.394406077,0.17638376,0.862455
WT_heat_up,Trp73,WT_37,37,WT,5,-0.640817006,0.271783062,0.12154508,-0.964172771
WT_heat_up,Trp73,WT_39,39,WT,5,0.605837904,0.287134391,0.128410403,0.873030642
WT_heat_up,Trp73,cGASKO_37,37,cGASKO,5,-0.503565893,0.157322579,0.0703567962,-0.761904917
WT_heat_up,Trp73,cGASKO_39,39,cGASKO,5,0.592277811,0.24313555,0.108733524,0.853047046
WT_heat_up,Rnf152,WT_37,37,WT,5,1.01666762,0.172667005,0.0772190322,-0.850787608
WT_heat_up,Rnf152,WT_39,39,WT,5,2.20390657,0.371759582,0.16625594,0.842895006
WT_heat_up,Rnf152,cGASKO_37,37,cGASKO,5,0.995608662,0.139785043,0.0625137716,-0.880829747
WT_heat_up,Rnf152,cGASKO_39,39,cGASKO,5,2.23603066,0.2182275,0.097594305,0.888722348
WT_heat_up,Kdm6b,WT_37,37,WT,5,6.55179895,0.22151239,0.0990633526,-0.876079817
WT_heat_up,Kdm6b,WT_39,39,WT,5,7.65636624,0.283682137,0.126866508,0.876924311
WT_heat_up,Kdm6b,cGASKO_37,37,cGASKO,5,6.56455049,0.0480167018,0.0214737218,-0.855842481
WT_heat_up,Kdm6b,cGASKO_39,39,cGASKO,5,7.64255047,0.173561257,0.0776189539,0.854997986
WT_heat_up,Cd53,WT_37,37,WT,5,6.98121164,0.234981528,0.105086934,-0.79831442
WT_heat_up,Cd53,WT_39,39,WT,5,7.99642305,0.237107789,0.106037827,0.93357313
WT_heat_up,Cd53,cGASKO_37,37,cGASKO,5,6.90493396,0.065064602,0.0290977746,-0.928439392
WT_heat_up,Cd53,cGASKO_39,39,cGASKO,5,7.91412671,0.145934259,0.0652637848,0.793180682
WT_heat_up,Sh3gl3,WT_37,37,WT,5,0.429504389,0.377765624,0.168941923,-0.924624986
WT_heat_up,Sh3gl3,WT_39,39,WT,5,1.73481021,0.264439733,0.118261044,0.878852341
WT_heat_up,Sh3gl3,cGASKO_37,37,cGASKO,5,0.515900234,0.109076598,0.0487805376,-0.805256066
WT_heat_up,Sh3gl3,cGASKO_39,39,cGASKO,5,1.71467226,0.261102955,0.116768791,0.851028711
WT_heat_up,AA467197,WT_37,37,WT,5,2.33119498,0.460269466,0.205838763,-0.883248263
WT_heat_up,AA467197,WT_39,39,WT,5,4.09247422,0.360606917,0.161268316,0.879295721
WT_heat_up,AA467197,cGASKO_37,37,cGASKO,5,2.36589365,0.190475932,0.0851834264,-0.848524678
WT_heat_up,AA467197,cGASKO_39,39,cGASKO,5,4.06567497,0.213465505,0.0954646762,0.852477221
WT_heat_up,Ripk4,WT_37,37,WT,5,-0.0687041938,0.169318085,0.0757213496,-0.785293152
WT_heat_up,Ripk4,WT_39,39,WT,5,0.942167244,0.202180626,0.0904179246,0.842251626
WT_heat_up,Ripk4,cGASKO_37,37,cGASKO,5,-0.16658973,0.1145242,0.0512167791,-0.94289291
WT_heat_up,Ripk4,cGASKO_39,39,cGASKO,5,0.969298728,0.180919822,0.0809098039,0.885934436
WT_heat_up,Yap1,WT_37,37,WT,5,-0.113494757,0.18134545,0.0811001508,-1.07404223
WT_heat_up,Yap1,WT_39,39,WT,5,1.10004235,0.277501521,0.124102453,1.06184721
WT_heat_up,Yap1,cGASKO_37,37,cGASKO,5,0.159578576,0.200408565,0.0896254349,-0.593418732
WT_heat_up,Yap1,cGASKO_39,39,cGASKO,5,0.840826583,0.28825997,0.128913778,0.605613753
WT_heat_up,Pdgfb,WT_37,37,WT,5,7.10238636,0.248778576,0.111257162,-0.861551024
WT_heat_up,Pdgfb,WT_39,39,WT,5,8.43793695,0.31296027,0.139960087,0.93144469
WT_heat_up,Pdgfb,cGASKO_37,37,cGASKO,5,7.09764018,0.0704666647,0.0315136505,-0.867922841
WT_heat_up,Pdgfb,cGASKO_39,39,cGASKO,5,8.33855959,0.282048858,0.126136084,0.798029175
WT_heat_up,Casz1,WT_37,37,WT,5,2.99555454,0.331879731,0.148421128,-0.808691743
WT_heat_up,Casz1,WT_39,39,WT,5,4.10375482,0.179699951,0.0803642611,0.980890956
WT_heat_up,Casz1,cGASKO_37,37,cGASKO,5,2.93067787,0.0887939505,0.0397098619,-0.913458148
WT_heat_up,Casz1,cGASKO_39,39,cGASKO,5,3.95536253,0.205530107,0.0919158581,0.741258935
WT_heat_up,Zfp583,WT_37,37,WT,5,0.595057707,0.169963511,0.0760099927,-0.748403275
WT_heat_up,Zfp583,WT_39,39,WT,5,1.6666593,0.223272478,0.0998504875,0.895182659
WT_heat_up,Zfp583,cGASKO_37,37,cGASKO,5,0.446963564,0.239990408,0.107326973,-0.975545014
WT_heat_up,Zfp583,cGASKO_39,39,cGASKO,5,1.62335606,0.190236101,0.0850761709,0.828765631
WT_heat_up,2010003K11Rik,WT_37,37,WT,5,0.65593982,0.215892026,0.0965498491,-0.806703744
WT_heat_up,2010003K11Rik,WT_39,39,WT,5,1.66606969,0.236771577,0.105887468,0.918529984
WT_heat_up,2010003K11Rik,cGASKO_37,37,cGASKO,5,0.588591335,0.100321174,0.0448649927,-0.921730417
WT_heat_up,2010003K11Rik,cGASKO_39,39,cGASKO,5,1.60246893,0.175727927,0.0785879179,0.809904177
WT_heat_up,Dnah7a,WT_37,37,WT,5,4.09038896,0.347759106,0.1555226,-0.85010716
WT_heat_up,Dnah7a,WT_39,39,WT,5,5.18700494,0.0859431241,0.0384349335,0.858234598
WT_heat_up,Dnah7a,cGASKO_37,37,cGASKO,5,4.07006738,0.164057975,0.0733689568,-0.881764739
WT_heat_up,Dnah7a,cGASKO_39,39,cGASKO,5,5.19689222,0.146699624,0.0656060665,0.873637302
WT_heat_up,Egr2,WT_37,37,WT,5,5.80166837,0.264971487,0.118498852,-0.87714088
WT_heat_up,Egr2,WT_39,39,WT,5,6.95292807,0.253410812,0.11332876,0.901815473
WT_heat_up,Egr2,cGASKO_37,37,cGASKO,5,5.81659487,0.135165324,0.0604477707,-0.854076066
WT_heat_up,Egr2,cGASKO_39,39,cGASKO,5,6.90606502,0.193344453,0.086466268,0.829401473
WT_heat_up,Hspg2,WT_37,37,WT,5,0.678730553,0.188584742,0.0843376605,-0.876062145
WT_heat_up,Hspg2,WT_39,39,WT,5,1.71611945,0.278383049,0.124496684,0.968377802
WT_heat_up,Hspg2,cGASKO_37,37,cGASKO,5,0.6937085,0.0852523595,0.0381260142,-0.849431897
WT_heat_up,Hspg2,cGASKO_39,39,cGASKO,5,1.59729726,0.217312882,0.0971852754,0.757116241
WT_heat_up,Stra6,WT_37,37,WT,5,1.9880856,0.799816512,0.357688818,-0.814886217
WT_heat_up,Stra6,WT_39,39,WT,5,4.5496232,0.377818393,0.168965522,0.910938327
WT_heat_up,Stra6,cGASKO_37,37,cGASKO,5,1.84024144,0.264503654,0.11828963,-0.914495562
WT_heat_up,Stra6,cGASKO_39,39,cGASKO,5,4.41233862,0.307942809,0.137716211,0.818443452
WT_heat_up,Csf2,WT_37,37,WT,5,-0.0412591394,0.332398959,0.148653334,-0.819874785
WT_heat_up,Csf2,WT_39,39,WT,5,1.76440864,0.457129324,0.204434449,0.883193223
WT_heat_up,Csf2,cGASKO_37,37,cGASKO,5,-0.137660079,0.475386793,0.212599437,-0.910798131
WT_heat_up,Csf2,cGASKO_39,39,cGASKO,5,1.72654358,0.120678237,0.0539689484,0.847479694
WT_heat_up,Tal2,WT_37,37,WT,5,0.617072734,0.3295516,0.147379956,-0.876131845
WT_heat_up,Tal2,WT_39,39,WT,5,1.69734375,0.165227178,0.0738918405,1.04453728
WT_heat_up,Tal2,cGASKO_37,37,cGASKO,5,0.640251801,0.123610144,0.0552801371,-0.834920596
WT_heat_up,Tal2,cGASKO_39,39,cGASKO,5,1.48472705,0.209378313,0.0936368283,0.666515161
WT_heat_up,Bicd1,WT_37,37,WT,5,0.122583117,0.266759289,0.119298381,-0.73320105
WT_heat_up,Bicd1,WT_39,39,WT,5,1.15838893,0.244417491,0.109306825,0.811652677
WT_heat_up,Bicd1,cGASKO_37,37,cGASKO,5,-0.0482942997,0.102463501,0.0458230709,-0.988056363
WT_heat_up,Bicd1,cGASKO_39,39,cGASKO,5,1.2240646,0.121959052,0.0545417462,0.909604736
WT_heat_up,Sema4a,WT_37,37,WT,5,3.57600852,0.376018195,0.168160449,-0.859133328
WT_heat_up,Sema4a,WT_39,39,WT,5,4.75788328,0.221384983,0.0990063741,0.856375628
WT_heat_up,Sema4a,cGASKO_37,37,cGASKO,5,3.56656753,0.154800935,0.0692290826,-0.872837058
WT_heat_up,Sema4a,cGASKO_39,39,cGASKO,5,4.77112402,0.0920866919,0.0411824206,0.875594757
WT_heat_up,Timd2,WT_37,37,WT,5,0.707289144,0.445550658,0.199256312,-0.727282929
WT_heat_up,Timd2,WT_39,39,WT,5,2.33168773,0.35785269,0.160036588,0.9142268
WT_heat_up,Timd2,cGASKO_37,37,cGASKO,5,0.444486751,0.192891232,0.0862635812,-0.992853638
WT_heat_up,Timd2,cGASKO_39,39,cGASKO,5,2.2244998,0.339197749,0.151693845,0.805909767
WT_heat_up,Six5,WT_37,37,WT,5,0.551508582,0.322861917,0.144388239,-0.870605521
WT_heat_up,Six5,WT_39,39,WT,5,1.71170612,0.222510357,0.0995096566,1.00209042
WT_heat_up,Six5,cGASKO_37,37,cGASKO,5,0.564452781,0.305980137,0.136838477,-0.849712054
WT_heat_up,Six5,cGASKO_39,39,cGASKO,5,1.53584337,0.179721751,0.0803740104,0.71822716
WT_heat_up,Rgs16,WT_37,37,WT,5,7.68288419,0.221318064,0.0989764471,-0.913690824
WT_heat_up,Rgs16,WT_39,39,WT,5,8.79701073,0.306049223,0.136869373,0.863247974
WT_heat_up,Rgs16,cGASKO_37,37,cGASKO,5,7.74350375,0.128390659,0.0574180483,-0.817007693
WT_heat_up,Rgs16,cGASKO_39,39,cGASKO,5,8.79964571,0.207999691,0.0930202899,0.867450542
WT_heat_up,Oas3,WT_37,37,WT,5,2.38387925,0.321033601,0.143570591,-0.29000562
WT_heat_up,Oas3,WT_39,39,WT,5,3.69663128,0.253613347,0.113419337,1.45596276
WT_heat_up,Oas3,cGASKO_37,37,cGASKO,5,1.98225804,0.158725073,0.0709840105,-0.824164337
WT_heat_up,Oas3,cGASKO_39,39,cGASKO,5,2.3449417,0.35423585,0.158419088,-0.341792804
WT_heat_up,Gpr183,WT_37,37,WT,5,2.77892447,0.150716633,0.0674025272,-0.697048657
WT_heat_up,Gpr183,WT_39,39,WT,5,3.90758279,0.259151276,0.115895974,0.9065513
WT_heat_up,Gpr183,cGASKO_37,37,cGASKO,5,2.55258776,0.259238185,0.115934841,-1.01862829
WT_heat_up,Gpr183,cGASKO_39,39,cGASKO,5,3.8390119,0.27975209,0.125108938,0.809125648
WT_heat_up,Sdc4,WT_37,37,WT,5,3.71905477,0.414275112,0.185269463,-0.746272153
WT_heat_up,Sdc4,WT_39,39,WT,5,5.01680612,0.247440206,0.110658624,0.869482727
WT_heat_up,Sdc4,cGASKO_37,37,cGASKO,5,3.53294988,0.159260037,0.0712232538,-0.977980548
WT_heat_up,Sdc4,cGASKO_39,39,cGASKO,5,5.00498904,0.167666111,0.0749825644,0.854769974
WT_heat_up,Ptgs2,WT_37,37,WT,5,-0.496689001,0.185840759,0.0831105139,-0.84884521
WT_heat_up,Ptgs2,WT_39,39,WT,5,0.508630127,0.169117937,0.0756318407,0.976922799
WT_heat_up,Ptgs2,cGASKO_37,37,cGASKO,5,-0.511356231,0.299055007,0.133741465,-0.875482483
WT_heat_up,Ptgs2,cGASKO_39,39,cGASKO,5,0.382251124,0.210116561,0.0939669828,0.747404894
WT_heat_up,Gm867,WT_37,37,WT,5,-0.315634346,0.311113503,0.139134188,-0.911215597
WT_heat_up,Gm867,WT_39,39,WT,5,0.785826284,0.17757612,0.0794144552,0.885731289
WT_heat_up,Gm867,cGASKO_37,37,cGASKO,5,-0.259340184,0.214619422,0.0959807234,-0.819376075
WT_heat_up,Gm867,cGASKO_39,39,cGASKO,5,0.760773961,0.283819965,0.126928147,0.844860383
WT_heat_up,Il3,WT_37,37,WT,5,0.991241791,0.452354891,0.202299257,-0.791320479
WT_heat_up,Il3,WT_39,39,WT,5,3.00418059,0.526035742,0.235250336,0.900083902
WT_heat_up,Il3,cGASKO_37,37,cGASKO,5,0.817964452,0.38897928,0.173956822,-0.936919565
WT_heat_up,Il3,cGASKO_39,39,cGASKO,5,2.91857943,0.317408145,0.141949238,0.828156142
WT_heat_up,Cldn4,WT_37,37,WT,5,1.11866935,0.412910499,0.184659189,-0.65550669
WT_heat_up,Cldn4,WT_39,39,WT,5,2.66652465,0.359801653,0.160908191,0.98414867
WT_heat_up,Cldn4,cGASKO_37,37,cGASKO,5,0.751902828,0.142725912,0.0638289681,-1.04402537
WT_heat_up,Cldn4,cGASKO_39,39,cGASKO,5,2.41280685,0.401682307,0.179637789,0.715383392
WT_heat_up,Emilin2,WT_37,37,WT,5,-0.033035914,0.261424846,0.116912745,-1.0388525
WT_heat_up,Emilin2,WT_39,39,WT,5,1.02472087,0.153773375,0.0687695439,0.901356275
WT_heat_up,Emilin2,cGASKO_37,37,cGASKO,5,0.166692401,0.286389762,0.128077395,-0.672497368
WT_heat_up,Emilin2,cGASKO_39,39,cGASKO,5,0.974912059,0.243823116,0.109041012,0.809993598
WT_heat_up,Egr3,WT_37,37,WT,5,6.07822711,0.303106502,0.135553348,-0.930704826
WT_heat_up,Egr3,WT_39,39,WT,5,7.18520051,0.280048071,0.125241305,0.857189781
WT_heat_up,Egr3,cGASKO_37,37,cGASKO,5,6.15989602,0.101331173,0.0453166782,-0.798799769
WT_heat_up,Egr3,cGASKO_39,39,cGASKO,5,7.19456516,0.202409216,0.0905201531,0.872314814
WT_heat_up,Slc35d3,WT_37,37,WT,5,0.141944341,0.438067205,0.19590961,-0.847829902
WT_heat_up,Slc35d3,WT_39,39,WT,5,1.24060461,0.165979975,0.0742285013,1.0562169
WT_heat_up,Slc35d3,cGASKO_37,37,cGASKO,5,0.134656664,0.138358852,0.0618759595,-0.860459902
WT_heat_up,Slc35d3,cGASKO_39,39,cGASKO,5,1.00740815,0.186812772,0.0835452114,0.652072899
WT_heat_up,Cd83,WT_37,37,WT,5,3.84778717,0.314025594,0.140436515,-0.735795102
WT_heat_up,Cd83,WT_39,39,WT,5,4.86898257,0.143536734,0.0641915789,0.918272411
WT_heat_up,Cd83,cGASKO_37,37,cGASKO,5,3.69373967,0.252420768,0.112885999,-0.98531146
WT_heat_up,Cd83,cGASKO_39,39,cGASKO,5,4.79771279,0.14460067,0.0646673855,0.802834151
WT_heat_up,Myo16,WT_37,37,WT,5,-0.115610568,0.221759079,0.0991736749,-0.875170992
WT_heat_up,Myo16,WT_39,39,WT,5,0.90692818100000006,0.20597302,0.0921139346,0.752296793
WT_heat_up,Myo16,cGASKO_37,37,cGASKO,5,-0.0996475762,0.340847103,0.152431458,-0.84976437
WT_heat_up,Myo16,cGASKO_39,39,cGASKO,5,1.04536902,0.148174195,0.0662655144,0.972638569
WT_heat_up,Mcf2l,WT_37,37,WT,5,-0.133850547,0.347683557,0.155488814,-0.853699173
WT_heat_up,Mcf2l,WT_39,39,WT,5,1.27683191,0.322306003,0.144139626,0.975331854
WT_heat_up,Mcf2l,cGASKO_37,37,cGASKO,5,-0.14713069,0.246001826,0.110015361,-0.870917643
