signature,gene_symbol,group,temperature,genotype,n_samples,mean_logcpm,sd_logcpm,se_logcpm,z_across_groups
KO_heat_up,Esyt3,cGASKO_37,37,cGASKO,5,0.444195874,0.226335147,0.101220155,-0.814272814
KO_heat_up,Esyt3,cGASKO_39,39,cGASKO,5,1.49316745,0.309040613,0.138207164,0.94908125
KO_heat_up,Areg,WT_37,37,WT,5,0.487820345,0.459587929,0.20553397,-0.935078085
KO_heat_up,Areg,WT_39,39,WT,5,2.33115282,0.520880266,0.232944737,0.852092981
KO_heat_up,Areg,cGASKO_37,37,cGASKO,5,0.63332324,0.390360462,0.174574506,-0.794008275
KO_heat_up,Areg,cGASKO_39,39,cGASKO,5,2.35683571,0.525625791,0.235067,0.876993378
KO_heat_up,Gm45137,WT_37,37,WT,5,0.532492934,0.165519622,0.0740226255,-0.743141374
KO_heat_up,Gm45137,WT_39,39,WT,5,1.28554609,0.454083565,0.203072344,0.703873003
KO_heat_up,Gm45137,cGASKO_37,37,cGASKO,5,0.415381424,0.281127239,0.125723923,-0.968174676
KO_heat_up,Gm45137,cGASKO_39,39,cGASKO,5,1.44352957,0.311814804,0.13944782,1.00744305
KO_heat_up,Tgm2,WT_37,37,WT,5,2.05498758,0.863872842,0.38633568,-0.788439146
KO_heat_up,Tgm2,WT_39,39,WT,5,3.7159532,0.623146416,0.278679549,0.908465955
KO_heat_up,Tgm2,cGASKO_37,37,cGASKO,5,1.90744425,0.186309311,0.0833200568,-0.939174967
KO_heat_up,Tgm2,cGASKO_39,39,cGASKO,5,3.6285271,0.225193658,0.100709665,0.819148158
KO_heat_up,P4ha2,WT_37,37,WT,5,3.23325189,0.421623167,0.188555612,-0.955747861
KO_heat_up,P4ha2,WT_39,39,WT,5,4.24974233,0.462908495,0.207018972,0.759135243
KO_heat_up,P4ha2,cGASKO_37,37,cGASKO,5,3.34625931,0.0852142787,0.0381089839,-0.76509726
KO_heat_up,P4ha2,cGASKO_39,39,cGASKO,5,4.36981768,0.257283284,0.115060582,0.961709878
KO_heat_up,Il24,WT_37,37,WT,5,0.00241117799,0.594861536,0.266030166,-0.9219927
KO_heat_up,Il24,WT_39,39,WT,5,1.12073476,0.243212899,0.108768115,0.882464216
KO_heat_up,Il24,cGASKO_37,37,cGASKO,5,0.0730555355,0.232866954,0.104141268,-0.808005387
KO_heat_up,Il24,cGASKO_39,39,cGASKO,5,1.09908646,0.312679277,0.139834424,0.847533872
Interaction_up,Irf7,WT_37,37,WT,5,2.38774704,0.226786265,0.101421901,0.623795368
Interaction_up,Irf7,WT_39,39,WT,5,2.48016494,0.246252474,0.110127454,0.760149691
Interaction_up,Irf7,cGASKO_37,37,cGASKO,5,1.99295,0.105699727,0.0472703548,0.0413077112
Interaction_up,Irf7,cGASKO_39,39,cGASKO,5,0.998948255,0.0648503771,0.0290019703,-1.42525277
Interaction_up,Trim30d,WT_37,37,WT,5,3.07534221,0.244293875,0.109251542,0.50600828
Interaction_up,Trim30d,WT_39,39,WT,5,3.08459226,0.22781479,0.101881871,0.523836547
Interaction_up,Trim30d,cGASKO_37,37,cGASKO,5,3.05654324,0.0721837191,0.0322815406,0.46977569
Interaction_up,Trim30d,cGASKO_39,39,cGASKO,5,2.03473848,0.143730501,0.0642782341,-1.49962052
Interaction_up,Oasl2,WT_37,37,WT,5,1.81790269,0.205230249,0.0917817574,0.658205099
Interaction_up,Oasl2,WT_39,39,WT,5,1.71513925,0.348953226,0.156056627,0.527015344
Interaction_up,Oasl2,cGASKO_37,37,cGASKO,5,1.53580742,0.10651754,0.0476360919,0.298076908
Interaction_up,Oasl2,cGASKO_39,39,cGASKO,5,0.140423021,0.192543193,0.0861079337,-1.48329735
Interaction_up,Rtp4,WT_37,37,WT,5,2.01112091,0.21499073,0.0961467776,0.638735071
Interaction_up,Rtp4,WT_39,39,WT,5,1.80707133,0.345048797,0.154310513,0.412226988
Interaction_up,Rtp4,cGASKO_37,37,cGASKO,5,1.83337695,0.156292145,0.0698959719,0.44142791
Interaction_up,Rtp4,cGASKO_39,39,cGASKO,5,0.0912990438,0.375168534,0.167780469,-1.49238997
Interaction_up,Ifi206,WT_37,37,WT,5,1.7502643,0.135605543,0.0606446424,0.651323913
Interaction_up,Ifi206,WT_39,39,WT,5,1.54976245,0.22414793,0.100242002,0.391501491
Interaction_up,Ifi206,cGASKO_37,37,cGASKO,5,1.59321028,0.193885031,0.086708021800000007,0.447803819
Interaction_up,Ifi206,cGASKO_39,39,cGASKO,5,0.0973447174,0.350354204,0.156683163,-1.49062922
Interaction_up,Xaf1,WT_37,37,WT,5,3.42066131,0.0919384717,0.0411161345,0.733088015
Interaction_up,Xaf1,WT_39,39,WT,5,2.98891537,0.355284521,0.158888068,0.162124693
Interaction_up,Xaf1,cGASKO_37,37,cGASKO,5,3.29072469,0.184201735,0.0823775201,0.561253064
Interaction_up,Xaf1,cGASKO_39,39,cGASKO,5,1.76498411,0.144745876,0.0647323235,-1.45646577
Interaction_up,Ifi208,WT_37,37,WT,5,1.68909886,0.146319434,0.0654360401,0.791985839
Interaction_up,Ifi208,WT_39,39,WT,5,1.12846108,0.26633662,0.119109358,0.150461198
Interaction_up,Ifi208,cGASKO_37,37,cGASKO,5,1.43829593,0.100223704,0.0448214029,0.504997934
Interaction_up,Ifi208,cGASKO_39,39,cGASKO,5,-0.267972535,0.315625894,0.141152191,-1.44744497
Interaction_up,Ifit1,WT_37,37,WT,5,0.759984249,0.170701656,0.0763401013,0.463340466
Interaction_up,Ifit1,WT_39,39,WT,5,1.25657873,0.214941001,0.0961245379,1.13091124
Interaction_up,Ifit1,cGASKO_37,37,cGASKO,5,0.0776258147,0.220018857,0.098395424,-0.453952342
Interaction_up,Ifit1,cGASKO_39,39,cGASKO,5,-0.432936,0.06813833,0.0304723876,-1.14029937
Interaction_up,Mx1,WT_37,37,WT,5,0.289633488,0.192417628,0.0860517795,0.0633611318
Interaction_up,Mx1,WT_39,39,WT,5,1.04594829,0.332011141,0.148479896,1.3532277
Interaction_up,Mx1,cGASKO_37,37,cGASKO,5,0.00374056142,0.204741179,0.0915630387,-0.424218545
Interaction_up,Mx1,cGASKO_39,39,cGASKO,5,-0.329395892,0.0782491728,0.0349940939,-0.992370287
Interaction_up_fdrOnly,Ifi27,WT_37,37,WT,5,5.11848768,0.129449523,0.0578915865,2.8727364e-4
Interaction_up_fdrOnly,Ifi27,WT_39,39,WT,5,5.70127206,0.155258737,0.069433818,1.37669438
Interaction_up_fdrOnly,Ifi27,cGASKO_37,37,cGASKO,5,4.94535906,0.0625108163,0.0279556869,-0.408604019
Interaction_up_fdrOnly,Ifi27,cGASKO_39,39,cGASKO,5,4.70834538,0.0818715386,0.0366140651,-0.968377638
Interaction_up_fdrOnly,Helz2,WT_37,37,WT,5,6.40802845,0.0433581488,0.0193903536,0.362065093
Interaction_up_fdrOnly,Helz2,WT_39,39,WT,5,6.54783102,0.0959717339,0.0429198642,0.994000492
Interaction_up_fdrOnly,Helz2,cGASKO_37,37,cGASKO,5,6.33131343,0.0342823176,0.0153315185,0.0152979195
Interaction_up_fdrOnly,Helz2,cGASKO_39,39,cGASKO,5,6.02454342,0.0886980015,0.0396669522,-1.37136351
Interaction_up_fdrOnly,Irf7,WT_37,37,WT,5,2.38774704,0.226786265,0.101421901,0.623795368
Interaction_up_fdrOnly,Irf7,WT_39,39,WT,5,2.48016494,0.246252474,0.110127454,0.760149691
Interaction_up_fdrOnly,Irf7,cGASKO_37,37,cGASKO,5,1.99295,0.105699727,0.0472703548,0.0413077112
Interaction_up_fdrOnly,Irf7,cGASKO_39,39,cGASKO,5,0.998948255,0.0648503771,0.0290019703,-1.42525277
Interaction_up_fdrOnly,Trim30d,WT_37,37,WT,5,3.07534221,0.244293875,0.109251542,0.50600828
Interaction_up_fdrOnly,Trim30d,WT_39,39,WT,5,3.08459226,0.22781479,0.101881871,0.523836547
Interaction_up_fdrOnly,Trim30d,cGASKO_37,37,cGASKO,5,3.05654324,0.0721837191,0.0322815406,0.46977569
Interaction_up_fdrOnly,Trim30d,cGASKO_39,39,cGASKO,5,2.03473848,0.143730501,0.0642782341,-1.49962052
Interaction_up_fdrOnly,Oasl2,WT_37,37,WT,5,1.81790269,0.205230249,0.0917817574,0.658205099
Interaction_up_fdrOnly,Oasl2,WT_39,39,WT,5,1.71513925,0.348953226,0.156056627,0.527015344
Interaction_up_fdrOnly,Oasl2,cGASKO_37,37,cGASKO,5,1.53580742,0.10651754,0.0476360919,0.298076908
Interaction_up_fdrOnly,Oasl2,cGASKO_39,39,cGASKO,5,0.140423021,0.192543193,0.0861079337,-1.48329735
Interaction_up_fdrOnly,Rtp4,WT_37,37,WT,5,2.01112091,0.21499073,0.0961467776,0.638735071
Interaction_up_fdrOnly,Rtp4,WT_39,39,WT,5,1.80707133,0.345048797,0.154310513,0.412226988
Interaction_up_fdrOnly,Rtp4,cGASKO_37,37,cGASKO,5,1.83337695,0.156292145,0.0698959719,0.44142791
Interaction_up_fdrOnly,Rtp4,cGASKO_39,39,cGASKO,5,0.0912990438,0.375168534,0.167780469,-1.49238997
Interaction_up_fdrOnly,Ifi206,WT_37,37,WT,5,1.7502643,0.135605543,0.0606446424,0.651323913
Interaction_up_fdrOnly,Ifi206,WT_39,39,WT,5,1.54976245,0.22414793,0.100242002,0.391501491
Interaction_up_fdrOnly,Ifi206,cGASKO_37,37,cGASKO,5,1.59321028,0.193885031,0.086708021800000007,0.447803819
Interaction_up_fdrOnly,Ifi206,cGASKO_39,39,cGASKO,5,0.0973447174,0.350354204,0.156683163,-1.49062922
Interaction_up_fdrOnly,Xaf1,WT_37,37,WT,5,3.42066131,0.0919384717,0.0411161345,0.733088015
Interaction_up_fdrOnly,Xaf1,WT_39,39,WT,5,2.98891537,0.355284521,0.158888068,0.162124693
Interaction_up_fdrOnly,Xaf1,cGASKO_37,37,cGASKO,5,3.29072469,0.184201735,0.0823775201,0.561253064
Interaction_up_fdrOnly,Xaf1,cGASKO_39,39,cGASKO,5,1.76498411,0.144745876,0.0647323235,-1.45646577
Interaction_up_fdrOnly,Ifi208,WT_37,37,WT,5,1.68909886,0.146319434,0.0654360401,0.791985839
Interaction_up_fdrOnly,Ifi208,WT_39,39,WT,5,1.12846108,0.26633662,0.119109358,0.150461198
Interaction_up_fdrOnly,Ifi208,cGASKO_37,37,cGASKO,5,1.43829593,0.100223704,0.0448214029,0.504997934
Interaction_up_fdrOnly,Ifi208,cGASKO_39,39,cGASKO,5,-0.267972535,0.315625894,0.141152191,-1.44744497
Interaction_up_fdrOnly,Ifit1,WT_37,37,WT,5,0.759984249,0.170701656,0.0763401013,0.463340466
Interaction_up_fdrOnly,Ifit1,WT_39,39,WT,5,1.25657873,0.214941001,0.0961245379,1.13091124
Interaction_up_fdrOnly,Ifit1,cGASKO_37,37,cGASKO,5,0.0776258147,0.220018857,0.098395424,-0.453952342
Interaction_up_fdrOnly,Ifit1,cGASKO_39,39,cGASKO,5,-0.432936,0.06813833,0.0304723876,-1.14029937
Interaction_up_fdrOnly,Samd9l,WT_37,37,WT,5,4.62951042,0.12442334,0.0556438093,0.882620144
Interaction_up_fdrOnly,Samd9l,WT_39,39,WT,5,3.59974564,0.163998757,0.0733424738,-0.281097785
Interaction_up_fdrOnly,Samd9l,cGASKO_37,37,cGASKO,5,4.458579,0.0692485608,0.0309688979,0.689453732
Interaction_up_fdrOnly,Samd9l,cGASKO_39,39,cGASKO,5,2.70611233,0.233996452,0.104646395,-1.29097609
Interaction_up_fdrOnly,Mx1,WT_37,37,WT,5,0.289633488,0.192417628,0.0860517795,0.0633611318
Interaction_up_fdrOnly,Mx1,WT_39,39,WT,5,1.04594829,0.332011141,0.148479896,1.3532277
Interaction_up_fdrOnly,Mx1,cGASKO_37,37,cGASKO,5,0.00374056142,0.204741179,0.0915630387,-0.424218545
Interaction_up_fdrOnly,Mx1,cGASKO_39,39,cGASKO,5,-0.329395892,0.0782491728,0.0349940939,-0.992370287
Interaction_up_fdrOnly,Rnf213,WT_37,37,WT,5,5.6299024,0.124094638,0.0554968095,0.777047552
Interaction_up_fdrOnly,Rnf213,WT_39,39,WT,5,5.44588845,0.302636081,0.13534297,0.473076506
Interaction_up_fdrOnly,Rnf213,cGASKO_37,37,cGASKO,5,5.28596576,0.0488752535,0.0218576779,0.208901592
Interaction_up_fdrOnly,Rnf213,cGASKO_39,39,cGASKO,5,4.27625814,0.056773779,0.0253900058,-1.45902565
Interaction_up_fdrOnly,Eif2ak2,WT_37,37,WT,5,5.69207288,0.0771717189,0.0345122419,0.655881196
Interaction_up_fdrOnly,Eif2ak2,WT_39,39,WT,5,5.60880008,0.120308012,0.0538033786,0.329526159
Interaction_up_fdrOnly,Eif2ak2,cGASKO_37,37,cGASKO,5,5.6526063,0.0571912302,0.0255766957,0.50120742
Interaction_up_fdrOnly,Eif2ak2,cGASKO_39,39,cGASKO,5,5.1453933,0.11928076,0.0533439776,-1.48661478
Interaction_up_fdrOnly,Sp100,WT_37,37,WT,5,7.45883617,0.050547114,0.0226053566,0.828328022
Interaction_up_fdrOnly,Sp100,WT_39,39,WT,5,6.99549832,0.0795798075,0.0355891719,-0.443491922
Interaction_up_fdrOnly,Sp100,cGASKO_37,37,cGASKO,5,7.45518612,0.0451154059,0.0201762229,0.818308963
Interaction_up_fdrOnly,Sp100,cGASKO_39,39,cGASKO,5,6.71874841,0.0379827636,0.0169864083,-1.20314506
Interaction_up_fdrOnly,Lgals3bp,WT_37,37,WT,5,4.90224211,0.148969787,0.066621314,0.425868441
Interaction_up_fdrOnly,Lgals3bp,WT_39,39,WT,5,4.94537645,0.184725115,0.0826115829,0.579923095
Interaction_up_fdrOnly,Lgals3bp,cGASKO_37,37,cGASKO,5,4.92053905,0.0990383278,0.0442912867,0.49121614
Interaction_up_fdrOnly,Lgals3bp,cGASKO_39,39,cGASKO,5,4.36384879,0.0995517978,0.0445209174,-1.49700768
Interaction_up_fdrOnly,Trim12c,WT_37,37,WT,5,5.41830772,0.0449947844,0.0201222793,0.830957985
Interaction_up_fdrOnly,Trim12c,WT_39,39,WT,5,5.28418143,0.0720813407,0.0322357555,0.274096036
Interaction_up_fdrOnly,Trim12c,cGASKO_37,37,cGASKO,5,5.3021097,0.0362562625,0.0162142935,0.348530145
Interaction_up_fdrOnly,Trim12c,cGASKO_39,39,cGASKO,5,4.86805077,0.0719916272,0.0321956345,-1.45358417
Interaction_up_fdrOnly,Trim30a,WT_37,37,WT,5,5.64864048,0.0482441526,0.0215754409,0.713405769
Interaction_up_fdrOnly,Trim30a,WT_39,39,WT,5,5.55722318,0.230243324,0.102967945,0.46218736
Interaction_up_fdrOnly,Trim30a,cGASKO_37,37,cGASKO,5,5.49923311,0.0734440871,0.0328451943,0.302828343
Interaction_up_fdrOnly,Trim30a,cGASKO_39,39,cGASKO,5,4.8510439,0.104886413,0.0469066299,-1.47842147
Interaction_up_fdrOnly,Lgals9,WT_37,37,WT,5,5.96479542,0.0714645911,0.0319599367,0.827412757
Interaction_up_fdrOnly,Lgals9,WT_39,39,WT,5,5.42254715,0.107127337,0.0479088015,-0.446607428
Interaction_up_fdrOnly,Lgals9,cGASKO_37,37,cGASKO,5,5.9618085,0.0432582033,0.0193456566,0.820394938
Interaction_up_fdrOnly,Lgals9,cGASKO_39,39,cGASKO,5,5.10137747,0.0648469915,0.0290004562,-1.20120027
Interaction_up_fdrOnly,Mx2,WT_37,37,WT,5,1.24603779,0.225291669,0.100753497,0.234137615
Interaction_up_fdrOnly,Mx2,WT_39,39,WT,5,1.62149034,0.319697692,0.142973154,1.09940717
Interaction_up_fdrOnly,Mx2,cGASKO_37,37,cGASKO,5,1.13755011,0.20696534,0.0925577138,-0.0158835368
Interaction_up_fdrOnly,Mx2,cGASKO_39,39,cGASKO,5,0.572690569,0.154381966,0.0690417142,-1.31766125
Interaction_up_fdrOnly,Ddx58,WT_37,37,WT,5,3.70004598,0.191531995,0.0856557123,0.763522134
Interaction_up_fdrOnly,Ddx58,WT_39,39,WT,5,3.10299773,0.221511821,0.0990630979,-0.219694139
Interaction_up_fdrOnly,Ddx58,cGASKO_37,37,cGASKO,5,3.71118358,0.0914815281,0.0409117831,0.781863491
Interaction_up_fdrOnly,Ddx58,cGASKO_39,39,cGASKO,5,2.4313919,0.191663202,0.0857143895,-1.32569149
Interaction_up_fdrOnly,Trim34a,WT_37,37,WT,5,3.74967768,0.0652787271,0.0291935342,0.647949345
Interaction_up_fdrOnly,Trim34a,WT_39,39,WT,5,3.60633847,0.127592759,0.0570612163,0.174209506
Interaction_up_fdrOnly,Trim34a,cGASKO_37,37,cGASKO,5,3.74743823,0.156702051,0.0700792876,0.64054791
Interaction_up_fdrOnly,Trim34a,cGASKO_39,39,cGASKO,5,3.11105759,0.112060016,0.0501147627,-1.46270676
Interaction_up_fdrOnly,Dhx58,WT_37,37,WT,5,3.1395803,0.147917555,0.0661507416,0.164738614
Interaction_up_fdrOnly,Dhx58,WT_39,39,WT,5,3.54852984,0.16555924,0.0740403432,1.3264314
Interaction_up_fdrOnly,Dhx58,cGASKO_37,37,cGASKO,5,2.89848162,0.0866247268,0.0387397555,-0.520144418
Interaction_up_fdrOnly,Dhx58,cGASKO_39,39,cGASKO,5,2.73975838,0.167749368,0.075019798100000007,-0.971025597
