"gene_symbol","ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","contrast"
"Csgalnact1","ENSMUSG00000036356.15",1.04033998,4.83609554,20.8060694,3.38058591e-19,4.15790939e-16,"KO_heat"
"Zfp944","ENSMUSG00000033972.9",-0.814233157,5.66800071,-20.2224957,7.42761853e-19,8.59812382e-16,"KO_heat"
"Slco4a1","ENSMUSG00000038963.15",0.863790802,5.22422456,19.9961593,1.01333768e-18,1.10785957e-15,"KO_heat"
"Slc44a1","ENSMUSG00000028412.17",-0.783432856,6.30542843,-19.9127496,1.1371129e-18,1.17774973e-15,"KO_heat"
"Usp22","ENSMUSG00000042506.15",-0.674391666,7.11450913,-19.5592665,1.86183771e-18,1.83195521e-15,"KO_heat"
"Il1rn","ENSMUSG00000026981.15",1.91525272,5.03962297,25.7472872,2.57173107e-18,2.30041344e-15,"KO_heat"
"Gramd1b","ENSMUSG00000040111.17",0.799537912,6.71334162,19.3544171,2.48639549e-18,2.30041344e-15,"KO_heat"
"Gm10156","ENSMUSG00000066245.5",-1.10654263,4.97639496,-19.1982746,3.10525572e-18,2.65688379e-15,"KO_heat"
"Lgals9","ENSMUSG00000001123.15",-0.860431023,5.61263214,-19.1301772,3.42299261e-18,2.80671132e-15,"KO_heat"
"Pde1b","ENSMUSG00000022489.6",-0.954990064,4.3741631,-18.948741,4.44389069e-18,3.49805299e-15,"KO_heat"
"Acsl6","ENSMUSG00000020333.17",-0.603654831,6.69275219,-18.7562373,5.87560178e-18,4.4471526e-15,"KO_heat"
"Satb1","ENSMUSG00000023927.15",-0.978915265,5.36329606,-18.580896,7.59368793e-18,5.53467351e-15,"KO_heat"
"Fam83g","ENSMUSG00000042377.8",1.70674619,4.4658382,21.8033611,8.42436738e-18,5.92082592e-15,"KO_heat"
"Sidt1","ENSMUSG00000022696.17",-1.53875673,3.16675269,-18.3850268,1.01380351e-17,6.87953078e-15,"KO_heat"
"Rhob","ENSMUSG00000054364.5",-1.0170084,4.26596589,-18.358667,1.05421633e-17,6.91530771e-15,"KO_heat"
"Dot1l","ENSMUSG00000061589.14",0.656188909,8.12014758,18.3161264,1.12297407e-17,7.12871184e-15,"KO_heat"
"Arl5c","ENSMUSG00000038352.15",-1.19958063,4.89033355,-19.0186583,1.39813502e-17,8.59809345e-15,"KO_heat"
"Gm48583","ENSMUSG00000114277.1",-1.20485749,5.70924289,-20.6153858,1.7070893e-17,9.88053246e-15,"KO_heat"
"Uba7","ENSMUSG00000032596.14",-0.994399388,5.65016818,-18.6790779,1.6607969e-17,9.88053246e-15,"KO_heat"
"Fah","ENSMUSG00000030630.16",1.31103609,3.65144281,17.8352642,2.31381466e-17,1.26373819e-14,"KO_heat"
"Lgals3","ENSMUSG00000050335.17",0.959792114,5.43904938,17.9038376,2.44026887e-17,1.26373819e-14,"KO_heat"
"Itga5","ENSMUSG00000000555.8",0.857934848,4.97252475,17.8055289,2.42088996e-17,1.26373819e-14,"KO_heat"
"Myo1c","ENSMUSG00000017774.19",0.667834376,7.781593,17.8306022,2.33027398e-17,1.26373819e-14,"KO_heat"
"Rpl10a-ps2","ENSMUSG00000061988.3",2.17172811,1.81279272,17.7294365,2.71878633e-17,1.37109181e-14,"KO_heat"
"Samd9l","ENSMUSG00000047735.14",-1.75246667,3.84848685,-19.8714573,2.87152842e-17,1.37109181e-14,"KO_heat"
"Tspan3","ENSMUSG00000032324.11",0.991119601,5.01436396,17.6681473,2.98608126e-17,1.37109181e-14,"KO_heat"
"Traf5","ENSMUSG00000026637.13",-0.790732706,4.67132058,-17.6659979,2.9959321e-17,1.37109181e-14,"KO_heat"
"Igfbp4","ENSMUSG00000017493.12",-0.493353213,9.32851269,-17.6698006,2.97852645e-17,1.37109181e-14,"KO_heat"
"Uvssa","ENSMUSG00000037355.14",-0.857408878,4.4201933,-17.6331894,3.15053089e-17,1.40907494e-14,"KO_heat"
"Zc3h7b","ENSMUSG00000022390.11",-0.621076861,6.43705742,-17.602795,3.30109381e-17,1.443605e-14,"KO_heat"
"Ahr","ENSMUSG00000019256.17",-1.08726143,3.99799298,-17.5655316,3.49585648e-17,1.4955426e-14,"KO_heat"
"Scarb2","ENSMUSG00000029426.8",-0.633746439,6.17794825,-17.4086606,4.45494827e-17,1.86529632e-14,"KO_heat"
"Rbmx","ENSMUSG00000031134.16",-0.693208326,6.2357189,-17.2815731,5.42899742e-17,2.22577584e-14,"KO_heat"
"Crebrf","ENSMUSG00000048249.14",-0.843160043,5.85602926,-17.2008414,6.15947874e-17,2.47372209e-14,"KO_heat"
"A630001G21Rik","ENSMUSG00000052760.16",-0.735872195,5.53542125,-17.1153256,7.04448168e-17,2.7725671e-14,"KO_heat"
"Maged1","ENSMUSG00000025151.16",0.959480637,4.76406246,17.1022313,7.19114444e-17,2.77479473e-14,"KO_heat"
"Ncmap","ENSMUSG00000043924.16",-1.70255822,3.47760354,-18.2821257,7.80483644e-17,2.8979505e-14,"KO_heat"
"Rab34","ENSMUSG00000002059.18",1.38567452,2.82890412,17.0579614,7.71071706e-17,2.8979505e-14,"KO_heat"
"C3","ENSMUSG00000024164.15",1.55429581,3.65074346,17.875926,8.24080941e-17,3.0031646e-14,"KO_heat"
"Rcbtb2","ENSMUSG00000022106.14",-0.893313063,4.57695798,-16.9991645,8.46122976e-17,3.02742801e-14,"KO_heat"
"Rorc","ENSMUSG00000028150.14",0.84704937,7.06690893,18.1696764,9.2886985e-17,3.26414818e-14,"KO_heat"
"Grap2","ENSMUSG00000042351.9",-0.685732777,8.31828054,-17.2596536,9.90672903e-17,3.42025475e-14,"KO_heat"
"Hspe1","ENSMUSG00000073676.4",0.559998075,6.99727905,16.8863799,1.01188897e-16,3.43326948e-14,"KO_heat"
"Zadh2","ENSMUSG00000049090.3",-0.711415791,5.53896145,-16.7857863,1.18793577e-16,3.96226916e-14,"KO_heat"
"Hspa4l","ENSMUSG00000025757.13",0.620976538,7.2540347,16.7300703,1.29874129e-16,4.25965497e-14,"KO_heat"
"Ophn1","ENSMUSG00000031214.13",1.71493367,1.95923542,16.6432643,1.49304853e-16,4.7389842e-14,"KO_heat"
"Sacs","ENSMUSG00000048279.19",0.517151156,7.63311311,16.6512354,1.47401864e-16,4.7389842e-14,"KO_heat"
"Gm12940","ENSMUSG00000085334.7",-0.733671901,5.19083447,-16.5378716,1.76985078e-16,5.52839579e-14,"KO_heat"
"Inpp5k","ENSMUSG00000006127.9",-0.59314877,6.34159085,-16.5205347,1.82021881e-16,5.59688844e-14,"KO_heat"
"Glipr2","ENSMUSG00000028480.14",0.5454789,6.01160678,16.4863828,1.92380422e-16,5.81730257e-14,"KO_heat"
"Dnaja3","ENSMUSG00000004069.17",0.538219769,5.81447736,16.4777227,1.95102378e-16,5.81730257e-14,"KO_heat"
"Sell","ENSMUSG00000026581.14",-0.664886218,7.3004298,-16.3053604,2.58373576e-16,7.58885612e-14,"KO_heat"
"Ankrd16","ENSMUSG00000047909.11",-0.702594094,5.88589053,-16.2131958,3.00540724e-16,8.69756016e-14,"KO_heat"
"Olfr56","ENSMUSG00000040328.16",-1.47804023,2.09518775,-16.1610989,3.27452742e-16,9.33904711e-14,"KO_heat"
"St6galnac6","ENSMUSG00000026811.18",0.741862295,5.26802717,16.12989,3.44752036e-16,9.69196473e-14,"KO_heat"
"Gm9745","ENSMUSG00000021148.11",2.19801447,2.00309477,16.8845868,3.57321232e-16,9.76628405e-14,"KO_heat"
"Smurf1","ENSMUSG00000038780.14",-0.584976902,6.43331294,-16.1098988,3.5632553e-16,9.76628405e-14,"KO_heat"
"Tbc1d16","ENSMUSG00000039976.4",-0.980929204,5.96429243,-17.8110638,3.93948753e-16,1.0619887e-13,"KO_heat"
"Rpl13a","ENSMUSG00000074129.14",0.518163632,6.83549601,16.0179715,4.14927725e-16,1.08871503e-13,"KO_heat"
"Socs2","ENSMUSG00000020027.18",-0.414345129,9.46533592,-16.0214263,4.12554982e-16,1.08871503e-13,"KO_heat"
"Tcf12","ENSMUSG00000032228.16",-0.63906024,6.70778142,-15.926171,4.83404413e-16,1.2516994e-13,"KO_heat"
"Irf6","ENSMUSG00000026638.15",1.42993327,2.96947967,15.8373767,5.60747873e-16,1.35280289e-13,"KO_heat"
"Zdhhc2","ENSMUSG00000039470.15",0.789529762,5.5519783,15.8342462,5.63696513e-16,1.35280289e-13,"KO_heat"
"Smarca2","ENSMUSG00000024921.17",-0.781801212,6.52318931,-16.4885747,5.45666672e-16,1.35280289e-13,"KO_heat"
"Perp","ENSMUSG00000019851.8",0.762061753,4.90685728,15.838754,5.59455673e-16,1.35280289e-13,"KO_heat"
"Fam129a","ENSMUSG00000026483.13",0.629615959,7.14110663,15.8679729,5.32751831e-16,1.35280289e-13,"KO_heat"
"Fgfr1op","ENSMUSG00000069135.11",-0.534785293,6.29930209,-15.8534324,5.45872607e-16,1.35280289e-13,"KO_heat"
"Itpr2","ENSMUSG00000030287.15",-0.752892541,5.55250329,-15.8228914,5.74526451e-16,1.36218145e-13,"KO_heat"
"Rarg","ENSMUSG00000001288.15",0.689505725,6.19161143,15.783628,6.13655455e-16,1.43763401e-13,"KO_heat"
"Tmx4","ENSMUSG00000034723.11",-0.653421514,5.06270443,-15.7352379,6.65684628e-16,1.54117739e-13,"KO_heat"
"Anxa4","ENSMUSG00000029994.17",0.807273456,5.45106721,15.6304251,7.94548212e-16,1.81812957e-13,"KO_heat"
"Wdyhv1","ENSMUSG00000022359.10",-0.579456501,5.54999535,-15.5970099,8.40827831e-16,1.90191389e-13,"KO_heat"
"Ampd2","ENSMUSG00000027889.17",0.509636177,6.85771351,15.5103512,9.74237404e-16,2.17863839e-13,"KO_heat"
"Herc3","ENSMUSG00000029804.17",-0.596702729,6.44672696,-15.4881127,1.01186664e-15,2.23736221e-13,"KO_heat"
"Zdhhc20","ENSMUSG00000021969.8",-0.662361214,7.9755018,-15.9910494,1.02829206e-15,2.24841773e-13,"KO_heat"
"Trim12a","ENSMUSG00000066258.13",-0.887897603,4.75136828,-15.4219803,1.13286256e-15,2.42885892e-13,"KO_heat"
"Rasgrp1","ENSMUSG00000027347.18",-0.573289076,7.3737132,-15.4206212,1.13549988e-15,2.42885892e-13,"KO_heat"
"Gm5970","ENSMUSG00000085977.1",-2.10252493,2.47937739,-16.9710735,1.18411012e-15,2.46262626e-13,"KO_heat"
"Lrp4","ENSMUSG00000027253.15",-1.59231907,1.52733099,-15.3877044,1.20134214e-15,2.46262626e-13,"KO_heat"
"Cul9","ENSMUSG00000040327.16",-1.22992562,3.18253542,-15.3926756,1.19115185e-15,2.46262626e-13,"KO_heat"
"Glb1","ENSMUSG00000045594.10",0.50669619,6.1970441,15.3901073,1.19640532e-15,2.46262626e-13,"KO_heat"
"Pyroxd2","ENSMUSG00000060224.4",-2.40090082,2.72953576,-18.7169412,1.27349043e-15,2.58361012e-13,"KO_heat"
"Wnt10b","ENSMUSG00000022996.15",-0.822883161,5.12751629,-15.279601,1.44661046e-15,2.90488238e-13,"KO_heat"
"Gstt2","ENSMUSG00000033318.7",0.605102946,5.756517,15.2173042,1.61083579e-15,3.20198359e-13,"KO_heat"
"Adora2a","ENSMUSG00000020178.6",1.14973626,4.42147219,15.9760998,1.69484733e-15,3.33529006e-13,"KO_heat"
"Stat2","ENSMUSG00000040033.16",-0.694448891,6.26184898,-15.1689138,1.75157782e-15,3.41280198e-13,"KO_heat"
"Jcad","ENSMUSG00000033960.6",0.697732441,5.803431,15.087301,2.01831407e-15,3.89396103e-13,"KO_heat"
"Ets1","ENSMUSG00000032035.16",-0.37921208,9.33479735,-15.0466912,2.16629093e-15,4.13887759e-13,"KO_heat"
"Uhrf1bp1","ENSMUSG00000039512.12",-0.605344013,6.44762349,-15.0244069,2.25219459e-15,4.26162859e-13,"KO_heat"
"Crabp2","ENSMUSG00000004885.5",1.67553141,4.94479432,20.4134159,2.389778e-15,4.41661711e-13,"KO_heat"
"Klrc1","ENSMUSG00000030167.15",1.29083697,3.91348819,15.7656769,2.36314403e-15,4.41661711e-13,"KO_heat"
"Pdcd1lg2","ENSMUSG00000016498.10",0.793820435,5.09204894,14.9876972,2.40143316e-15,4.41661711e-13,"KO_heat"
"Clk1","ENSMUSG00000026034.17",-0.597346047,7.65378763,-14.9551343,2.5423288e-15,4.63245263e-13,"KO_heat"
"Gramd3","ENSMUSG00000001700.10",-0.740098147,5.19556994,-14.949279,2.56855345e-15,4.63729938e-13,"KO_heat"
"9830144P21Rik","ENSMUSG00000087528.1",-0.998562168,3.67833981,-14.9385915,2.61714093e-15,4.68206512e-13,"KO_heat"
"Atg9b","ENSMUSG00000038295.14",0.881150562,4.27559744,14.9129563,2.73757874e-15,4.85340649e-13,"KO_heat"
"Pnpla2","ENSMUSG00000025509.15",-0.615825651,5.8918676,-14.8515436,3.04987558e-15,5.35879478e-13,"KO_heat"
"Tanc2","ENSMUSG00000053580.16",1.10104895,3.94402406,14.8441769,3.08972556e-15,5.38077074e-13,"KO_heat"
"Art2b","ENSMUSG00000030651.5",-0.994882608,4.01182488,-14.8376456,3.12550469e-15,5.39533394e-13,"KO_heat"
"Scyl2","ENSMUSG00000069539.11",0.498503888,6.60890217,14.8130343,3.26420434e-15,5.58576324e-13,"KO_heat"
"Samhd1","ENSMUSG00000027639.16",-0.611178124,9.57798389,-15.790997,3.38381548e-15,5.74052628e-13,"KO_heat"
"Galnt10","ENSMUSG00000020520.14",-1.06345557,5.87964704,-17.6054649,3.51644343e-15,5.91453763e-13,"KO_heat"
"Mndal","ENSMUSG00000090272.9",-1.26416593,6.57332245,-20.1605381,3.59551017e-15,5.9834058e-13,"KO_heat"
"Slc39a14","ENSMUSG00000022094.15",0.588937556,6.41701489,14.7548006,3.61819854e-15,5.9834058e-13,"KO_heat"
"Arhgef5","ENSMUSG00000033542.13",0.795790189,4.64015848,14.7399494,3.7146485e-15,6.02190596e-13,"KO_heat"
"Itgav","ENSMUSG00000027087.11",0.685751087,7.36409662,15.428906,3.69693092e-15,6.02190596e-13,"KO_heat"
"1600014C10Rik","ENSMUSG00000054676.15",-0.660307448,6.49354752,-14.737126,3.73328181e-15,6.02190596e-13,"KO_heat"
"Epcam","ENSMUSG00000045394.9",1.28894813,5.38979233,18.5058288,3.89235888e-15,6.22745776e-13,"KO_heat"
"Scn9a","ENSMUSG00000075316.11",1.65145009,1.1267671,14.7085817,3.92716023e-15,6.23246662e-13,"KO_heat"
"Ildr1","ENSMUSG00000022900.14",1.52718325,1.67384506,14.6419296,4.42128886e-15,6.96052347e-13,"KO_heat"
"1110002J07Rik","ENSMUSG00000097134.2",1.8333775,2.3227664,15.2238185,4.49283956e-15,7.01703092e-13,"KO_heat"
"Rilpl2","ENSMUSG00000029401.8",0.596938198,6.35753384,14.6274716,4.53667194e-15,7.0296982e-13,"KO_heat"
"Rsrp1","ENSMUSG00000037266.18",-0.505778117,8.58833416,-14.6065575,4.7090898e-15,7.23985766e-13,"KO_heat"
"Cystm1","ENSMUSG00000046727.13",1.14226391,2.94038246,14.5944756,4.8117543e-15,7.29460201e-13,"KO_heat"
"Ikzf2","ENSMUSG00000025997.13",-1.04041874,3.83302662,-14.5851045,4.89296949e-15,7.29460201e-13,"KO_heat"
"Unc5cl","ENSMUSG00000043592.15",-0.936324811,3.14349727,-14.5852941,4.89131247e-15,7.29460201e-13,"KO_heat"
"Slc20a1","ENSMUSG00000027397.14",-0.622074416,7.35234285,-14.7143976,4.83860879e-15,7.29460201e-13,"KO_heat"
"Prkacb","ENSMUSG00000005034.15",-0.475269895,7.01827515,-14.5770923,4.96352513e-15,7.3441512e-13,"KO_heat"
"Ctsz","ENSMUSG00000016256.10",0.656842202,7.31966777,15.0189302,5.30824772e-15,7.79559752e-13,"KO_heat"
"Clcn6","ENSMUSG00000029016.13",-0.684798872,5.28884826,-14.522968,5.46841308e-15,7.97132599e-13,"KO_heat"
"Ptpn5","ENSMUSG00000030854.17",1.10371144,4.36697728,15.1839475,5.51129051e-15,7.97475631e-13,"KO_heat"
"Plek","ENSMUSG00000020120.15",1.10116423,6.31119974,18.2649762,5.8022752e-15,8.33452363e-13,"KO_heat"
"Klhl6","ENSMUSG00000043008.9",-0.562979249,6.90294026,-14.4725834,5.98595074e-15,8.5360525e-13,"KO_heat"
"Dipk1a","ENSMUSG00000029270.10",-0.674358479,4.31437441,-14.4520814,6.21073675e-15,8.79288407e-13,"KO_heat"
"Tmeff2","ENSMUSG00000026109.14",1.08873647,3.85650591,14.4346884,6.40824043e-15,9.00769739e-13,"KO_heat"
"Orai1","ENSMUSG00000049686.14",0.708339961,5.40944501,14.4258298,6.51130661e-15,9.08765977e-13,"KO_heat"
"Ppp6r2","ENSMUSG00000036561.9",-0.64588038,4.68726452,-14.4010771,6.80843333e-15,9.36945172e-13,"KO_heat"
"Gm12715","ENSMUSG00000059195.10",0.487696956,8.38602594,14.4033235,6.78090121e-15,9.36945172e-13,"KO_heat"
"Srgn","ENSMUSG00000020077.14",0.548560721,7.69745186,14.3746415,7.14121031e-15,9.75915817e-13,"KO_heat"
"Dennd3","ENSMUSG00000036661.14",1.03654756,3.26302567,14.347714,7.49741998e-15,1.01752916e-12,"KO_heat"
"Sesn3","ENSMUSG00000032009.8",-0.579136906,7.14050605,-14.267325,8.67365658e-15,1.16910197e-12,"KO_heat"
"Hmgn2","ENSMUSG00000003038.15",-0.506368462,7.43142844,-14.2577004,8.82668709e-15,1.18163521e-12,"KO_heat"
"Trib2","ENSMUSG00000020601.8",-0.759272461,6.38090888,-15.1408692,8.9751554e-15,1.19113519e-12,"KO_heat"
"Stat3","ENSMUSG00000004040.16",-0.434659842,8.4910086,-14.2458637,9.01870744e-15,1.19113519e-12,"KO_heat"
"Rnf123","ENSMUSG00000041528.15",-0.552855743,6.65014979,-14.2417822,9.08591169e-15,1.19201104e-12,"KO_heat"
"Pou2f2","ENSMUSG00000008496.19",0.562025952,6.99332035,14.2296148,9.2893307e-15,1.20358317e-12,"KO_heat"
"Slc5a3","ENSMUSG00000089774.2",0.506340068,6.95323245,14.2291945,9.29643996e-15,1.20358317e-12,"KO_heat"
"Il21r","ENSMUSG00000030745.9",0.776002345,6.30506585,15.1923999,9.7388801e-15,1.25262367e-12,"KO_heat"
"Gm12216","ENSMUSG00000081769.9",-1.47145285,2.04069654,-14.1961526,9.87328372e-15,1.26166461e-12,"KO_heat"
"Rnasel","ENSMUSG00000066800.11",-1.23141985,4.50420884,-15.9985471,1.00224119e-14,1.27245835e-12,"KO_heat"
"Raph1","ENSMUSG00000026014.15",0.666312908,6.38864521,14.307159,1.03571278e-14,1.30652511e-12,"KO_heat"
"Parp9","ENSMUSG00000022906.15",-0.724162735,6.52952315,-14.8989848,1.09605255e-14,1.36514038e-12,"KO_heat"
"Zfp1","ENSMUSG00000055835.10",-0.509137514,5.30103824,-14.142413,1.08913555e-14,1.36514038e-12,"KO_heat"
"Sp110","ENSMUSG00000070034.13",-0.647803307,7.33814839,-14.6667036,1.14042275e-14,1.41147039e-12,"KO_heat"
"Accs","ENSMUSG00000040272.14",-1.16079775,4.26373953,-15.0814678,1.15459849e-14,1.42008398e-12,"KO_heat"
"B3gnt5","ENSMUSG00000022686.14",1.14591655,5.26969187,16.8009275,1.19630044e-14,1.4622358e-12,"KO_heat"
"Ankrd33b","ENSMUSG00000022237.17",1.83761089,1.14152635,14.0664151,1.251882e-14,1.52072752e-12,"KO_heat"
"Vps37a","ENSMUSG00000031600.11",0.430727395,6.223786,14.01344,1.37996344e-14,1.66603071e-12,"KO_heat"
"BE692007","ENSMUSG00000099757.1",-1.27408289,4.48658371,-16.0919217,1.49359111e-14,1.79221826e-12,"KO_heat"
"Aldh1a2","ENSMUSG00000013584.5",2.40170023,1.84302937,15.9525816,1.52746799e-14,1.82176015e-12,"KO_heat"
"Olr1","ENSMUSG00000030162.14",1.37383,2.81815587,13.9308776,1.60708284e-14,1.90516767e-12,"KO_heat"
"Pigr","ENSMUSG00000026417.13",-1.53321144,1.64130011,-13.9275598,1.6169757e-14,1.90541706e-12,"KO_heat"
"Mmp11","ENSMUSG00000000901.17",-0.919151702,3.55823167,-13.9136371,1.65917731e-14,1.93200889e-12,"KO_heat"
"Mpp1","ENSMUSG00000031402.12",0.492192965,6.9884702,13.915671,1.65294226e-14,1.93200889e-12,"KO_heat"
"A530013C23Rik","ENSMUSG00000006462.6",1.4467334,1.51313512,13.8883017,1.73890405e-14,2.01293487e-12,"KO_heat"
"Hbp1","ENSMUSG00000002996.17",-0.593957684,5.89972553,-13.8627065,1.82345708e-14,2.09846853e-12,"KO_heat"
"Fnip1","ENSMUSG00000035992.15",-0.523587514,6.84346392,-13.8086919,2.01606063e-14,2.30663122e-12,"KO_heat"
"Jak2","ENSMUSG00000024789.13",0.546795686,8.05601427,13.8375443,2.03290956e-14,2.312464e-12,"KO_heat"
"Atp8a1","ENSMUSG00000037685.15",-0.703286899,4.08635845,-13.8001587,2.04835101e-14,2.31503172e-12,"KO_heat"
"Rcbtb1","ENSMUSG00000035469.17",-0.566035744,7.0513881,-13.7974544,2.05869481e-14,2.31503172e-12,"KO_heat"
"Etnk1","ENSMUSG00000030275.6",-0.515612163,8.36659311,-13.7808078,2.12356245e-14,2.37440826e-12,"KO_heat"
"Kcnk5","ENSMUSG00000023243.9",0.77165962,5.06279915,13.7643392,2.18980725e-14,2.43464502e-12,"KO_heat"
"Tlr7","ENSMUSG00000044583.13",-1.86023912,0.841035757,-13.7101985,2.42296681e-14,2.67873954e-12,"KO_heat"
"Baz1a","ENSMUSG00000035021.13",0.412728881,7.64547627,13.6986141,2.47608858e-14,2.72217582e-12,"KO_heat"
"Mical3","ENSMUSG00000051586.17",-0.612685605,5.80163455,-13.6934479,2.50016399e-14,2.73337373e-12,"KO_heat"
"Sfn","ENSMUSG00000047281.3",0.768743191,5.02115749,13.6639749,2.64219485e-14,2.87269351e-12,"KO_heat"
"Rab19","ENSMUSG00000029923.4",-1.34232444,1.63281706,-13.653832,2.69297174e-14,2.88374079e-12,"KO_heat"
"Ttc39c","ENSMUSG00000024424.15",1.12814525,4.52754271,15.0630465,2.69027289e-14,2.88374079e-12,"KO_heat"
"Septin1","ENSMUSG00000000486.13",-0.395223429,7.89487923,-13.6531706,2.69631742e-14,2.88374079e-12,"KO_heat"
"Nrde2","ENSMUSG00000021179.8",-0.604315635,5.53945193,-13.6487334,2.71887433e-14,2.89214745e-12,"KO_heat"
"Zdhhc18","ENSMUSG00000037553.14",0.549152142,7.16525244,13.6111419,2.91793773e-14,3.0872095e-12,"KO_heat"
"Trpm6","ENSMUSG00000024727.9",1.5848259,1.58373318,13.5919539,3.02526656e-14,3.16671386e-12,"KO_heat"
"Lzts3","ENSMUSG00000037703.14",1.06194626,2.42466947,13.5946833,3.00975515e-14,3.16671386e-12,"KO_heat"
"Lpxn","ENSMUSG00000024696.9",-0.634889427,5.74825831,-13.5889329,3.04253112e-14,3.16678335e-12,"KO_heat"
"Plcg1","ENSMUSG00000016933.17",-0.507643842,8.13631577,-13.5835389,3.07360954e-14,3.16678335e-12,"KO_heat"
"Top1","ENSMUSG00000070544.6",0.337448854,8.2173838,13.5862552,3.05791873e-14,3.16678335e-12,"KO_heat"
"Gimap4","ENSMUSG00000054435.16",-0.446738464,8.34383809,-13.503026,3.57834159e-14,3.66761376e-12,"KO_heat"
"Irak2","ENSMUSG00000060477.14",0.734077929,4.90939619,13.4876576,3.68399507e-14,3.75633881e-12,"KO_heat"
"Ehbp1l1","ENSMUSG00000024937.15",0.523101256,5.78994415,13.4848407,3.70370601e-14,3.75697065e-12,"KO_heat"
"Ier3","ENSMUSG00000003541.6",1.63199164,2.26602162,13.732017,3.78483489e-14,3.81957773e-12,"KO_heat"
"Dyrk3","ENSMUSG00000016526.8",0.705075694,4.10658188,13.4470299,3.97903134e-14,3.99506927e-12,"KO_heat"
"Kif1b","ENSMUSG00000063077.15",-0.472883573,6.24394404,-13.4292099,4.11600607e-14,4.11161845e-12,"KO_heat"
"Epha2","ENSMUSG00000006445.3",2.06640799,1.59469133,14.190346,4.17827369e-14,4.15273979e-12,"KO_heat"
"Myadm","ENSMUSG00000068566.12",0.829665913,5.35948739,14.1338068,4.208088e-14,4.16135496e-12,"KO_heat"
"Gtf2e1","ENSMUSG00000022828.10",0.569761254,6.00934496,13.4016687,4.33731567e-14,4.26770176e-12,"KO_heat"
"Arhgef1","ENSMUSG00000040940.18",-0.527103131,9.24881428,-13.8499778,4.46133832e-14,4.36789437e-12,"KO_heat"
"Mkrn1","ENSMUSG00000029922.15",-0.437998357,6.15927675,-13.3840518,4.48526244e-14,4.3695782e-12,"KO_heat"
"Rapgef6","ENSMUSG00000037533.20",-0.420824913,8.51963642,-13.3767705,4.54791779e-14,4.40879183e-12,"KO_heat"
"Dnajb5","ENSMUSG00000036052.14",0.594669488,5.7177383,13.333644,4.93793769e-14,4.76341548e-12,"KO_heat"
"Rnh1","ENSMUSG00000038650.15",0.41537835,6.406761,13.3247537,5.02252597e-14,4.82137993e-12,"KO_heat"
"Zfp945","ENSMUSG00000059142.16",-1.28263827,2.81620141,-13.2881674,5.38662493e-14,5.14579573e-12,"KO_heat"
"Arsb","ENSMUSG00000042082.7",-1.0810352,4.48950432,-14.4603357,5.53397618e-14,5.26102016e-12,"KO_heat"
"Ehd2","ENSMUSG00000074364.6",1.65712559,1.33461681,13.2661082,5.61916683e-14,5.31632616e-12,"KO_heat"
"Plekhd1","ENSMUSG00000066438.6",-1.28340128,5.1728579,-16.9253706,5.75572147e-14,5.41946617e-12,"KO_heat"
"Tsc22d3","ENSMUSG00000031431.13",-0.625758348,5.46786606,-13.2415223,5.89054718e-14,5.52000371e-12,"KO_heat"
